,call_type,received_timestamp,disptach_timestamp,dispatch_time,coordinates
9010,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.79990525 -122.4395033
9011,Medical Incident,0 days 15:44:46.000000000,0 days 15:46:31.000000000,0 days 00:01:45.000000000,37.78272397 -122.3961679
9012,Medical Incident,0 days 15:20:44.000000000,0 days 15:22:42.000000000,0 days 00:01:58.000000000,37.78480741 -122.4094717
9013,Medical Incident,0 days 17:38:13.000000000,0 days 17:40:24.000000000,0 days 00:02:11.000000000,37.783052 -122.4200103
9014,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.78474386 -122.4330671
9015,Citizen Assist / Service Call,0 days 14:07:22.000000000,0 days 14:08:46.000000000,0 days 00:01:24.000000000,37.78272397 -122.3961679
9016,Medical Incident,0 days 17:02:06.000000000,0 days 17:04:50.000000000,0 days 00:02:44.000000000,37.77679059 -122.4942408
9017,Alarms,0 days 00:42:06.000000000,0 days 00:44:22.000000000,0 days 00:02:16.000000000,37.7837893 -122.4092663
9018,Medical Incident,0 days 17:55:30.000000000,0 days 17:58:17.000000000,0 days 00:02:47.000000000,37.78937035 -122.4145392
9019,Medical Incident,0 days 20:56:52.000000000,0 days 20:59:42.000000000,0 days 00:02:50.000000000,37.78332633 -122.4403249
9020,Alarms,0 days 04:50:21.000000000,0 days 04:52:33.000000000,0 days 00:02:12.000000000,37.76095474 -122.4339036
9021,Medical Incident,0 days 16:42:41.000000000,0 days 16:43:17.000000000,0 days 00:00:36.000000000,37.77585486 -122.4456144
9022,Medical Incident,0 days 12:47:51.000000000,0 days 12:50:14.000000000,0 days 00:02:23.000000000,37.74553424 -122.451624
9023,Alarms,0 days 16:28:57.000000000,0 days 16:29:46.000000000,0 days 00:00:49.000000000,37.76817787 -122.4107307
9024,Alarms,0 days 17:58:43.000000000,0 days 18:00:17.000000000,0 days 00:01:34.000000000,37.73696234 -122.4125534
9025,Medical Incident,0 days 10:07:17.000000000,0 days 10:07:34.000000000,0 days 00:00:17.000000000,37.78347684 -122.4124351
9026,Medical Incident,0 days 09:49:15.000000000,0 days 09:52:04.000000000,0 days 00:02:49.000000000,37.76571899 -122.4095207
9027,Medical Incident,0 days 11:10:42.000000000,0 days 11:12:53.000000000,0 days 00:02:11.000000000,37.76391304 -122.4462284
9028,Medical Incident,0 days 23:32:47.000000000,0 days 23:36:11.000000000,0 days 00:03:24.000000000,37.78927391 -122.4270918
9029,Medical Incident,0 days 08:22:22.000000000,0 days 08:26:25.000000000,0 days 00:04:03.000000000,37.7459563 -122.4542399
9030,Medical Incident,0 days 15:20:44.000000000,0 days 15:21:55.000000000,0 days 00:01:11.000000000,37.75628408 -122.493745
9031,Medical Incident,0 days 12:26:21.000000000,0 days 12:27:54.000000000,0 days 00:01:33.000000000,37.783052 -122.4200103
9032,Medical Incident,0 days 03:15:10.000000000,0 days 03:16:54.000000000,0 days 00:01:44.000000000,37.78191397 -122.4130322
9033,Medical Incident,0 days 21:24:51.000000000,0 days 21:27:14.000000000,0 days 00:02:23.000000000,37.77499175 -122.4131611
9034,Medical Incident,0 days 05:39:02.000000000,0 days 05:41:01.000000000,0 days 00:01:59.000000000,37.79393501 -122.4230488
9035,Medical Incident,0 days 09:33:04.000000000,0 days 09:34:12.000000000,0 days 00:01:08.000000000,37.77762424 -122.3999811
9036,Other,0 days 12:28:32.000000000,0 days 12:28:32.000000000,0 days 00:00:00.000000000,37.78268537 -122.4224637
9037,Medical Incident,0 days 13:55:46.000000000,0 days 13:58:02.000000000,0 days 00:02:16.000000000,37.81052072 -122.3651383
9038,Medical Incident,0 days 03:15:10.000000000,0 days 03:16:54.000000000,0 days 00:01:44.000000000,37.76301509 -122.468317
9039,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.77499175 -122.4131611
9040,Medical Incident,0 days 10:08:07.000000000,0 days 10:09:43.000000000,0 days 00:01:36.000000000,37.79176907 -122.4294268
9041,Medical Incident,0 days 14:59:09.000000000,0 days 15:01:00.000000000,0 days 00:01:51.000000000,37.78594273 -122.4189026
9042,Medical Incident,0 days 16:17:09.000000000,0 days 16:18:07.000000000,0 days 00:00:58.000000000,37.73105364 -122.4763839
9043,Citizen Assist / Service Call,0 days 21:49:26.000000000,0 days 21:51:54.000000000,0 days 00:02:28.000000000,37.78300408 -122.4124117
9044,Outside Fire,0 days 10:16:42.000000000,0 days 10:18:24.000000000,0 days 00:01:42.000000000,37.71226467 -122.4729324
9045,Medical Incident,0 days 04:41:29.000000000,0 days 04:43:11.000000000,0 days 00:01:42.000000000,37.7836191 -122.4226525
9046,Medical Incident,0 days 20:14:48.000000000,0 days 20:18:41.000000000,0 days 00:03:53.000000000,37.78691269 -122.4097562
9047,Medical Incident,0 days 04:28:55.000000000,0 days 04:30:20.000000000,0 days 00:01:25.000000000,37.74164175 -122.4864128
9048,Medical Incident,0 days 07:07:27.000000000,0 days 07:09:11.000000000,0 days 00:01:44.000000000,37.71243247 -122.41466
9049,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.75629756 -122.4178044
9050,Medical Incident,0 days 04:37:02.000000000,0 days 04:40:13.000000000,0 days 00:03:11.000000000,37.76070861 -122.4994966
9051,Medical Incident,0 days 06:37:50.000000000,0 days 06:41:25.000000000,0 days 00:03:35.000000000,37.78186545 -122.4142853
9052,Structure Fire,0 days 17:22:53.000000000,0 days 17:24:29.000000000,0 days 00:01:36.000000000,37.75995363 -122.4371836
9053,Medical Incident,0 days 21:14:29.000000000,0 days 21:15:55.000000000,0 days 00:01:26.000000000,37.79176907 -122.4294268
9054,Alarms,0 days 16:42:57.000000000,0 days 16:44:40.000000000,0 days 00:01:43.000000000,37.78092669 -122.4108704
9055,Train / Rail Incident,0 days 04:39:51.000000000,0 days 05:02:17.000000000,0 days 00:22:26.000000000,37.74955701 -122.4295304
9056,Medical Incident,0 days 04:41:29.000000000,0 days 04:46:33.000000000,0 days 00:05:04.000000000,37.79282365 -122.3970342
9057,Medical Incident,0 days 16:25:08.000000000,0 days 16:27:09.000000000,0 days 00:02:01.000000000,37.78691269 -122.4097562
9058,Medical Incident,0 days 19:08:25.000000000,0 days 19:13:03.000000000,0 days 00:04:38.000000000,37.75946872 -122.4639158
9059,Medical Incident,0 days 12:31:51.000000000,0 days 12:34:08.000000000,0 days 00:02:17.000000000,37.72670329 -122.45637
9060,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.73559052 -122.3904163
9061,Medical Incident,0 days 10:36:16.000000000,0 days 10:37:09.000000000,0 days 00:00:53.000000000,37.76070861 -122.4994966
9062,Medical Incident,0 days 02:01:51.000000000,0 days 02:04:04.000000000,0 days 00:02:13.000000000,37.79282365 -122.3970342
9063,Alarms,0 days 00:42:06.000000000,0 days 00:44:22.000000000,0 days 00:02:16.000000000,37.78204421 -122.4085195
9064,Medical Incident,0 days 14:24:05.000000000,0 days 14:25:34.000000000,0 days 00:01:29.000000000,37.78937035 -122.4145392
9065,Alarms,0 days 05:03:00.000000000,0 days 05:05:16.000000000,0 days 00:02:16.000000000,37.78188029 -122.4324905
9066,Alarms,0 days 12:22:33.000000000,0 days 12:24:01.000000000,0 days 00:01:28.000000000,37.76362723 -122.3897234
9067,Medical Incident,0 days 14:33:39.000000000,0 days 14:34:13.000000000,0 days 00:00:34.000000000,37.75809277 -122.4146847
9068,Medical Incident,0 days 16:37:41.000000000,0 days 16:40:02.000000000,0 days 00:02:21.000000000,37.76324734 -122.4523848
9069,Medical Incident,0 days 17:28:21.000000000,0 days 17:34:06.000000000,0 days 00:05:45.000000000,37.76750446 -122.4289486
9070,Medical Incident,0 days 16:16:13.000000000,0 days 16:24:34.000000000,0 days 00:08:21.000000000,37.77743192 -122.4801738
9071,Medical Incident,0 days 16:45:21.000000000,0 days 16:46:11.000000000,0 days 00:00:50.000000000,37.76351584 -122.4261187
9072,Medical Incident,0 days 06:10:10.000000000,0 days 06:11:36.000000000,0 days 00:01:26.000000000,37.77745742 -122.4131577
9073,Alarms,0 days 12:05:41.000000000,0 days 12:07:06.000000000,0 days 00:01:25.000000000,37.7919345 -122.48005
9074,Alarms,0 days 08:06:37.000000000,0 days 08:07:35.000000000,0 days 00:00:58.000000000,37.78418176 -122.4144042
9075,Structure Fire,0 days 11:46:57.000000000,0 days 11:50:41.000000000,0 days 00:03:44.000000000,37.79047504 -122.390556
9076,Alarms,0 days 12:36:20.000000000,0 days 12:38:04.000000000,0 days 00:01:44.000000000,37.77237193 -122.4321179
9077,Medical Incident,0 days 13:55:41.000000000,0 days 13:57:12.000000000,0 days 00:01:31.000000000,37.78573679 -122.3891244
9078,Medical Incident,0 days 18:36:09.000000000,0 days 18:39:17.000000000,0 days 00:03:08.000000000,37.78086621 -122.4288032
9079,Medical Incident,0 days 01:17:23.000000000,0 days 01:18:24.000000000,0 days 00:01:01.000000000,37.78480739 -122.4136154
9080,Medical Incident,0 days 15:20:32.000000000,0 days 15:22:39.000000000,0 days 00:02:07.000000000,37.76183586 -122.4193593
9081,Medical Incident,0 days 01:52:14.000000000,0 days 01:56:47.000000000,0 days 00:04:33.000000000,37.80897679 -122.4746096
9082,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.76101057 -122.4119195
9083,Medical Incident,0 days 00:37:15.000000000,0 days 00:42:11.000000000,0 days 00:04:56.000000000,37.76070861 -122.4994966
9084,Alarms,0 days 19:14:07.000000000,0 days 19:20:01.000000000,0 days 00:05:54.000000000,37.73944979 -122.4738323
9085,Medical Incident,0 days 16:07:54.000000000,0 days 16:08:34.000000000,0 days 00:00:40.000000000,37.80066672 -122.4412045
9086,Medical Incident,0 days 12:31:51.000000000,0 days 12:34:08.000000000,0 days 00:02:17.000000000,37.72848585 -122.3845563
9087,Medical Incident,0 days 01:12:21.000000000,0 days 01:13:17.000000000,0 days 00:00:56.000000000,37.73559052 -122.3904163
9088,Medical Incident,0 days 14:29:43.000000000,0 days 14:30:16.000000000,0 days 00:00:33.000000000,37.80318421 -122.4142523
9089,Medical Incident,0 days 13:38:14.000000000,0 days 13:41:00.000000000,0 days 00:02:46.000000000,37.77592749 -122.5115574
9090,Medical Incident,0 days 19:06:28.000000000,0 days 19:09:16.000000000,0 days 00:02:48.000000000,37.71751457 -122.4493591
9091,Medical Incident,0 days 01:20:52.000000000,0 days 01:22:24.000000000,0 days 00:01:32.000000000,37.80846869 -122.4133334
9092,Medical Incident,0 days 00:55:13.000000000,0 days 00:57:16.000000000,0 days 00:02:03.000000000,37.77247753 -122.3895185
9093,Medical Incident,0 days 11:33:02.000000000,0 days 11:35:10.000000000,0 days 00:02:08.000000000,37.79046318 -122.4059415
9094,Medical Incident,0 days 11:09:52.000000000,0 days 11:11:16.000000000,0 days 00:01:24.000000000,37.72854447 -122.4756468
9095,Medical Incident,0 days 17:10:45.000000000,0 days 17:12:38.000000000,0 days 00:01:53.000000000,37.77441259 -122.4092424
9096,Medical Incident,0 days 18:52:21.000000000,0 days 19:11:16.000000000,0 days 00:18:55.000000000,37.77639645 -122.4618699
9097,Alarms,0 days 16:28:57.000000000,0 days 16:29:46.000000000,0 days 00:00:49.000000000,37.70862411 -122.4403406
9098,Alarms,0 days 18:13:20.000000000,0 days 18:16:47.000000000,0 days 00:03:27.000000000,37.73696234 -122.4125534
9099,Medical Incident,0 days 09:16:37.000000000,0 days 09:19:42.000000000,0 days 00:03:05.000000000,37.7646501 -122.4519022
9100,Citizen Assist / Service Call,0 days 04:13:53.000000000,0 days 04:21:09.000000000,0 days 00:07:16.000000000,37.78233759 -122.4138914
9101,Medical Incident,0 days 18:48:25.000000000,0 days 18:50:40.000000000,0 days 00:02:15.000000000,37.78439649 -122.4169005
9102,Structure Fire,0 days 06:08:56.000000000,0 days 06:12:40.000000000,0 days 00:03:44.000000000,37.76069248 -122.5011073
9103,Alarms,0 days 09:02:50.000000000,0 days 09:05:10.000000000,0 days 00:02:20.000000000,37.76483627 -122.469657
9104,Medical Incident,0 days 20:25:11.000000000,0 days 20:28:31.000000000,0 days 00:03:20.000000000,37.78894504 -122.4262523
9105,Medical Incident,0 days 20:12:17.000000000,0 days 20:17:00.000000000,0 days 00:04:43.000000000,37.77871943 -122.4147412
9106,Medical Incident,0 days 11:08:57.000000000,0 days 11:09:26.000000000,0 days 00:00:29.000000000,37.72694992 -122.4760395
9107,Medical Incident,0 days 20:37:38.000000000,0 days 20:43:12.000000000,0 days 00:05:34.000000000,37.72143272 -122.404226
9108,Medical Incident,0 days 19:41:23.000000000,0 days 19:42:09.000000000,0 days 00:00:46.000000000,37.77916742 -122.4063464
9109,Medical Incident,0 days 17:38:13.000000000,0 days 17:40:24.000000000,0 days 00:02:11.000000000,37.80764239 -122.4199036
9110,Structure Fire,0 days 10:40:17.000000000,0 days 10:41:28.000000000,0 days 00:01:11.000000000,37.78474386 -122.4330671
9111,Medical Incident,0 days 18:10:52.000000000,0 days 18:14:27.000000000,0 days 00:03:35.000000000,37.72190492 -122.454617
9112,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.73970783 -122.4159127
9113,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.78079208 -122.4083857
9114,Traffic Collision,0 days 22:20:27.000000000,0 days 22:21:06.000000000,0 days 00:00:39.000000000,37.76070861 -122.4994966
9115,Medical Incident,0 days 11:22:35.000000000,0 days 11:23:15.000000000,0 days 00:00:40.000000000,37.77173646 -122.4236734
9116,Structure Fire,0 days 10:06:59.000000000,0 days 10:08:19.000000000,0 days 00:01:20.000000000,37.78383444 -122.4129305
9117,Train / Rail Incident,0 days 04:39:51.000000000,0 days 05:02:17.000000000,0 days 00:22:26.000000000,37.78272397 -122.3961679
9118,Structure Fire,0 days 11:46:57.000000000,0 days 11:47:15.000000000,0 days 00:00:18.000000000,37.79282365 -122.3970342
9119,Medical Incident,0 days 23:38:50.000000000,0 days 23:41:09.000000000,0 days 00:02:19.000000000,37.77237193 -122.4321179
9120,Medical Incident,0 days 00:17:04.000000000,0 days 00:19:52.000000000,0 days 00:02:48.000000000,37.78071449 -122.4084837
9121,Medical Incident,0 days 11:44:37.000000000,0 days 11:46:52.000000000,0 days 00:02:15.000000000,37.72941909 -122.4044119
9122,Citizen Assist / Service Call,0 days 12:40:49.000000000,0 days 12:41:37.000000000,0 days 00:00:48.000000000,37.77604635 -122.4112888
9123,Alarms,0 days 23:23:51.000000000,0 days 23:26:12.000000000,0 days 00:02:21.000000000,37.74295557 -122.4778362
9124,Other,0 days 09:39:25.000000000,0 days 09:41:00.000000000,0 days 00:01:35.000000000,37.78284503 -122.4132218
9125,Medical Incident,0 days 09:03:40.000000000,0 days 09:04:31.000000000,0 days 00:00:51.000000000,37.75048161 -122.4057404
9126,Medical Incident,0 days 11:04:08.000000000,0 days 11:05:51.000000000,0 days 00:01:43.000000000,37.78097102 -122.4321664
9127,Alarms,0 days 19:14:07.000000000,0 days 19:20:01.000000000,0 days 00:05:54.000000000,37.77723714 -122.4844589
9128,Medical Incident,0 days 07:14:59.000000000,0 days 07:17:07.000000000,0 days 00:02:08.000000000,37.80066672 -122.4412045
9129,Medical Incident,0 days 14:06:26.000000000,0 days 14:07:05.000000000,0 days 00:00:39.000000000,37.75463968 -122.4310643
9130,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.74878149 -122.4657767
9131,Medical Incident,0 days 20:13:50.000000000,0 days 20:15:11.000000000,0 days 00:01:21.000000000,37.78079208 -122.4083857
9132,Medical Incident,0 days 07:42:18.000000000,0 days 07:46:31.000000000,0 days 00:04:13.000000000,37.73400853 -122.4933454
9133,Medical Incident,0 days 11:28:01.000000000,0 days 11:30:17.000000000,0 days 00:02:16.000000000,37.78423574 -122.4177068
9134,Medical Incident,0 days 18:52:21.000000000,0 days 19:11:16.000000000,0 days 00:18:55.000000000,37.79056524 -122.4055737
9135,Medical Incident,0 days 15:39:53.000000000,0 days 15:40:45.000000000,0 days 00:00:52.000000000,37.70862411 -122.4403406
9136,Medical Incident,0 days 14:29:43.000000000,0 days 14:31:58.000000000,0 days 00:02:15.000000000,37.7839758 -122.4622784
9137,Alarms,0 days 16:28:57.000000000,0 days 16:29:46.000000000,0 days 00:00:49.000000000,37.77592749 -122.5115574
9138,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.73696234 -122.4125534
9139,Medical Incident,0 days 04:41:29.000000000,0 days 04:43:11.000000000,0 days 00:01:42.000000000,37.78079208 -122.4083857
9140,Medical Incident,0 days 18:59:58.000000000,0 days 19:03:08.000000000,0 days 00:03:10.000000000,37.78691269 -122.4097562
9141,Medical Incident,0 days 10:54:36.000000000,0 days 10:56:09.000000000,0 days 00:01:33.000000000,37.73049345 -122.4334674
9142,Medical Incident,0 days 14:30:58.000000000,0 days 14:32:00.000000000,0 days 00:01:02.000000000,37.78708179 -122.4258678
9143,Medical Incident,0 days 07:07:27.000000000,0 days 07:07:45.000000000,0 days 00:00:18.000000000,37.8077535 -122.415641
9144,Medical Incident,0 days 11:04:08.000000000,0 days 11:06:25.000000000,0 days 00:02:17.000000000,37.75629756 -122.4178044
9145,Medical Incident,0 days 18:23:22.000000000,0 days 18:24:54.000000000,0 days 00:01:32.000000000,37.77723714 -122.4844589
9146,Medical Incident,0 days 18:48:30.000000000,0 days 18:52:49.000000000,0 days 00:04:19.000000000,37.75858655 -122.4718336
9147,Medical Incident,0 days 23:26:45.000000000,0 days 23:31:48.000000000,0 days 00:05:03.000000000,37.7386512 -122.4134063
9148,Medical Incident,0 days 06:37:50.000000000,0 days 06:41:25.000000000,0 days 00:03:35.000000000,37.71452798 -122.4017504
9149,Medical Incident,0 days 04:37:02.000000000,0 days 04:40:13.000000000,0 days 00:03:11.000000000,37.75995363 -122.4371836
9150,Medical Incident,0 days 18:52:21.000000000,0 days 18:54:42.000000000,0 days 00:02:21.000000000,37.78186545 -122.4142853
9151,Medical Incident,0 days 12:39:02.000000000,0 days 12:42:24.000000000,0 days 00:03:22.000000000,37.70862411 -122.4403406
9152,Medical Incident,0 days 21:39:26.000000000,0 days 21:40:49.000000000,0 days 00:01:23.000000000,37.76483627 -122.469657
9153,Alarms,0 days 00:42:06.000000000,0 days 00:44:22.000000000,0 days 00:02:16.000000000,37.78605122 -122.4189243
9154,Structure Fire,0 days 23:59:52.000000000,0 days 00:03:31.000000000,-1 days +00:03:39.000000000,37.78937035 -122.4145392
9155,Medical Incident,0 days 21:23:02.000000000,0 days 21:24:50.000000000,0 days 00:01:48.000000000,37.78079208 -122.4083857
9156,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.72801451 -122.4422949
9157,Medical Incident,0 days 17:16:55.000000000,0 days 17:21:17.000000000,0 days 00:04:22.000000000,37.76070861 -122.4994966
9158,Medical Incident,0 days 22:13:00.000000000,0 days 22:14:16.000000000,0 days 00:01:16.000000000,37.78332633 -122.4403249
9159,Medical Incident,0 days 22:51:38.000000000,0 days 22:53:19.000000000,0 days 00:01:41.000000000,37.71518512 -122.4679372
9160,Medical Incident,0 days 17:29:28.000000000,0 days 17:31:12.000000000,0 days 00:01:44.000000000,37.71947119 -122.4512644
9161,Alarms,0 days 14:08:04.000000000,0 days 14:09:23.000000000,0 days 00:01:19.000000000,37.78434927 -122.4093092
9162,Medical Incident,0 days 16:16:13.000000000,0 days 16:24:34.000000000,0 days 00:08:21.000000000,37.73665459 -122.4223152
9163,Medical Incident,0 days 12:46:22.000000000,0 days 12:49:29.000000000,0 days 00:03:07.000000000,37.76351584 -122.4261187
9164,Alarms,0 days 17:17:28.000000000,0 days 17:18:57.000000000,0 days 00:01:29.000000000,37.78234047 -122.4037719
9165,Medical Incident,0 days 20:11:30.000000000,0 days 20:13:22.000000000,0 days 00:01:52.000000000,37.72585162 -122.4027857
9166,Medical Incident,0 days 09:09:15.000000000,0 days 09:11:04.000000000,0 days 00:01:49.000000000,37.7122554 -122.4171044
9167,Alarms,0 days 19:14:07.000000000,0 days 19:20:01.000000000,0 days 00:05:54.000000000,37.78086621 -122.4288032
9168,Medical Incident,0 days 04:21:48.000000000,0 days 04:24:05.000000000,0 days 00:02:17.000000000,37.80066672 -122.4412045
9169,Medical Incident,0 days 14:24:05.000000000,0 days 14:25:34.000000000,0 days 00:01:29.000000000,37.78575696 -122.4248411
9170,Vehicle Fire,0 days 02:15:55.000000000,0 days 02:17:19.000000000,0 days 00:01:24.000000000,37.78188029 -122.4324905
9171,Medical Incident,0 days 15:51:10.000000000,0 days 15:52:09.000000000,0 days 00:00:59.000000000,37.76070861 -122.4994966
9172,Medical Incident,0 days 12:42:30.000000000,0 days 12:46:36.000000000,0 days 00:04:06.000000000,37.7736353 -122.4409218
9173,Medical Incident,0 days 19:16:24.000000000,0 days 19:17:18.000000000,0 days 00:00:54.000000000,37.78480741 -122.4094717
9174,Alarms,0 days 16:42:57.000000000,0 days 16:44:40.000000000,0 days 00:01:43.000000000,37.78084898 -122.4107726
9175,Medical Incident,0 days 19:11:54.000000000,0 days 19:13:41.000000000,0 days 00:01:47.000000000,37.74955701 -122.4295304
9176,Medical Incident,0 days 16:07:54.000000000,0 days 16:08:34.000000000,0 days 00:00:40.000000000,37.77564547 -122.4124325
9177,Alarms,0 days 18:47:37.000000000,0 days 18:49:52.000000000,0 days 00:02:15.000000000,37.72848585 -122.3845563
9178,Medical Incident,0 days 14:09:15.000000000,0 days 14:11:06.000000000,0 days 00:01:51.000000000,37.76362723 -122.3897234
9179,Medical Incident,0 days 19:17:10.000000000,0 days 19:18:53.000000000,0 days 00:01:43.000000000,37.76317384 -122.5072654
9180,Medical Incident,0 days 07:07:27.000000000,0 days 07:09:11.000000000,0 days 00:01:44.000000000,37.8080501 -122.4098773
9181,Traffic Collision,0 days 22:20:27.000000000,0 days 22:21:06.000000000,0 days 00:00:39.000000000,37.75629756 -122.4178044
9182,Medical Incident,0 days 19:09:36.000000000,0 days 19:10:02.000000000,0 days 00:00:26.000000000,37.77173646 -122.4236734
9183,Medical Incident,0 days 16:25:08.000000000,0 days 16:27:09.000000000,0 days 00:02:01.000000000,37.78004039 -122.4831181
9184,Medical Incident,0 days 19:32:39.000000000,0 days 19:35:49.000000000,0 days 00:03:10.000000000,37.75946872 -122.4639158
9185,Medical Incident,0 days 16:24:46.000000000,0 days 16:26:37.000000000,0 days 00:01:51.000000000,37.77948978 -122.4073764
9186,Alarms,0 days 18:47:37.000000000,0 days 18:49:52.000000000,0 days 00:02:15.000000000,37.78284503 -122.4132218
9187,Medical Incident,0 days 10:14:03.000000000,0 days 10:17:48.000000000,0 days 00:03:45.000000000,37.76362723 -122.3897234
9188,Medical Incident,0 days 20:53:02.000000000,0 days 20:53:43.000000000,0 days 00:00:41.000000000,37.78491618 -122.41195
9189,Medical Incident,0 days 18:34:25.000000000,0 days 18:37:09.000000000,0 days 00:02:44.000000000,37.79226564 -122.4153324
9190,Medical Incident,0 days 20:04:49.000000000,0 days 20:05:26.000000000,0 days 00:00:37.000000000,37.72664748 -122.393867
9191,Other,0 days 19:43:27.000000000,0 days 19:46:13.000000000,0 days 00:02:46.000000000,37.79238325 -122.4210529
9192,Medical Incident,0 days 04:35:22.000000000,0 days 04:37:41.000000000,0 days 00:02:19.000000000,37.80229752 -122.4433868
9193,Medical Incident,0 days 05:39:02.000000000,0 days 05:41:01.000000000,0 days 00:01:59.000000000,37.77775881 -122.4081124
9194,Medical Incident,0 days 07:07:27.000000000,0 days 07:09:11.000000000,0 days 00:01:44.000000000,37.77762424 -122.3999811
9195,Medical Incident,0 days 09:09:15.000000000,0 days 09:11:04.000000000,0 days 00:01:49.000000000,37.75629756 -122.4178044
9196,Medical Incident,0 days 21:33:06.000000000,0 days 21:33:21.000000000,0 days 00:00:15.000000000,37.78086621 -122.4288032
9197,Medical Incident,0 days 19:16:43.000000000,0 days 19:20:56.000000000,0 days 00:04:13.000000000,37.77311248 -122.3966401
9198,Medical Incident,0 days 07:29:58.000000000,0 days 07:29:58.000000000,0 days 00:00:00.000000000,37.80558464 -122.4119727
9199,Traffic Collision,0 days 01:55:08.000000000,0 days 01:55:31.000000000,0 days 00:00:23.000000000,37.72342964 -122.4535824
9200,Medical Incident,0 days 11:15:10.000000000,0 days 11:18:07.000000000,0 days 00:02:57.000000000,37.78019303 -122.4270168
9201,Medical Incident,0 days 10:07:59.000000000,0 days 10:14:18.000000000,0 days 00:06:19.000000000,37.78628053 -122.4549231
9202,Alarms,0 days 18:47:37.000000000,0 days 18:49:52.000000000,0 days 00:02:15.000000000,37.78512515 -122.404966
9203,Train / Rail Incident,0 days 04:39:51.000000000,0 days 05:02:17.000000000,0 days 00:22:26.000000000,37.76362723 -122.3897234
9204,Medical Incident,0 days 00:39:02.000000000,0 days 00:40:18.000000000,0 days 00:01:16.000000000,37.79282365 -122.3970342
9205,Medical Incident,0 days 03:21:04.000000000,0 days 03:21:54.000000000,0 days 00:00:50.000000000,37.78211912 -122.3968414
9206,Traffic Collision,0 days 10:57:29.000000000,0 days 10:57:59.000000000,0 days 00:00:30.000000000,37.78558247 -122.4146172
9207,Medical Incident,0 days 10:07:17.000000000,0 days 10:07:34.000000000,0 days 00:00:17.000000000,37.75529478 -122.4209641
9208,Medical Incident,0 days 14:01:46.000000000,0 days 14:05:34.000000000,0 days 00:03:48.000000000,37.76571899 -122.4095207
9209,Medical Incident,0 days 01:13:23.000000000,0 days 01:16:44.000000000,0 days 00:03:21.000000000,37.77502775 -122.4563099
9210,Medical Incident,0 days 03:26:04.000000000,0 days 03:29:57.000000000,0 days 00:03:53.000000000,37.77386178 -122.413046
9211,Medical Incident,0 days 10:05:17.000000000,0 days 10:05:37.000000000,0 days 00:00:20.000000000,37.80547381 -122.4075701
9212,Medical Incident,0 days 20:37:38.000000000,0 days 20:43:12.000000000,0 days 00:05:34.000000000,37.78383444 -122.4129305
9213,Medical Incident,0 days 06:01:11.000000000,0 days 06:02:40.000000000,0 days 00:01:29.000000000,37.77916742 -122.4063464
9214,Medical Incident,0 days 08:09:06.000000000,0 days 08:11:05.000000000,0 days 00:01:59.000000000,37.76287767 -122.419529
9215,Medical Incident,0 days 16:54:59.000000000,0 days 16:57:46.000000000,0 days 00:02:47.000000000,37.7824485 -122.4163274
9216,Medical Incident,0 days 11:29:26.000000000,0 days 11:30:46.000000000,0 days 00:01:20.000000000,37.77004532 -122.4503805
9217,Water Rescue,0 days 16:12:05.000000000,0 days 16:14:57.000000000,0 days 00:02:52.000000000,37.7257686 -122.413836
9218,Traffic Collision,0 days 02:44:37.000000000,0 days 02:48:40.000000000,0 days 00:04:03.000000000,37.80516257 -122.4329574
9219,Medical Incident,0 days 21:53:51.000000000,0 days 21:56:32.000000000,0 days 00:02:41.000000000,37.76274334 -122.4043843
9220,Outside Fire,0 days 15:43:47.000000000,0 days 15:44:52.000000000,0 days 00:01:05.000000000,37.78325366 -122.3997012
9221,Medical Incident,0 days 13:15:20.000000000,0 days 13:17:59.000000000,0 days 00:02:39.000000000,37.7984297 -122.4022286
9222,Outside Fire,0 days 15:04:17.000000000,0 days 15:06:14.000000000,0 days 00:01:57.000000000,37.78097118 -122.4087087
9223,Medical Incident,0 days 13:43:46.000000000,0 days 13:47:00.000000000,0 days 00:03:14.000000000,37.78053538 -122.4081608
9224,Medical Incident,0 days 18:02:07.000000000,0 days 18:04:08.000000000,0 days 00:02:01.000000000,37.71622823 -122.4326004
