"call_type	received_timestamp	disptach_timestamp"
"Structure Fire	 12:14:37	 12:17:25"
"Medical Incident	 16:19:45	 16:21:04"
"Medical Incident	 18:48:25	 18:50:49"
"Medical Incident	 21:05:03	 21:06:47"
"Alarms	 10:30:53	 10:31:59"
"Structure Fire	 16:14:12	 16:16:22"
"Outside Fire	 20:51:08	 20:53:35"
"Medical Incident	 20:11:03	 20:11:41"
"Medical Incident	 01:13:51	 01:16:24"
"Medical Incident	 11:45:52	 11:58:04"
"Structure Fire	 04:14:59	 04:15:24"
"Medical Incident	 10:27:49	 10:35:21"
"Alarms	 02:00:02	 02:03:02"
"Medical Incident	 22:53:39	 22:55:28"
"Alarms	 15:04:23	 15:04:43"
"Structure Fire	 04:14:59	 04:15:24"
"Structure Fire	 06:35:30	 06:36:27"
"Medical Incident	 11:53:22	 11:54:52"
"Medical Incident	 21:13:45	 21:16:34"
"Structure Fire	 09:14:37	 09:15:08"
"Alarms	 12:04:00	 12:06:52"
"Alarms	 02:00:02	 02:03:02"
"Structure Fire	 11:05:36	 11:06:44"
"Medical Incident	 13:37:33	 13:39:14"
"Medical Incident	 00:54:07	 00:55:32"
"Medical Incident	 02:11:12	 02:14:00"
"Structure Fire	 06:35:30	 06:36:27"
"Medical Incident	 10:38:26	 10:40:21"
"Structure Fire	 11:05:36	 11:06:44"
"Medical Incident	 20:55:17	 20:57:35"
"Medical Incident	 04:42:48	 04:44:27"
"Medical Incident	 16:57:52	 17:03:24"
"Medical Incident	 17:26:11	 17:26:38"
"Medical Incident	 02:33:31	 02:36:53"
"Medical Incident	 23:09:46	 23:11:13"
"Medical Incident	 23:48:04	 23:50:28"
"Medical Incident	 23:09:16	 23:13:22"
"Alarms	 15:30:29	 15:32:16"
"Medical Incident	 07:59:29	 08:01:06"
"Medical Incident	 21:51:03	 21:53:26"
"Medical Incident	 15:47:09	 15:47:37"
"Traffic Collision	 12:28:18	 12:29:48"
"Alarms	 19:50:35	 19:52:34"
"Medical Incident	 18:11:27	 18:14:49"
"Structure Fire	 16:14:12	 16:16:22"
"Alarms	 21:02:12	 21:05:16"
"Medical Incident	 19:55:23	 19:57:27"
"Medical Incident	 18:14:31	 18:16:04"
"Medical Incident	 21:03:50	 21:05:56"
"Medical Incident	 21:51:29	 21:59:01"
"Medical Incident	 07:01:53	 07:05:49"
"Medical Incident	 21:52:45	 21:56:24"
"Alarms	 10:30:53	 10:31:59"
"Medical Incident	 13:06:28	 13:12:15"
"Alarms	 03:19:44	 03:21:36"
"Structure Fire	 13:07:10	 13:08:38"
"Medical Incident	 14:01:43	 14:07:10"
"Medical Incident	 00:36:16	 00:36:35"
"Traffic Collision	 12:42:23	 12:43:16"
"Medical Incident	 12:54:38	 12:58:57"
"Structure Fire	 13:07:10	 13:08:38"
"Medical Incident	 22:50:39	 22:54:42"
"Medical Incident	 23:09:46	 23:11:13"
"Medical Incident	 06:37:26	 06:41:11"
"Medical Incident	 11:24:27	 11:27:47"
"Medical Incident	 17:22:27	 17:23:50"
"Structure Fire	 23:10:14	 23:12:37"
"Structure Fire	 11:05:36	 11:06:44"
"Medical Incident	 18:41:40	 18:42:52"
"Medical Incident	 14:30:13	 14:30:49"
"Alarms	 16:18:36	 16:20:26"
"Medical Incident	 12:53:11	 12:55:55"
"Structure Fire	 04:14:59	 04:15:24"
"Medical Incident	 13:29:11	 13:32:15"
"Medical Incident	 15:01:23	 15:05:49"
"Traffic Collision	 12:42:23	 12:43:16"
"Structure Fire	 23:10:14	 23:12:37"
"Alarms	 15:30:29	 15:32:16"
"Structure Fire	 01:20:03	 01:20:08"
"Medical Incident	 00:02:15	 00:06:10"
"Medical Incident	 11:34:55	 11:38:26"
"Medical Incident	 02:49:35	 02:52:09"
"Medical Incident	 07:49:08	 07:51:49"
"Structure Fire	 16:14:12	 16:26:10"
"Medical Incident	 14:10:10	 14:12:31"
"Alarms	 21:02:12	 21:05:16"
"Structure Fire	 21:12:09	 21:13:08"
"Medical Incident	 05:26:18	 05:27:43"
"Citizen Assist / Service Call	 18:24:15	 18:26:23"
"Alarms	 12:01:41	 12:04:46"
"Medical Incident	 21:07:11	 21:08:25"
"Citizen Assist / Service Call	 06:56:14	 07:11:52"
"Medical Incident	 08:46:17	 08:50:54"
"Medical Incident	 20:32:03	 20:33:05"
"Medical Incident	 17:02:56	 17:03:46"
"Medical Incident	 02:00:46	 02:02:37"
"Alarms	 18:20:56	 18:22:33"
"Medical Incident	 16:57:52	 17:01:26"
"Medical Incident	 22:53:39	 23:10:16"
"Medical Incident	 12:13:59	 12:15:00"
"Medical Incident	 06:08:54	 06:09:47"
"Medical Incident	 02:28:53	 02:34:14"
"Medical Incident	 06:37:26	 07:10:03"
"Medical Incident	 20:11:51	 20:14:21"
"Medical Incident	 23:06:24	 23:09:03"
"Structure Fire	 05:38:00	 05:38:11"
"Medical Incident	 08:20:18	 08:22:48"
"Medical Incident	 21:54:44	 21:57:20"
"Alarms	 15:04:23	 15:07:56"
"Water Rescue	 10:20:59	 10:34:47"
"Medical Incident	 23:30:57	 23:33:22"
"Medical Incident	 21:27:57	 21:29:19"
"Medical Incident	 01:52:18	 01:59:25"
"Medical Incident	 17:55:24	 18:01:23"
"Alarms	 05:05:51	 05:07:43"
"Traffic Collision	 12:54:17	 12:57:39"
"Medical Incident	 22:23:19	 22:23:34"
"Alarms	 15:30:29	 15:32:16"
"Medical Incident	 10:50:32	 10:50:50"
"Alarms	 15:04:23	 15:04:43"
"Alarms	 19:10:25	 19:12:53"
"Medical Incident	 16:34:10	 16:35:28"
"Alarms	 06:34:29	 06:37:55"
"Medical Incident	 09:11:47	 09:13:40"
"Medical Incident	 03:25:20	 03:25:58"
"Medical Incident	 20:49:35	 20:49:53"
"Medical Incident	 10:11:03	 10:13:07"
"Medical Incident	 22:29:42	 22:30:01"
"Structure Fire	 09:38:43	 09:38:55"
"Medical Incident	 10:43:51	 10:46:36"
"Alarms	 16:50:40	 16:51:55"
"Medical Incident	 15:16:48	 15:17:46"
"Medical Incident	 15:11:14	 15:11:38"
"Medical Incident	 02:28:53	 02:47:55"
"Medical Incident	 16:52:33	 16:57:39"
"Medical Incident	 00:15:57	 00:17:53"
"Medical Incident	 17:55:24	 17:57:08"
"Medical Incident	 09:56:19	 09:59:30"
"Medical Incident	 03:03:57	 03:06:50"
"Structure Fire	 16:02:14	 16:02:25"
"Water Rescue	 10:20:59	 10:23:16"
"Medical Incident	 07:26:48	 07:29:47"
"Medical Incident	 00:00:53	 00:02:48"
"Medical Incident	 23:06:24	 23:09:03"
"Medical Incident	 14:46:04	 16:35:47"
"Medical Incident	 14:17:48	 14:18:17"
"Medical Incident	 14:30:13	 14:30:49"
"Medical Incident	 22:22:40	 22:25:07"
"Medical Incident	 00:47:01	 00:48:54"
"Medical Incident	 10:14:14	 10:14:47"
"Medical Incident	 06:08:54	 06:09:47"
"Medical Incident	 10:54:48	 10:56:47"
"Medical Incident	 17:06:17	 17:08:10"
"Medical Incident	 10:11:03	 10:13:07"
"Medical Incident	 10:24:39	 10:28:26"
"Medical Incident	 13:01:26	 13:02:53"
"Alarms	 18:30:26	 18:38:25"
"Medical Incident	 09:45:23	 09:48:35"
"Medical Incident	 10:43:51	 10:46:36"
"Alarms	 16:53:47	 16:55:54"
"Structure Fire	 09:02:10	 09:02:19"
"Medical Incident	 14:25:57	 14:27:20"
"Medical Incident	 17:55:24	 17:57:08"
"Medical Incident	 09:00:41	 09:03:03"
"Medical Incident	 16:19:47	 16:21:39"
"Medical Incident	 15:01:23	 15:09:04"
"Alarms	 10:45:04	 10:47:19"
"Medical Incident	 03:33:20	 03:34:24"
"Medical Incident	 17:32:58	 17:34:09"
"Medical Incident	 11:51:43	 11:52:43"
"Structure Fire	 09:38:43	 09:38:55"
"Medical Incident	 19:38:21	 19:43:17"
"Structure Fire	 17:26:37	 17:29:31"
"Alarms	 02:00:02	 02:03:02"
"Medical Incident	 11:29:41	 11:29:57"
"Structure Fire	 06:35:30	 06:36:27"
"Medical Incident	 22:40:32	 22:41:20"
"Structure Fire	 16:14:12	 16:16:22"
"Medical Incident	 08:16:29	 08:17:36"
"Alarms	 19:48:36	 19:50:57"
"Alarms	 08:25:59	 08:28:48"
"Structure Fire	 13:07:10	 13:08:38"
"Medical Incident	 09:59:06	 10:00:33"
"Medical Incident	 00:53:57	 00:54:26"
"Other	 06:44:20	 06:44:56"
"Medical Incident	 02:03:31	 02:05:56"
"Gas Leak (Natural and LP Gases)	 12:14:33	 12:16:49"
"Medical Incident	 03:49:51	 03:51:05"
"Medical Incident	 05:44:05	 05:46:08"
"Medical Incident	 07:55:17	 07:55:29"
"Medical Incident	 20:01:01	 20:06:02"
"Medical Incident	 15:16:48	 15:17:46"
"Medical Incident	 09:04:50	 09:08:24"
"Medical Incident	 01:47:11	 01:48:27"
"Medical Incident	 11:32:18	 11:35:02"
"Medical Incident	 12:05:39	 12:07:24"
"Medical Incident	 12:52:19	 12:53:01"
"Medical Incident	 13:05:06	 13:07:36"
"Medical Incident	 13:32:16	 14:08:29"
"Medical Incident	 05:12:37	 05:14:02"
"Alarms	 05:05:51	 05:07:43"
"Structure Fire	 16:14:12	 16:16:22"
"Structure Fire	 20:38:44	 20:39:12"
"Medical Incident	 18:48:25	 18:50:49"
"Traffic Collision	 11:06:00	 11:06:00"
"Medical Incident	 12:01:33	 12:02:42"
"Medical Incident	 23:55:40	 23:56:54"
"Medical Incident	 15:45:04	 15:47:12"
"Medical Incident	 23:38:34	 23:39:33"
"Medical Incident	 23:09:16	 23:13:22"
"Medical Incident	 15:36:28	 15:39:23"
"Medical Incident	 00:04:11	 00:07:59"
"Medical Incident	 05:12:37	 05:42:26"
"Medical Incident	 13:41:13	 13:44:08"
"Medical Incident	 12:04:17	 12:06:17"
"Alarms	 10:45:04	 10:47:19"
"Structure Fire	 09:14:37	 09:15:08"
"Medical Incident	 21:49:33	 21:50:28"
"Medical Incident	 21:13:45	 21:16:34"
"Medical Incident	 02:49:07	 02:52:47"
"Structure Fire	 06:35:30	 06:36:27"
"Medical Incident	 18:12:00	 18:12:54"
"Alarms	 20:08:51	 20:12:06"
"Medical Incident	 16:54:18	 16:58:47"
"Medical Incident	 06:08:17	 06:10:45"
"Medical Incident	 01:45:39	 01:46:38"
"Medical Incident	 20:24:23	 20:24:49"
"Medical Incident	 19:58:03	 19:59:03"
"Medical Incident	 11:48:37	 11:50:14"
"Medical Incident	 11:48:37	 11:50:14"
"Structure Fire	 17:26:37	 17:29:31"
"Alarms	 18:04:59	 18:06:29"
"Medical Incident	 11:34:55	 11:37:26"
"Medical Incident	 00:26:08	 00:27:47"
"Medical Incident	 11:51:43	 12:00:21"
"Medical Incident	 12:52:19	 12:53:01"
"Outside Fire	 20:01:20	 20:04:59"
"Medical Incident	 22:54:53	 22:56:08"
"Medical Incident	 22:35:12	 22:38:01"
"Medical Incident	 17:27:00	 17:31:59"
"Medical Incident	 01:41:42	 01:43:03"
"Medical Incident	 12:04:22	 12:08:18"
"Other	 11:14:19	 11:14:30"
"Medical Incident	 22:03:15	 22:04:07"
"Medical Incident	 10:26:18	 10:30:18"
"Medical Incident	 13:55:41	 14:00:18"
"Medical Incident	 05:15:54	 05:17:33"
"Citizen Assist / Service Call	 21:39:13	 21:42:20"
"Structure Fire	 10:40:17	 10:41:28"
"Medical Incident	 21:51:19	 21:52:39"
"Structure Fire	 23:59:52	 00:03:31"
"Medical Incident	 11:15:26	 11:17:15"
"Medical Incident	 01:17:23	 01:18:24"
"Medical Incident	 16:17:09	 16:18:50"
"Medical Incident	 01:57:00	 02:02:33"
"Medical Incident	 09:05:56	 09:08:44"
"Structure Fire	 06:08:56	 06:12:40"
"Medical Incident	 13:50:17	 13:52:33"
"Medical Incident	 09:52:20	 09:53:31"
"Structure Fire	 21:44:38	 21:45:28"
"Alarms	 21:24:31	 21:26:20"
"Structure Fire	 04:07:00	 04:07:08"
"Medical Incident	 14:47:48	 14:49:33"
"Medical Incident	 17:50:50	 17:52:09"
"Medical Incident	 18:57:18	 19:40:48"
"Outside Fire	 06:51:16	 06:54:40"
"Alarms	 13:11:24	 13:13:09"
"Medical Incident	 09:14:05	 09:15:29"
"Medical Incident	 16:07:54	 16:08:34"
"Structure Fire	 16:19:46	 16:20:55"
"Outside Fire	 21:40:37	 21:41:38"
"Outside Fire	 19:31:35	 19:32:04"
"Alarms	 08:06:37	 08:07:35"
"Structure Fire	 10:06:59	 10:10:31"
"Medical Incident	 11:38:07	 11:41:32"
"Elevator / Escalator Rescue	 11:07:58	 11:09:39"
"Medical Incident	 00:39:02	 00:40:18"
"Medical Incident	 14:58:24	 15:00:10"
"Medical Incident	 19:26:47	 19:28:08"
"Structure Fire	 06:08:56	 06:12:40"
"Medical Incident	 03:53:23	 03:54:52"
"Structure Fire	 10:40:17	 10:41:28"
"Medical Incident	 19:11:54	 19:13:41"
"Medical Incident	 02:09:35	 02:12:27"
"Medical Incident	 22:33:06	 22:38:28"
"Medical Incident	 20:07:27	 20:09:23"
"Medical Incident	 01:25:22	 01:27:41"
"Medical Incident	 07:07:27	 07:07:45"
"Alarms	 12:22:33	 12:24:01"
"Medical Incident	 18:44:03	 18:45:44"
"Medical Incident	 09:05:54	 09:07:44"
"Medical Incident	 19:28:12	 19:29:36"
"Medical Incident	 16:37:41	 16:40:02"
"Medical Incident	 16:17:09	 16:18:07"
"Medical Incident	 14:22:14	 14:24:25"
"Medical Incident	 01:52:14	 01:56:47"
"Alarms	 05:03:00	 05:05:16"
"Medical Incident	 09:50:43	 09:52:49"
"Medical Incident	 18:36:09	 18:39:17"
"Medical Incident	 22:19:20	 22:23:29"
"Medical Incident	 13:55:41	 13:57:12"
"Medical Incident	 09:50:43	 09:52:49"
"Structure Fire	 15:46:23	 15:46:54"
"Medical Incident	 14:01:46	 14:05:34"
"Structure Fire	 10:06:59	 10:08:19"
"Medical Incident	 11:33:39	 11:34:28"
"Alarms	 21:57:57	 22:01:03"
"Medical Incident	 06:41:11	 06:45:01"
"Medical Incident	 16:40:07	 16:47:08"
"Structure Fire	 23:59:52	 00:03:31"
"Medical Incident	 19:10:22	 19:11:58"
"Medical Incident	 09:16:37	 09:21:05"
"Medical Incident	 09:15:26	 09:17:22"
"Alarms	 22:11:16	 22:13:38"
"Structure Fire	 10:06:59	 10:08:19"
"Structure Fire	 10:06:59	 10:09:41"
"Medical Incident	 08:48:48	 08:50:50"
"Medical Incident	 10:08:07	 10:09:43"
"Medical Incident	 04:35:22	 04:37:41"
"Medical Incident	 01:54:29	 01:57:39"
"Medical Incident	 20:07:27	 20:09:23"
"Alarms	 23:23:51	 23:26:12"
"Medical Incident	 11:44:37	 11:46:52"
"Medical Incident	 12:11:31	 12:16:32"
"Medical Incident	 16:04:28	 16:07:14"
"Medical Incident	 21:23:02	 21:24:50"
"Structure Fire	 17:22:53	 17:24:29"
"Medical Incident	 08:51:49	 08:52:19"
"Alarms	 16:29:55	 16:32:03"
"Medical Incident	 19:17:10	 19:18:53"
"Alarms	 00:32:06	 00:34:33"
"Medical Incident	 18:57:14	 18:58:15"
"Outside Fire	 03:06:49	 03:08:49"
"Medical Incident	 16:33:42	 16:33:57"
"Medical Incident	 14:24:05	 14:25:34"
"Medical Incident	 16:29:11	 17:04:44"
"Medical Incident	 01:02:26	 01:04:46"
"Outside Fire	 06:51:16	 06:54:40"
"Traffic Collision	 13:05:56	 13:06:37"
"Structure Fire	 17:22:53	 17:24:29"
"Medical Incident	 10:42:12	 10:43:01"
"Medical Incident	 11:38:07	 11:41:32"
"Medical Incident	 14:30:58	 14:32:00"
"Alarms	 17:58:43	 18:00:17"
"Elevator / Escalator Rescue	 18:00:19	 18:01:36"
"Structure Fire	 10:38:09	 10:38:20"
"Alarms	 21:57:57	 22:01:03"
"Medical Incident	 00:16:47	 00:28:02"
"Medical Incident	 13:08:10	 13:11:47"
"Medical Incident	 20:11:30	 20:13:22"
"Medical Incident	 22:21:03	 22:24:26"
"Medical Incident	 19:49:50	 19:50:18"
"Structure Fire	 06:08:56	 06:12:40"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Medical Incident	 02:20:50	 02:21:58"
"Elevator / Escalator Rescue	 16:02:04	 16:03:41"
"Structure Fire	 10:56:36	 10:57:21"
"Medical Incident	 13:47:36	 13:54:27"
"Vehicle Fire	 02:15:55	 02:17:19"
"Medical Incident	 19:22:40	 19:29:19"
"Medical Incident	 10:59:17	 11:03:43"
"Elevator / Escalator Rescue	 21:27:21	 21:29:04"
"Other	 01:17:54	 01:21:01"
"Medical Incident	 04:54:51	 04:58:38"
"Medical Incident	 15:38:56	 15:41:32"
"Medical Incident	 20:04:49	 20:05:26"
"Medical Incident	 18:52:21	 18:54:42"
"Medical Incident	 10:36:16	 10:37:09"
"Gas Leak (Natural and LP Gases)	 12:39:19	 12:42:39"
"Medical Incident	 09:53:45	 09:55:45"
"Medical Incident	 19:49:50	 19:50:18"
"Medical Incident	 20:12:17	 20:17:00"
"Medical Incident	 11:15:26	 11:17:15"
"Medical Incident	 05:53:24	 05:54:38"
"Structure Fire	 10:06:59	 10:10:31"
"Structure Fire	 22:25:56	 22:26:26"
"Alarms	 13:11:36	 13:13:53"
"Medical Incident	 00:41:18	 00:43:38"
"Medical Incident	 19:26:56	 19:31:14"
"Medical Incident	 04:58:48	 05:04:07"
"Medical Incident	 18:57:14	 18:58:15"
"Alarms	 21:07:23	 21:08:39"
"Alarms	 16:29:55	 16:32:03"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Medical Incident	 20:04:49	 20:05:26"
"Medical Incident	 12:00:59	 12:03:01"
"Medical Incident	 09:07:57	 09:09:06"
"Medical Incident	 17:27:00	 17:30:20"
"Structure Fire	 04:07:00	 04:07:08"
"Medical Incident	 17:02:06	 17:04:50"
"Medical Incident	 22:56:02	 22:56:55"
"Medical Incident	 19:22:40	 19:26:23"
"Medical Incident	 01:01:57	 01:02:38"
"Medical Incident	 23:31:19	 23:39:06"
"Medical Incident	 09:07:57	 09:09:06"
"Medical Incident	 18:57:18	 19:44:25"
"Structure Fire	 10:06:59	 10:08:19"
"Medical Incident	 02:20:50	 02:21:58"
"Medical Incident	 13:55:46	 13:58:02"
"Medical Incident	 01:48:40	 01:51:41"
"Medical Incident	 23:38:50	 23:41:09"
"Medical Incident	 17:31:18	 17:34:57"
"Medical Incident	 08:50:26	 08:51:37"
"Medical Incident	 20:31:30	 20:34:11"
"Medical Incident	 22:13:00	 22:14:50"
"Medical Incident	 02:21:54	 02:23:30"
"Medical Incident	 21:47:17	 21:50:58"
"Medical Incident	 16:29:54	 16:31:10"
"Medical Incident	 17:55:30	 17:58:17"
"Medical Incident	 18:23:22	 18:24:54"
"Medical Incident	 04:41:29	 04:43:11"
"Medical Incident	 10:49:52	 10:51:10"
"Medical Incident	 14:44:04	 14:46:13"
"Medical Incident	 18:48:30	 18:52:49"
"Structure Fire	 23:59:52	 00:03:31"
"Medical Incident	 16:24:46	 16:26:37"
"Medical Incident	 13:38:14	 13:41:00"
"Structure Fire	 11:46:57	 11:47:15"
"Structure Fire	 17:22:53	 17:24:29"
"Medical Incident	 12:39:25	 12:41:08"
"Other	 07:52:04	 07:52:24"
"Medical Incident	 02:02:43	 02:11:13"
"Alarms	 11:40:46	 11:42:07"
"Alarms	 12:22:33	 12:24:01"
"Alarms	 22:26:12	 22:28:18"
"Medical Incident	 17:55:29	 17:58:45"
"Medical Incident	 21:35:03	 21:35:18"
"Medical Incident	 20:10:03	 20:12:30"
"Other	 11:59:55	 11:59:55"
"Medical Incident	 02:16:27	 02:20:11"
"Medical Incident	 23:15:33	 23:16:47"
"Medical Incident	 14:09:15	 14:11:06"
"Medical Incident	 14:06:26	 14:07:05"
"Medical Incident	 20:57:55	 21:00:20"
"Medical Incident	 01:01:57	 01:02:38"
"Medical Incident	 10:14:03	 10:17:08"
"Medical Incident	 12:11:31	 12:16:32"
"Medical Incident	 12:57:10	 12:57:39"
"Medical Incident	 16:24:46	 16:30:30"
"Medical Incident	 12:43:27	 12:47:49"
"Medical Incident	 11:48:33	 12:05:07"
"Medical Incident	 10:38:05	 10:40:12"
"Structure Fire	 06:08:56	 06:12:40"
"Alarms	 08:06:37	 08:07:35"
"Medical Incident	 19:28:12	 19:29:36"
"Medical Incident	 11:48:33	 11:51:31"
"Medical Incident	 02:56:20	 03:00:20"
"Traffic Collision	 01:55:08	 01:55:31"
"Medical Incident	 19:32:39	 19:35:49"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Medical Incident	 22:13:00	 22:14:16"
"Medical Incident	 20:57:55	 21:00:20"
"Structure Fire	 15:03:52	 15:04:06"
"Medical Incident	 21:41:43	 21:44:06"
"Medical Incident	 09:33:04	 09:35:24"
"Medical Incident	 22:03:15	 22:04:07"
"Medical Incident	 12:46:22	 12:49:29"
"Medical Incident	 21:29:04	 21:30:49"
"Medical Incident	 19:45:48	 19:49:07"
"Medical Incident	 14:47:48	 14:49:33"
"Medical Incident	 00:06:59	 00:08:44"
"Medical Incident	 20:24:06	 20:26:18"
"Medical Incident	 18:44:03	 18:45:44"
"Medical Incident	 13:47:36	 13:54:27"
"Medical Incident	 04:35:22	 04:37:41"
"Medical Incident	 09:15:26	 09:17:22"
"Medical Incident	 00:16:47	 00:28:02"
"Alarms	 22:11:16	 22:13:38"
"Medical Incident	 10:36:49	 10:43:55"
"Medical Incident	 22:24:27	 22:27:46"
"Medical Incident	 23:31:19	 23:34:50"
"Medical Incident	 16:40:07	 16:47:08"
"Outside Fire	 15:42:44	 15:43:27"
"Structure Fire	 18:04:43	 18:04:58"
"Medical Incident	 22:19:20	 22:23:29"
"Structure Fire	 10:06:59	 10:08:19"
"Alarms	 12:05:41	 12:07:06"
"Medical Incident	 18:40:20	 18:40:34"
"Medical Incident	 15:20:44	 15:21:55"
"Vehicle Fire	 02:15:55	 02:17:19"
"Elevator / Escalator Rescue	 17:22:40	 17:25:32"
"Alarms	 21:57:57	 22:01:03"
"Citizen Assist / Service Call	 22:08:13	 22:11:02"
"Structure Fire	 15:03:52	 15:04:06"
"Medical Incident	 17:16:55	 17:20:50"
"Medical Incident	 11:00:26	 11:01:30"
"Medical Incident	 13:04:36	 13:05:00"
"Other	 12:38:14	 12:39:05"
"Medical Incident	 14:04:36	 14:08:05"
"Medical Incident	 18:57:18	 19:00:35"
"Medical Incident	 05:15:54	 05:17:33"
"Medical Incident	 10:49:52	 10:51:10"
"Medical Incident	 20:31:30	 20:34:11"
"Medical Incident	 01:00:14	 01:04:01"
"Medical Incident	 12:26:21	 12:27:54"
"Medical Incident	 18:48:25	 18:50:40"
"Medical Incident	 02:51:42	 02:52:00"
"Medical Incident	 10:07:59	 10:15:31"
"Medical Incident	 09:22:58	 09:24:45"
"Medical Incident	 11:02:19	 11:03:20"
"Medical Incident	 23:32:47	 23:36:11"
"Structure Fire	 10:06:59	 10:08:19"
"Medical Incident	 03:36:29	 03:38:47"
"Other	 04:10:01	 04:10:16"
"Medical Incident	 19:26:47	 19:28:08"
"Medical Incident	 01:25:22	 01:27:41"
"Medical Incident	 11:47:46	 11:49:57"
"Medical Incident	 20:04:49	 20:05:26"
"Structure Fire	 17:22:53	 17:24:29"
"Medical Incident	 04:28:55	 04:30:20"
"Medical Incident	 00:39:02	 00:40:18"
"Medical Incident	 15:08:44	 15:11:06"
"Medical Incident	 00:41:18	 00:43:38"
"Medical Incident	 20:24:06	 20:26:18"
"Medical Incident	 04:35:22	 04:38:23"
"Alarms	 11:40:46	 11:42:07"
"Medical Incident	 20:38:20	 20:42:19"
"Vehicle Fire	 02:15:55	 02:17:19"
"Medical Incident	 10:49:52	 10:51:10"
"Medical Incident	 13:00:18	 13:02:34"
"Medical Incident	 22:56:02	 22:56:55"
"Medical Incident	 20:03:33	 20:08:18"
"Medical Incident	 09:44:14	 09:47:46"
"Medical Incident	 20:56:52	 20:59:42"
"Medical Incident	 09:14:05	 09:15:29"
"Traffic Collision	 13:42:07	 13:42:22"
"Alarms	 15:26:39	 15:29:23"
"Medical Incident	 03:21:53	 03:24:52"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Structure Fire	 15:46:23	 15:46:54"
"Medical Incident	 13:00:18	 13:05:46"
"Medical Incident	 00:06:59	 00:08:44"
"Medical Incident	 14:58:24	 15:00:10"
"Medical Incident	 11:33:02	 11:35:10"
"Medical Incident	 05:43:16	 05:44:00"
"Medical Incident	 19:26:47	 19:29:19"
"Traffic Collision	 13:42:07	 13:42:22"
"Medical Incident	 15:25:58	 15:27:19"
"Medical Incident	 01:54:29	 01:57:39"
"Medical Incident	 00:39:02	 00:40:18"
"Structure Fire	 10:40:17	 10:41:28"
"Traffic Collision	 21:03:43	 21:06:18"
"Medical Incident	 02:31:00	 02:33:14"
"Medical Incident	 01:41:42	 01:43:03"
"Medical Incident	 20:10:16	 20:14:01"
"Outside Fire	 15:20:51	 15:21:12"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Alarms	 00:32:06	 00:34:33"
"Medical Incident	 03:11:53	 03:15:43"
"Medical Incident	 07:29:58	 07:32:19"
"Structure Fire	 23:59:52	 00:03:31"
"Structure Fire	 18:04:43	 18:04:58"
"Alarms	 13:11:24	 13:13:09"
"Elevator / Escalator Rescue	 14:54:58	 14:56:33"
"Alarms	 23:23:51	 23:26:12"
"Alarms	 15:26:39	 15:29:23"
"Medical Incident	 10:14:03	 10:17:08"
"Alarms	 06:26:19	 06:28:12"
"Traffic Collision	 10:57:29	 10:57:59"
"Vehicle Fire	 02:14:06	 02:16:38"
"Medical Incident	 05:53:24	 05:54:38"
"Medical Incident	 09:05:54	 09:07:44"
"Medical Incident	 04:41:29	 04:43:11"
"Medical Incident	 02:09:35	 02:12:27"
"Alarms	 05:03:00	 05:05:16"
"Medical Incident	 20:31:30	 20:34:53"
"Medical Incident	 16:43:17	 16:44:09"
"Medical Incident	 13:00:18	 13:02:34"
"Structure Fire	 06:08:56	 06:12:40"
"Structure Fire	 06:08:56	 06:12:40"
"Medical Incident	 20:38:20	 20:42:19"
"Medical Incident	 15:49:41	 15:52:48"
"Medical Incident	 22:20:39	 22:25:01"
"Medical Incident	 04:54:51	 04:58:38"
"Structure Fire	 23:59:52	 00:03:31"
"Medical Incident	 10:59:17	 11:03:43"
"Medical Incident	 19:22:40	 19:30:36"
"Medical Incident	 23:10:59	 23:13:28"
"Medical Incident	 02:51:42	 02:52:00"
"Medical Incident	 03:26:04	 03:29:57"
"Medical Incident	 21:14:29	 21:15:55"
"Medical Incident	 20:13:50	 20:15:11"
"Medical Incident	 01:25:51	 01:29:21"
"Medical Incident	 00:39:02	 00:41:04"
"Medical Incident	 11:48:33	 12:06:47"
"Traffic Collision	 13:05:56	 13:06:37"
"Medical Incident	 15:20:32	 15:22:39"
"Medical Incident	 06:10:10	 06:11:36"
"Medical Incident	 08:25:07	 08:26:59"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Medical Incident	 06:55:15	 06:56:27"
"Medical Incident	 12:39:25	 12:41:08"
"Medical Incident	 19:10:22	 19:11:58"
"Medical Incident	 21:47:17	 21:47:35"
"Medical Incident	 03:11:53	 03:15:43"
"Medical Incident	 11:48:33	 11:48:57"
"Medical Incident	 16:29:54	 16:31:10"
"Medical Incident	 20:23:04	 20:29:09"
"Alarms	 14:08:04	 14:09:23"
"Alarms	 22:26:12	 22:28:18"
"Structure Fire	 17:22:53	 17:24:29"
"Medical Incident	 15:44:46	 15:46:31"
"Traffic Collision	 01:55:08	 01:55:31"
"Medical Incident	 01:03:41	 01:06:03"
"Medical Incident	 15:20:32	 15:24:02"
"Medical Incident	 01:01:57	 01:02:38"
"Train / Rail Incident	 04:39:51	 05:02:17"
"Medical Incident	 12:39:25	 12:41:08"
