,call_type,received_timestamp,disptach_timestamp,dispatch_time
8065,Medical Incident,0 days 17:14:44.000000000,0 days 17:16:55.000000000,0 days 00:02:11.000000000
8066,Medical Incident,0 days 11:29:41.000000000,0 days 11:29:57.000000000,0 days 00:00:16.000000000
8067,Gas Leak (Natural and LP Gases),0 days 13:21:59.000000000,0 days 13:24:13.000000000,0 days 00:02:14.000000000
8068,Traffic Collision,0 days 18:42:56.000000000,0 days 18:43:27.000000000,0 days 00:00:31.000000000
8069,Vehicle Fire,0 days 18:39:53.000000000,0 days 18:41:27.000000000,0 days 00:01:34.000000000
8070,Medical Incident,0 days 12:54:32.000000000,0 days 12:58:12.000000000,0 days 00:03:40.000000000
8071,Medical Incident,0 days 09:47:13.000000000,0 days 09:47:13.000000000,0 days 00:00:00.000000000
8072,Medical Incident,0 days 20:04:53.000000000,0 days 20:07:48.000000000,0 days 00:02:55.000000000
8073,Medical Incident,0 days 08:03:20.000000000,0 days 08:08:38.000000000,0 days 00:05:18.000000000
8074,Medical Incident,0 days 15:01:23.000000000,0 days 15:05:49.000000000,0 days 00:04:26.000000000
8075,Medical Incident,0 days 18:00:44.000000000,0 days 18:41:40.000000000,0 days 00:40:56.000000000
8076,Alarms,0 days 10:00:00.000000000,0 days 10:02:12.000000000,0 days 00:02:12.000000000
8077,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000
8078,Alarms,0 days 10:00:00.000000000,0 days 10:02:12.000000000,0 days 00:02:12.000000000
8079,Alarms,0 days 15:05:48.000000000,0 days 15:07:10.000000000,0 days 00:01:22.000000000
8080,Alarms,0 days 19:48:36.000000000,0 days 19:50:57.000000000,0 days 00:02:21.000000000
8081,Medical Incident,0 days 21:03:50.000000000,0 days 21:05:56.000000000,0 days 00:02:06.000000000
8082,Medical Incident,0 days 23:55:40.000000000,0 days 23:59:46.000000000,0 days 00:04:06.000000000
8083,Medical Incident,0 days 13:06:35.000000000,0 days 13:11:08.000000000,0 days 00:04:33.000000000
8084,Structure Fire,0 days 11:05:36.000000000,0 days 11:09:28.000000000,0 days 00:03:52.000000000
8085,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000
8086,Medical Incident,0 days 14:03:40.000000000,0 days 14:04:00.000000000,0 days 00:00:20.000000000
8087,Medical Incident,0 days 17:22:27.000000000,0 days 17:23:14.000000000,0 days 00:00:47.000000000
8088,Gas Leak (Natural and LP Gases),0 days 12:14:33.000000000,0 days 12:16:49.000000000,0 days 00:02:16.000000000
8089,Medical Incident,0 days 23:48:04.000000000,0 days 23:50:28.000000000,0 days 00:02:24.000000000
8090,Traffic Collision,0 days 14:32:18.000000000,0 days 14:33:22.000000000,0 days 00:01:04.000000000
8091,Medical Incident,0 days 01:58:28.000000000,0 days 01:59:26.000000000,0 days 00:00:58.000000000
8092,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000
8093,Medical Incident,0 days 00:14:56.000000000,0 days 00:22:42.000000000,0 days 00:07:46.000000000
8094,Medical Incident,0 days 18:19:21.000000000,0 days 18:19:36.000000000,0 days 00:00:15.000000000
8095,Other,0 days 06:44:20.000000000,0 days 06:44:56.000000000,0 days 00:00:36.000000000
8096,Medical Incident,0 days 17:30:44.000000000,0 days 17:32:31.000000000,0 days 00:01:47.000000000
8097,Medical Incident,0 days 22:54:51.000000000,0 days 22:58:12.000000000,0 days 00:03:21.000000000
8098,Medical Incident,0 days 12:41:04.000000000,0 days 12:43:44.000000000,0 days 00:02:40.000000000
8099,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000
8100,Medical Incident,0 days 23:42:01.000000000,0 days 23:43:44.000000000,0 days 00:01:43.000000000
8101,Medical Incident,0 days 00:34:19.000000000,0 days 00:37:50.000000000,0 days 00:03:31.000000000
8102,Medical Incident,0 days 02:46:51.000000000,0 days 02:48:32.000000000,0 days 00:01:41.000000000
8103,Medical Incident,0 days 16:07:40.000000000,0 days 16:10:03.000000000,0 days 00:02:23.000000000
8104,Medical Incident,0 days 19:18:12.000000000,0 days 19:18:50.000000000,0 days 00:00:38.000000000
8105,Alarms,0 days 08:22:16.000000000,0 days 08:23:54.000000000,0 days 00:01:38.000000000
8106,Medical Incident,0 days 10:19:15.000000000,0 days 10:22:04.000000000,0 days 00:02:49.000000000
8107,Alarms,0 days 14:24:19.000000000,0 days 14:26:28.000000000,0 days 00:02:09.000000000
8108,Medical Incident,0 days 16:07:40.000000000,0 days 16:10:03.000000000,0 days 00:02:23.000000000
8109,Alarms,0 days 16:38:47.000000000,0 days 16:40:44.000000000,0 days 00:01:57.000000000
8110,Medical Incident,0 days 03:55:19.000000000,0 days 03:56:50.000000000,0 days 00:01:31.000000000
8111,Medical Incident,0 days 22:54:51.000000000,0 days 22:58:12.000000000,0 days 00:03:21.000000000
8112,Other,0 days 11:38:01.000000000,0 days 11:38:19.000000000,0 days 00:00:18.000000000
8113,Outside Fire,0 days 19:40:51.000000000,0 days 19:43:55.000000000,0 days 00:03:04.000000000
8114,Medical Incident,0 days 19:58:03.000000000,0 days 20:01:37.000000000,0 days 00:03:34.000000000
8115,Medical Incident,0 days 10:00:29.000000000,0 days 10:04:31.000000000,0 days 00:04:02.000000000
8116,Medical Incident,0 days 09:45:17.000000000,0 days 09:46:05.000000000,0 days 00:00:48.000000000
8117,Alarms,0 days 08:22:16.000000000,0 days 08:23:54.000000000,0 days 00:01:38.000000000
8118,Medical Incident,0 days 08:11:35.000000000,0 days 08:13:41.000000000,0 days 00:02:06.000000000
8119,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000
8120,Medical Incident,0 days 20:50:43.000000000,0 days 20:52:57.000000000,0 days 00:02:14.000000000
8121,Medical Incident,0 days 08:10:46.000000000,0 days 08:11:59.000000000,0 days 00:01:13.000000000
8122,Medical Incident,0 days 17:14:16.000000000,0 days 17:16:10.000000000,0 days 00:01:54.000000000
8123,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000
8124,Structure Fire,0 days 20:40:06.000000000,0 days 20:40:53.000000000,0 days 00:00:47.000000000
8125,Medical Incident,0 days 18:27:32.000000000,0 days 18:29:20.000000000,0 days 00:01:48.000000000
8126,Medical Incident,0 days 05:30:13.000000000,0 days 05:31:18.000000000,0 days 00:01:05.000000000
8127,Medical Incident,0 days 06:56:35.000000000,0 days 06:57:07.000000000,0 days 00:00:32.000000000
8128,Medical Incident,0 days 19:53:11.000000000,0 days 19:55:29.000000000,0 days 00:02:18.000000000
8129,Alarms,0 days 20:55:30.000000000,0 days 20:59:14.000000000,0 days 00:03:44.000000000
8130,Medical Incident,0 days 00:39:27.000000000,0 days 00:40:54.000000000,0 days 00:01:27.000000000
8131,Medical Incident,0 days 12:48:48.000000000,0 days 12:51:10.000000000,0 days 00:02:22.000000000
8132,Outside Fire,0 days 19:35:12.000000000,0 days 19:38:00.000000000,0 days 00:02:48.000000000
8133,Alarms,0 days 19:50:35.000000000,0 days 19:52:34.000000000,0 days 00:01:59.000000000
8134,Medical Incident,0 days 23:55:40.000000000,0 days 23:57:23.000000000,0 days 00:01:43.000000000
8135,Medical Incident,0 days 11:46:18.000000000,0 days 11:51:17.000000000,0 days 00:04:59.000000000
8136,Medical Incident,0 days 15:36:28.000000000,0 days 15:39:23.000000000,0 days 00:02:55.000000000
8137,Alarms,0 days 12:04:00.000000000,0 days 12:06:52.000000000,0 days 00:02:52.000000000
8138,Medical Incident,0 days 10:50:32.000000000,0 days 11:19:26.000000000,0 days 00:28:54.000000000
8139,Alarms,0 days 07:47:53.000000000,0 days 07:49:57.000000000,0 days 00:02:04.000000000
8140,Alarms,0 days 16:50:40.000000000,0 days 16:51:55.000000000,0 days 00:01:15.000000000
8141,Medical Incident,0 days 23:38:34.000000000,0 days 23:39:33.000000000,0 days 00:00:59.000000000
8142,Medical Incident,0 days 09:47:13.000000000,0 days 09:47:24.000000000,0 days 00:00:11.000000000
8143,Medical Incident,0 days 22:53:39.000000000,0 days 23:13:27.000000000,0 days 00:19:48.000000000
8144,Alarms,0 days 21:02:12.000000000,0 days 21:05:16.000000000,0 days 00:03:04.000000000
8145,Medical Incident,0 days 03:08:20.000000000,0 days 03:10:20.000000000,0 days 00:02:00.000000000
8146,Structure Fire,0 days 12:14:37.000000000,0 days 12:17:25.000000000,0 days 00:02:48.000000000
8147,Medical Incident,0 days 16:19:45.000000000,0 days 16:21:04.000000000,0 days 00:01:19.000000000
8148,Medical Incident,0 days 18:48:25.000000000,0 days 18:50:49.000000000,0 days 00:02:24.000000000
8149,Medical Incident,0 days 21:05:03.000000000,0 days 21:06:47.000000000,0 days 00:01:44.000000000
8150,Alarms,0 days 10:30:53.000000000,0 days 10:31:59.000000000,0 days 00:01:06.000000000
8151,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000
8152,Outside Fire,0 days 20:51:08.000000000,0 days 20:53:35.000000000,0 days 00:02:27.000000000
8153,Medical Incident,0 days 20:11:03.000000000,0 days 20:11:41.000000000,0 days 00:00:38.000000000
8154,Medical Incident,0 days 01:13:51.000000000,0 days 01:16:24.000000000,0 days 00:02:33.000000000
8155,Medical Incident,0 days 11:45:52.000000000,0 days 11:58:04.000000000,0 days 00:12:12.000000000
8156,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000
8157,Medical Incident,0 days 10:27:49.000000000,0 days 10:35:21.000000000,0 days 00:07:32.000000000
8158,Alarms,0 days 02:00:02.000000000,0 days 02:03:02.000000000,0 days 00:03:00.000000000
8159,Medical Incident,0 days 22:53:39.000000000,0 days 22:55:28.000000000,0 days 00:01:49.000000000
8160,Alarms,0 days 15:04:23.000000000,0 days 15:04:43.000000000,0 days 00:00:20.000000000
8161,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000
8162,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000
8163,Medical Incident,0 days 11:53:22.000000000,0 days 11:54:52.000000000,0 days 00:01:30.000000000
8164,Medical Incident,0 days 21:13:45.000000000,0 days 21:16:34.000000000,0 days 00:02:49.000000000
8165,Structure Fire,0 days 09:14:37.000000000,0 days 09:15:08.000000000,0 days 00:00:31.000000000
8166,Alarms,0 days 12:04:00.000000000,0 days 12:06:52.000000000,0 days 00:02:52.000000000
8167,Alarms,0 days 02:00:02.000000000,0 days 02:03:02.000000000,0 days 00:03:00.000000000
8168,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000
8169,Medical Incident,0 days 13:37:33.000000000,0 days 13:39:14.000000000,0 days 00:01:41.000000000
8170,Medical Incident,0 days 00:54:07.000000000,0 days 00:55:32.000000000,0 days 00:01:25.000000000
8171,Medical Incident,0 days 02:11:12.000000000,0 days 02:14:00.000000000,0 days 00:02:48.000000000
8172,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000
8173,Medical Incident,0 days 10:38:26.000000000,0 days 10:40:21.000000000,0 days 00:01:55.000000000
8174,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000
8175,Medical Incident,0 days 20:55:17.000000000,0 days 20:57:35.000000000,0 days 00:02:18.000000000
8176,Medical Incident,0 days 04:42:48.000000000,0 days 04:44:27.000000000,0 days 00:01:39.000000000
8177,Medical Incident,0 days 16:57:52.000000000,0 days 17:03:24.000000000,0 days 00:05:32.000000000
8178,Medical Incident,0 days 17:26:11.000000000,0 days 17:26:38.000000000,0 days 00:00:27.000000000
8179,Medical Incident,0 days 02:33:31.000000000,0 days 02:36:53.000000000,0 days 00:03:22.000000000
8180,Medical Incident,0 days 23:09:46.000000000,0 days 23:11:13.000000000,0 days 00:01:27.000000000
8181,Medical Incident,0 days 23:48:04.000000000,0 days 23:50:28.000000000,0 days 00:02:24.000000000
8182,Medical Incident,0 days 23:09:16.000000000,0 days 23:13:22.000000000,0 days 00:04:06.000000000
8183,Alarms,0 days 15:30:29.000000000,0 days 15:32:16.000000000,0 days 00:01:47.000000000
8184,Medical Incident,0 days 07:59:29.000000000,0 days 08:01:06.000000000,0 days 00:01:37.000000000
8185,Medical Incident,0 days 21:51:03.000000000,0 days 21:53:26.000000000,0 days 00:02:23.000000000
8186,Medical Incident,0 days 15:47:09.000000000,0 days 15:47:37.000000000,0 days 00:00:28.000000000
8187,Traffic Collision,0 days 12:28:18.000000000,0 days 12:29:48.000000000,0 days 00:01:30.000000000
8188,Alarms,0 days 19:50:35.000000000,0 days 19:52:34.000000000,0 days 00:01:59.000000000
8189,Medical Incident,0 days 18:11:27.000000000,0 days 18:14:49.000000000,0 days 00:03:22.000000000
8190,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000
8191,Alarms,0 days 21:02:12.000000000,0 days 21:05:16.000000000,0 days 00:03:04.000000000
8192,Medical Incident,0 days 19:55:23.000000000,0 days 19:57:27.000000000,0 days 00:02:04.000000000
8193,Medical Incident,0 days 18:14:31.000000000,0 days 18:16:04.000000000,0 days 00:01:33.000000000
8194,Medical Incident,0 days 21:03:50.000000000,0 days 21:05:56.000000000,0 days 00:02:06.000000000
8195,Medical Incident,0 days 21:51:29.000000000,0 days 21:59:01.000000000,0 days 00:07:32.000000000
8196,Medical Incident,0 days 07:01:53.000000000,0 days 07:05:49.000000000,0 days 00:03:56.000000000
8197,Medical Incident,0 days 21:52:45.000000000,0 days 21:56:24.000000000,0 days 00:03:39.000000000
8198,Alarms,0 days 10:30:53.000000000,0 days 10:31:59.000000000,0 days 00:01:06.000000000
8199,Medical Incident,0 days 13:06:28.000000000,0 days 13:12:15.000000000,0 days 00:05:47.000000000
8200,Alarms,0 days 03:19:44.000000000,0 days 03:21:36.000000000,0 days 00:01:52.000000000
8201,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000
8202,Medical Incident,0 days 14:01:43.000000000,0 days 14:07:10.000000000,0 days 00:05:27.000000000
8203,Medical Incident,0 days 00:36:16.000000000,0 days 00:36:35.000000000,0 days 00:00:19.000000000
8204,Traffic Collision,0 days 12:42:23.000000000,0 days 12:43:16.000000000,0 days 00:00:53.000000000
8205,Medical Incident,0 days 12:54:38.000000000,0 days 12:58:57.000000000,0 days 00:04:19.000000000
8206,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000
8207,Medical Incident,0 days 22:50:39.000000000,0 days 22:54:42.000000000,0 days 00:04:03.000000000
8208,Medical Incident,0 days 23:09:46.000000000,0 days 23:11:13.000000000,0 days 00:01:27.000000000
8209,Medical Incident,0 days 06:37:26.000000000,0 days 06:41:11.000000000,0 days 00:03:45.000000000
8210,Medical Incident,0 days 11:24:27.000000000,0 days 11:27:47.000000000,0 days 00:03:20.000000000
8211,Medical Incident,0 days 17:22:27.000000000,0 days 17:23:50.000000000,0 days 00:01:23.000000000
8212,Structure Fire,0 days 23:10:14.000000000,0 days 23:12:37.000000000,0 days 00:02:23.000000000
8213,Structure Fire,0 days 11:05:36.000000000,0 days 11:06:44.000000000,0 days 00:01:08.000000000
8214,Medical Incident,0 days 18:41:40.000000000,0 days 18:42:52.000000000,0 days 00:01:12.000000000
8215,Medical Incident,0 days 14:30:13.000000000,0 days 14:30:49.000000000,0 days 00:00:36.000000000
8216,Alarms,0 days 16:18:36.000000000,0 days 16:20:26.000000000,0 days 00:01:50.000000000
8217,Medical Incident,0 days 12:53:11.000000000,0 days 12:55:55.000000000,0 days 00:02:44.000000000
8218,Structure Fire,0 days 04:14:59.000000000,0 days 04:15:24.000000000,0 days 00:00:25.000000000
8219,Medical Incident,0 days 13:29:11.000000000,0 days 13:32:15.000000000,0 days 00:03:04.000000000
8220,Medical Incident,0 days 15:01:23.000000000,0 days 15:05:49.000000000,0 days 00:04:26.000000000
8221,Traffic Collision,0 days 12:42:23.000000000,0 days 12:43:16.000000000,0 days 00:00:53.000000000
8222,Structure Fire,0 days 23:10:14.000000000,0 days 23:12:37.000000000,0 days 00:02:23.000000000
8223,Alarms,0 days 15:30:29.000000000,0 days 15:32:16.000000000,0 days 00:01:47.000000000
8224,Structure Fire,0 days 01:20:03.000000000,0 days 01:20:08.000000000,0 days 00:00:05.000000000
8225,Medical Incident,0 days 00:02:15.000000000,0 days 00:06:10.000000000,0 days 00:03:55.000000000
8226,Medical Incident,0 days 11:34:55.000000000,0 days 11:38:26.000000000,0 days 00:03:31.000000000
8227,Medical Incident,0 days 02:49:35.000000000,0 days 02:52:09.000000000,0 days 00:02:34.000000000
8228,Medical Incident,0 days 07:49:08.000000000,0 days 07:51:49.000000000,0 days 00:02:41.000000000
8229,Structure Fire,0 days 16:14:12.000000000,0 days 16:26:10.000000000,0 days 00:11:58.000000000
8230,Medical Incident,0 days 14:10:10.000000000,0 days 14:12:31.000000000,0 days 00:02:21.000000000
8231,Alarms,0 days 21:02:12.000000000,0 days 21:05:16.000000000,0 days 00:03:04.000000000
8232,Structure Fire,0 days 21:12:09.000000000,0 days 21:13:08.000000000,0 days 00:00:59.000000000
8233,Medical Incident,0 days 05:26:18.000000000,0 days 05:27:43.000000000,0 days 00:01:25.000000000
8234,Citizen Assist / Service Call,0 days 18:24:15.000000000,0 days 18:26:23.000000000,0 days 00:02:08.000000000
8235,Alarms,0 days 12:01:41.000000000,0 days 12:04:46.000000000,0 days 00:03:05.000000000
8236,Medical Incident,0 days 21:07:11.000000000,0 days 21:08:25.000000000,0 days 00:01:14.000000000
8237,Citizen Assist / Service Call,0 days 06:56:14.000000000,0 days 07:11:52.000000000,0 days 00:15:38.000000000
8238,Medical Incident,0 days 08:46:17.000000000,0 days 08:50:54.000000000,0 days 00:04:37.000000000
8239,Medical Incident,0 days 20:32:03.000000000,0 days 20:33:05.000000000,0 days 00:01:02.000000000
8240,Medical Incident,0 days 17:02:56.000000000,0 days 17:03:46.000000000,0 days 00:00:50.000000000
8241,Medical Incident,0 days 02:00:46.000000000,0 days 02:02:37.000000000,0 days 00:01:51.000000000
8242,Alarms,0 days 18:20:56.000000000,0 days 18:22:33.000000000,0 days 00:01:37.000000000
8243,Medical Incident,0 days 16:57:52.000000000,0 days 17:01:26.000000000,0 days 00:03:34.000000000
8244,Medical Incident,0 days 22:53:39.000000000,0 days 23:10:16.000000000,0 days 00:16:37.000000000
8245,Medical Incident,0 days 12:13:59.000000000,0 days 12:15:00.000000000,0 days 00:01:01.000000000
8246,Medical Incident,0 days 06:08:54.000000000,0 days 06:09:47.000000000,0 days 00:00:53.000000000
8247,Medical Incident,0 days 02:28:53.000000000,0 days 02:34:14.000000000,0 days 00:05:21.000000000
8248,Medical Incident,0 days 06:37:26.000000000,0 days 07:10:03.000000000,0 days 00:32:37.000000000
8249,Medical Incident,0 days 20:11:51.000000000,0 days 20:14:21.000000000,0 days 00:02:30.000000000
8250,Medical Incident,0 days 23:06:24.000000000,0 days 23:09:03.000000000,0 days 00:02:39.000000000
8251,Structure Fire,0 days 05:38:00.000000000,0 days 05:38:11.000000000,0 days 00:00:11.000000000
8252,Medical Incident,0 days 08:20:18.000000000,0 days 08:22:48.000000000,0 days 00:02:30.000000000
8253,Medical Incident,0 days 21:54:44.000000000,0 days 21:57:20.000000000,0 days 00:02:36.000000000
8254,Alarms,0 days 15:04:23.000000000,0 days 15:07:56.000000000,0 days 00:03:33.000000000
8255,Water Rescue,0 days 10:20:59.000000000,0 days 10:34:47.000000000,0 days 00:13:48.000000000
8256,Medical Incident,0 days 23:30:57.000000000,0 days 23:33:22.000000000,0 days 00:02:25.000000000
8257,Medical Incident,0 days 21:27:57.000000000,0 days 21:29:19.000000000,0 days 00:01:22.000000000
8258,Medical Incident,0 days 01:52:18.000000000,0 days 01:59:25.000000000,0 days 00:07:07.000000000
8259,Medical Incident,0 days 17:55:24.000000000,0 days 18:01:23.000000000,0 days 00:05:59.000000000
8260,Alarms,0 days 05:05:51.000000000,0 days 05:07:43.000000000,0 days 00:01:52.000000000
8261,Traffic Collision,0 days 12:54:17.000000000,0 days 12:57:39.000000000,0 days 00:03:22.000000000
8262,Medical Incident,0 days 22:23:19.000000000,0 days 22:23:34.000000000,0 days 00:00:15.000000000
8263,Alarms,0 days 15:30:29.000000000,0 days 15:32:16.000000000,0 days 00:01:47.000000000
8264,Medical Incident,0 days 10:50:32.000000000,0 days 10:50:50.000000000,0 days 00:00:18.000000000
8265,Alarms,0 days 15:04:23.000000000,0 days 15:04:43.000000000,0 days 00:00:20.000000000
8266,Alarms,0 days 19:10:25.000000000,0 days 19:12:53.000000000,0 days 00:02:28.000000000
8267,Medical Incident,0 days 16:34:10.000000000,0 days 16:35:28.000000000,0 days 00:01:18.000000000
8268,Alarms,0 days 06:34:29.000000000,0 days 06:37:55.000000000,0 days 00:03:26.000000000
8269,Medical Incident,0 days 09:11:47.000000000,0 days 09:13:40.000000000,0 days 00:01:53.000000000
8270,Medical Incident,0 days 03:25:20.000000000,0 days 03:25:58.000000000,0 days 00:00:38.000000000
8271,Medical Incident,0 days 20:49:35.000000000,0 days 20:49:53.000000000,0 days 00:00:18.000000000
8272,Medical Incident,0 days 10:11:03.000000000,0 days 10:13:07.000000000,0 days 00:02:04.000000000
8273,Medical Incident,0 days 22:29:42.000000000,0 days 22:30:01.000000000,0 days 00:00:19.000000000
8274,Structure Fire,0 days 09:38:43.000000000,0 days 09:38:55.000000000,0 days 00:00:12.000000000
8275,Medical Incident,0 days 10:43:51.000000000,0 days 10:46:36.000000000,0 days 00:02:45.000000000
8276,Alarms,0 days 16:50:40.000000000,0 days 16:51:55.000000000,0 days 00:01:15.000000000
8277,Medical Incident,0 days 15:16:48.000000000,0 days 15:17:46.000000000,0 days 00:00:58.000000000
8278,Medical Incident,0 days 15:11:14.000000000,0 days 15:11:38.000000000,0 days 00:00:24.000000000
8279,Medical Incident,0 days 02:28:53.000000000,0 days 02:47:55.000000000,0 days 00:19:02.000000000
8280,Medical Incident,0 days 16:52:33.000000000,0 days 16:57:39.000000000,0 days 00:05:06.000000000
8281,Medical Incident,0 days 00:15:57.000000000,0 days 00:17:53.000000000,0 days 00:01:56.000000000
8282,Medical Incident,0 days 17:55:24.000000000,0 days 17:57:08.000000000,0 days 00:01:44.000000000
8283,Medical Incident,0 days 09:56:19.000000000,0 days 09:59:30.000000000,0 days 00:03:11.000000000
8284,Medical Incident,0 days 03:03:57.000000000,0 days 03:06:50.000000000,0 days 00:02:53.000000000
8285,Structure Fire,0 days 16:02:14.000000000,0 days 16:02:25.000000000,0 days 00:00:11.000000000
8286,Water Rescue,0 days 10:20:59.000000000,0 days 10:23:16.000000000,0 days 00:02:17.000000000
8287,Medical Incident,0 days 07:26:48.000000000,0 days 07:29:47.000000000,0 days 00:02:59.000000000
8288,Medical Incident,0 days 00:00:53.000000000,0 days 00:02:48.000000000,0 days 00:01:55.000000000
8289,Medical Incident,0 days 23:06:24.000000000,0 days 23:09:03.000000000,0 days 00:02:39.000000000
8290,Medical Incident,0 days 14:46:04.000000000,0 days 16:35:47.000000000,0 days 01:49:43.000000000
8291,Medical Incident,0 days 14:17:48.000000000,0 days 14:18:17.000000000,0 days 00:00:29.000000000
8292,Medical Incident,0 days 14:30:13.000000000,0 days 14:30:49.000000000,0 days 00:00:36.000000000
8293,Medical Incident,0 days 22:22:40.000000000,0 days 22:25:07.000000000,0 days 00:02:27.000000000
8294,Medical Incident,0 days 00:47:01.000000000,0 days 00:48:54.000000000,0 days 00:01:53.000000000
8295,Medical Incident,0 days 10:14:14.000000000,0 days 10:14:47.000000000,0 days 00:00:33.000000000
8296,Medical Incident,0 days 06:08:54.000000000,0 days 06:09:47.000000000,0 days 00:00:53.000000000
8297,Medical Incident,0 days 10:54:48.000000000,0 days 10:56:47.000000000,0 days 00:01:59.000000000
8298,Medical Incident,0 days 17:06:17.000000000,0 days 17:08:10.000000000,0 days 00:01:53.000000000
8299,Medical Incident,0 days 10:11:03.000000000,0 days 10:13:07.000000000,0 days 00:02:04.000000000
8300,Medical Incident,0 days 10:24:39.000000000,0 days 10:28:26.000000000,0 days 00:03:47.000000000
8301,Medical Incident,0 days 13:01:26.000000000,0 days 13:02:53.000000000,0 days 00:01:27.000000000
8302,Alarms,0 days 18:30:26.000000000,0 days 18:38:25.000000000,0 days 00:07:59.000000000
8303,Medical Incident,0 days 09:45:23.000000000,0 days 09:48:35.000000000,0 days 00:03:12.000000000
8304,Medical Incident,0 days 10:43:51.000000000,0 days 10:46:36.000000000,0 days 00:02:45.000000000
8305,Alarms,0 days 16:53:47.000000000,0 days 16:55:54.000000000,0 days 00:02:07.000000000
8306,Structure Fire,0 days 09:02:10.000000000,0 days 09:02:19.000000000,0 days 00:00:09.000000000
8307,Medical Incident,0 days 14:25:57.000000000,0 days 14:27:20.000000000,0 days 00:01:23.000000000
8308,Medical Incident,0 days 17:55:24.000000000,0 days 17:57:08.000000000,0 days 00:01:44.000000000
8309,Medical Incident,0 days 09:00:41.000000000,0 days 09:03:03.000000000,0 days 00:02:22.000000000
8310,Medical Incident,0 days 16:19:47.000000000,0 days 16:21:39.000000000,0 days 00:01:52.000000000
8311,Medical Incident,0 days 15:01:23.000000000,0 days 15:09:04.000000000,0 days 00:07:41.000000000
8312,Alarms,0 days 10:45:04.000000000,0 days 10:47:19.000000000,0 days 00:02:15.000000000
8313,Medical Incident,0 days 03:33:20.000000000,0 days 03:34:24.000000000,0 days 00:01:04.000000000
8314,Medical Incident,0 days 17:32:58.000000000,0 days 17:34:09.000000000,0 days 00:01:11.000000000
8315,Medical Incident,0 days 11:51:43.000000000,0 days 11:52:43.000000000,0 days 00:01:00.000000000
8316,Structure Fire,0 days 09:38:43.000000000,0 days 09:38:55.000000000,0 days 00:00:12.000000000
8317,Medical Incident,0 days 19:38:21.000000000,0 days 19:43:17.000000000,0 days 00:04:56.000000000
8318,Structure Fire,0 days 17:26:37.000000000,0 days 17:29:31.000000000,0 days 00:02:54.000000000
8319,Alarms,0 days 02:00:02.000000000,0 days 02:03:02.000000000,0 days 00:03:00.000000000
8320,Medical Incident,0 days 11:29:41.000000000,0 days 11:29:57.000000000,0 days 00:00:16.000000000
8321,Structure Fire,0 days 06:35:30.000000000,0 days 06:36:27.000000000,0 days 00:00:57.000000000
8322,Medical Incident,0 days 22:40:32.000000000,0 days 22:41:20.000000000,0 days 00:00:48.000000000
8323,Structure Fire,0 days 16:14:12.000000000,0 days 16:16:22.000000000,0 days 00:02:10.000000000
8324,Medical Incident,0 days 08:16:29.000000000,0 days 08:17:36.000000000,0 days 00:01:07.000000000
8325,Alarms,0 days 19:48:36.000000000,0 days 19:50:57.000000000,0 days 00:02:21.000000000
8326,Alarms,0 days 08:25:59.000000000,0 days 08:28:48.000000000,0 days 00:02:49.000000000
8327,Structure Fire,0 days 13:07:10.000000000,0 days 13:08:38.000000000,0 days 00:01:28.000000000
8328,Medical Incident,0 days 09:59:06.000000000,0 days 10:00:33.000000000,0 days 00:01:27.000000000
8329,Medical Incident,0 days 00:53:57.000000000,0 days 00:54:26.000000000,0 days 00:00:29.000000000
8330,Other,0 days 06:44:20.000000000,0 days 06:44:56.000000000,0 days 00:00:36.000000000
8331,Medical Incident,0 days 02:03:31.000000000,0 days 02:05:56.000000000,0 days 00:02:25.000000000
8332,Gas Leak (Natural and LP Gases),0 days 12:14:33.000000000,0 days 12:16:49.000000000,0 days 00:02:16.000000000
8333,Medical Incident,0 days 03:49:51.000000000,0 days 03:51:05.000000000,0 days 00:01:14.000000000
