,call_type,received_timestamp
7176,Medical Incident,1/16/2018
7177,Medical Incident,1/16/2018
7178,Medical Incident,1/16/2018
7179,Medical Incident,1/16/2018
7180,Structure Fire,1/16/2018
7181,Medical Incident,1/16/2018
7182,Alarms,1/16/2018
7183,Structure Fire,1/16/2018
7184,Medical Incident,1/16/2018
7185,Medical Incident,1/16/2018
7186,Structure Fire,1/16/2018
7187,Medical Incident,1/16/2018
7188,Alarms,1/16/2018
7189,Structure Fire,1/16/2018
7190,Medical Incident,1/16/2018
7191,Other,1/16/2018
7192,Medical Incident,1/16/2018
7193,Structure Fire,1/16/2018
7194,Medical Incident,1/16/2018
7195,Structure Fire,1/16/2018
7196,Medical Incident,1/16/2018
7197,Medical Incident,1/16/2018
7198,Traffic Collision,1/16/2018
7199,Structure Fire,1/16/2018
7200,Medical Incident,1/16/2018
7201,Alarms,1/16/2018
7202,Medical Incident,1/16/2018
7203,Medical Incident,1/16/2018
7204,Medical Incident,1/16/2018
7205,Medical Incident,1/16/2018
7206,Medical Incident,1/16/2018
7207,Structure Fire,1/16/2018
7208,Medical Incident,1/16/2018
7209,Alarms,1/16/2018
7210,Medical Incident,1/16/2018
7211,Medical Incident,1/16/2018
7212,Medical Incident,1/16/2018
7213,Traffic Collision,1/16/2018
7214,Medical Incident,1/16/2018
7215,Medical Incident,1/16/2018
7216,Medical Incident,1/16/2018
7217,Medical Incident,1/16/2018
7218,Medical Incident,1/16/2018
7219,Medical Incident,1/16/2018
7220,Traffic Collision,1/16/2018
7221,Medical Incident,1/16/2018
7222,Medical Incident,1/16/2018
7223,Structure Fire,1/16/2018
7224,Alarms,1/16/2018
7225,Medical Incident,1/16/2018
7226,Structure Fire,1/16/2018
7227,Medical Incident,1/16/2018
7228,Medical Incident,1/16/2018
7229,Alarms,1/16/2018
7230,Medical Incident,1/16/2018
7231,Alarms,1/16/2018
7232,Alarms,1/16/2018
7233,Alarms,1/16/2018
7234,Citizen Assist / Service Call,1/16/2018
7235,Structure Fire,1/16/2018
7236,Medical Incident,1/16/2018
7237,Medical Incident,1/16/2018
7238,Alarms,1/16/2018
7239,Medical Incident,1/16/2018
7240,Medical Incident,1/16/2018
7241,Medical Incident,1/16/2018
7242,Medical Incident,1/16/2018
7243,Medical Incident,1/16/2018
7244,Medical Incident,1/16/2018
7245,Electrical Hazard,1/16/2018
7246,Medical Incident,1/16/2018
7247,Medical Incident,1/16/2018
7248,Medical Incident,1/16/2018
7249,Other,1/16/2018
7250,Medical Incident,1/16/2018
7251,Alarms,1/16/2018
7252,Medical Incident,1/16/2018
7253,Medical Incident,1/16/2018
7254,Medical Incident,1/16/2018
7255,Medical Incident,1/16/2018
7256,Alarms,1/16/2018
7257,Medical Incident,1/16/2018
7258,Medical Incident,1/16/2018
7259,Medical Incident,1/16/2018
7260,Medical Incident,1/16/2018
7261,Structure Fire,1/16/2018
7262,Medical Incident,1/16/2018
7263,Structure Fire,1/16/2018
7264,Structure Fire,1/16/2018
7265,Medical Incident,1/16/2018
7266,Medical Incident,1/16/2018
7267,Medical Incident,1/16/2018
7268,Medical Incident,1/16/2018
7269,Medical Incident,1/16/2018
7270,Medical Incident,1/16/2018
7271,Medical Incident,1/16/2018
7272,Medical Incident,1/16/2018
7273,Medical Incident,1/16/2018
7274,Medical Incident,1/16/2018
7275,Medical Incident,1/16/2018
7276,Medical Incident,1/16/2018
7277,Medical Incident,1/16/2018
7278,Medical Incident,1/16/2018
7279,Medical Incident,1/16/2018
7280,Medical Incident,1/16/2018
7281,Medical Incident,1/16/2018
7282,Structure Fire,1/16/2018
7283,Alarms,1/16/2018
7284,Gas Leak (Natural and LP Gases),1/16/2018
7285,Traffic Collision,1/16/2018
7286,Medical Incident,1/16/2018
7287,Medical Incident,1/16/2018
7288,Medical Incident,1/16/2018
7289,Medical Incident,1/16/2018
7290,Other,1/16/2018
7291,Medical Incident,1/16/2018
7292,Medical Incident,1/16/2018
7293,Medical Incident,1/16/2018
7294,Medical Incident,1/16/2018
7295,Medical Incident,1/16/2018
7296,Medical Incident,1/16/2018
7297,Alarms,1/16/2018
7298,Structure Fire,1/16/2018
7299,Medical Incident,1/16/2018
7300,Medical Incident,1/16/2018
7301,Medical Incident,1/16/2018
7302,Medical Incident,1/16/2018
7303,Structure Fire,1/16/2018
7304,Medical Incident,1/16/2018
7305,Structure Fire,1/16/2018
7306,Medical Incident,1/16/2018
7307,Medical Incident,1/16/2018
7308,Medical Incident,1/16/2018
7309,Medical Incident,1/16/2018
7310,Structure Fire,1/16/2018
7311,Medical Incident,1/16/2018
7312,Medical Incident,1/16/2018
7313,Medical Incident,1/16/2018
7314,Medical Incident,1/16/2018
7315,Medical Incident,1/16/2018
7316,Medical Incident,1/16/2018
7317,Medical Incident,1/16/2018
7318,Structure Fire,1/16/2018
7319,Medical Incident,1/16/2018
7320,Medical Incident,1/16/2018
7321,Medical Incident,1/16/2018
7322,Alarms,1/16/2018
7323,Structure Fire,1/16/2018
7324,Medical Incident,1/16/2018
7325,Medical Incident,1/16/2018
7326,Medical Incident,1/16/2018
7327,Medical Incident,1/16/2018
7328,Alarms,1/16/2018
7329,Medical Incident,1/16/2018
7330,Medical Incident,1/16/2018
7331,Structure Fire,1/16/2018
7332,Medical Incident,1/16/2018
7333,Medical Incident,1/16/2018
7334,Traffic Collision,1/16/2018
7335,Structure Fire,1/16/2018
7336,Alarms,1/16/2018
7337,Medical Incident,1/16/2018
7338,Structure Fire,1/16/2018
7339,Structure Fire,1/16/2018
7340,Medical Incident,1/16/2018
7341,Structure Fire,1/16/2018
7342,Medical Incident,1/16/2018
7343,Medical Incident,1/16/2018
7344,Medical Incident,1/16/2018
7345,Structure Fire,1/16/2018
7346,Alarms,1/16/2018
7347,Medical Incident,1/16/2018
7348,Medical Incident,1/16/2018
7349,Medical Incident,1/16/2018
7350,Structure Fire,1/16/2018
7351,Medical Incident,1/16/2018
7352,Medical Incident,1/16/2018
7353,Medical Incident,1/16/2018
7354,Structure Fire,1/16/2018
7355,Alarms,1/16/2018
7356,Medical Incident,1/16/2018
7357,Structure Fire,1/16/2018
7358,Structure Fire,1/16/2018
7359,Structure Fire,1/16/2018
7360,Structure Fire,1/16/2018
7361,Medical Incident,1/16/2018
7362,Medical Incident,1/16/2018
7363,Medical Incident,1/16/2018
7364,Medical Incident,1/16/2018
7365,Medical Incident,1/16/2018
7366,Medical Incident,1/16/2018
7367,Medical Incident,1/16/2018
7368,Medical Incident,1/16/2018
7369,Alarms,1/16/2018
7370,Alarms,1/16/2018
7371,Structure Fire,1/16/2018
7372,Medical Incident,1/16/2018
7373,Medical Incident,1/16/2018
7374,Medical Incident,1/16/2018
7375,Medical Incident,1/16/2018
7376,Medical Incident,1/16/2018
7377,Structure Fire,1/16/2018
7378,Medical Incident,1/16/2018
7379,Structure Fire,1/16/2018
7380,Alarms,1/16/2018
7381,Citizen Assist / Service Call,1/16/2018
7382,Medical Incident,1/16/2018
7383,Traffic Collision,1/16/2018
7384,Medical Incident,1/16/2018
7385,Alarms,1/16/2018
7386,Medical Incident,1/16/2018
7387,Structure Fire,1/16/2018
7388,Medical Incident,1/16/2018
7389,Medical Incident,1/16/2018
7390,Outside Fire,1/16/2018
7391,Alarms,1/16/2018
7392,Medical Incident,1/16/2018
7393,Alarms,1/16/2018
7394,Structure Fire,1/16/2018
7395,Medical Incident,1/16/2018
7396,Alarms,1/16/2018
7397,Medical Incident,1/16/2018
7398,Medical Incident,1/16/2018
7399,Medical Incident,1/16/2018
7400,Medical Incident,1/16/2018
7401,Medical Incident,1/16/2018
7402,Structure Fire,1/16/2018
7403,Structure Fire,1/16/2018
7404,Traffic Collision,1/16/2018
7405,Structure Fire,1/16/2018
7406,Alarms,1/16/2018
7407,Structure Fire,1/16/2018
7408,Medical Incident,1/16/2018
7409,Structure Fire,1/16/2018
7410,Medical Incident,1/16/2018
7411,Medical Incident,1/16/2018
7412,Alarms,1/16/2018
7413,Medical Incident,1/16/2018
7414,Medical Incident,1/16/2018
7415,Medical Incident,1/16/2018
7416,Medical Incident,1/16/2018
7417,Structure Fire,1/16/2018
7418,Smoke Investigation (Outside),1/16/2018
7419,Odor (Strange / Unknown),1/16/2018
7420,Medical Incident,1/16/2018
7421,Medical Incident,1/16/2018
7422,Medical Incident,1/16/2018
7423,Alarms,1/16/2018
7424,Medical Incident,1/16/2018
7425,Medical Incident,1/16/2018
7426,Medical Incident,1/16/2018
7427,Structure Fire,1/16/2018
7428,Alarms,1/16/2018
7429,Elevator / Escalator Rescue,1/16/2018
7430,Alarms,1/16/2018
7431,Medical Incident,1/16/2018
7432,Alarms,1/16/2018
7433,Medical Incident,1/16/2018
7434,Alarms,1/16/2018
7435,Medical Incident,1/16/2018
7436,Medical Incident,1/16/2018
7437,Gas Leak (Natural and LP Gases),1/16/2018
7438,Medical Incident,1/16/2018
7439,Medical Incident,1/16/2018
7440,Medical Incident,1/16/2018
7441,Traffic Collision,1/16/2018
7442,Medical Incident,1/16/2018
7443,Medical Incident,1/16/2018
7444,Medical Incident,1/16/2018
7445,Alarms,1/16/2018
7446,Medical Incident,1/16/2018
7447,Medical Incident,1/16/2018
7448,Medical Incident,1/16/2018
7449,Medical Incident,1/16/2018
7450,Medical Incident,1/16/2018
7451,Medical Incident,1/16/2018
7452,Alarms,1/16/2018
7453,Medical Incident,1/16/2018
7454,Medical Incident,1/16/2018
7455,Structure Fire,1/16/2018
7456,Medical Incident,1/16/2018
7457,Structure Fire,1/16/2018
7458,Medical Incident,1/16/2018
7459,Medical Incident,1/16/2018
7460,Alarms,1/16/2018
7461,Structure Fire,1/16/2018
7462,Medical Incident,1/16/2018
7463,Medical Incident,1/16/2018
7464,Medical Incident,1/16/2018
7465,Medical Incident,1/16/2018
7466,Medical Incident,1/16/2018
7467,Medical Incident,1/16/2018
7468,Alarms,1/16/2018
7469,Medical Incident,1/16/2018
7470,Medical Incident,1/16/2018
7471,Medical Incident,1/16/2018
7472,Structure Fire,1/16/2018
7473,Alarms,1/16/2018
7474,Medical Incident,1/16/2018
7475,Other,1/16/2018
7476,Medical Incident,1/16/2018
7477,Medical Incident,1/16/2018
7478,Medical Incident,1/16/2018
7479,Medical Incident,1/16/2018
7480,Medical Incident,1/16/2018
7481,Alarms,1/16/2018
7482,Structure Fire,1/16/2018
7483,Medical Incident,1/16/2018
7484,Alarms,1/16/2018
7485,Structure Fire,1/16/2018
7486,Fuel Spill,1/16/2018
7487,Alarms,1/15/2018
7488,Medical Incident,1/15/2018
7489,Medical Incident,1/15/2018
7490,Medical Incident,1/15/2018
7491,Medical Incident,1/15/2018
7492,Medical Incident,1/15/2018
7493,Medical Incident,1/15/2018
7494,Medical Incident,1/15/2018
7495,Medical Incident,1/15/2018
7496,Medical Incident,1/15/2018
7497,Medical Incident,1/15/2018
7498,Medical Incident,1/15/2018
7499,Medical Incident,1/15/2018
7500,Medical Incident,1/15/2018
7501,Medical Incident,1/15/2018
7502,Alarms,1/15/2018
7503,Medical Incident,1/15/2018
7504,Medical Incident,1/15/2018
7505,Medical Incident,1/15/2018
7506,Structure Fire,1/15/2018
7507,Medical Incident,1/15/2018
7508,Medical Incident,1/15/2018
7509,Alarms,1/15/2018
7510,Alarms,1/15/2018
7511,Medical Incident,1/15/2018
7512,Structure Fire,1/15/2018
7513,Fuel Spill,1/15/2018
7514,Medical Incident,1/15/2018
7515,Medical Incident,1/15/2018
7516,Medical Incident,1/15/2018
7517,Medical Incident,1/15/2018
7518,Citizen Assist / Service Call,1/15/2018
7519,Alarms,1/15/2018
7520,Alarms,1/15/2018
7521,Medical Incident,1/15/2018
7522,Medical Incident,1/15/2018
7523,Structure Fire,1/15/2018
7524,Medical Incident,1/15/2018
7525,Traffic Collision,1/15/2018
7526,Medical Incident,1/15/2018
7527,Medical Incident,1/15/2018
7528,Medical Incident,1/15/2018
7529,Medical Incident,1/15/2018
7530,Structure Fire,1/15/2018
7531,Gas Leak (Natural and LP Gases),1/15/2018
7532,Traffic Collision,1/15/2018
7533,Medical Incident,1/15/2018
7534,Structure Fire,1/15/2018
7535,Medical Incident,1/15/2018
7536,Medical Incident,1/15/2018
7537,Medical Incident,1/15/2018
7538,Medical Incident,1/15/2018
7539,Medical Incident,1/15/2018
7540,Alarms,1/15/2018
7541,Medical Incident,1/15/2018
7542,Medical Incident,1/15/2018
7543,Medical Incident,1/15/2018
7544,Alarms,1/15/2018
7545,Medical Incident,1/15/2018
7546,Medical Incident,1/15/2018
7547,Medical Incident,1/15/2018
7548,Medical Incident,1/15/2018
7549,Medical Incident,1/15/2018
7550,Medical Incident,1/15/2018
7551,Alarms,1/15/2018
7552,Citizen Assist / Service Call,1/15/2018
7553,Structure Fire,1/15/2018
7554,Medical Incident,1/15/2018
7555,Medical Incident,1/15/2018
7556,Structure Fire,1/15/2018
7557,Medical Incident,1/15/2018
7558,Water Rescue,1/15/2018
7559,Medical Incident,1/15/2018
7560,Structure Fire,1/15/2018
7561,Alarms,1/15/2018
7562,Medical Incident,1/15/2018
7563,Structure Fire,1/15/2018
7564,Medical Incident,1/15/2018
7565,Medical Incident,1/15/2018
7566,Medical Incident,1/15/2018
7567,Medical Incident,1/15/2018
7568,Medical Incident,1/15/2018
7569,Medical Incident,1/15/2018
7570,Medical Incident,1/15/2018
7571,Medical Incident,1/15/2018
7572,Medical Incident,1/15/2018
7573,Medical Incident,1/15/2018
7574,Medical Incident,1/15/2018
7575,Medical Incident,1/15/2018
7576,Medical Incident,1/15/2018
7577,Medical Incident,1/15/2018
7578,Medical Incident,1/15/2018
7579,Medical Incident,1/15/2018
7580,Medical Incident,1/15/2018
7581,Medical Incident,1/15/2018
7582,Medical Incident,1/15/2018
7583,Medical Incident,1/15/2018
7584,Medical Incident,1/15/2018
7585,Structure Fire,1/15/2018
7586,Medical Incident,1/15/2018
7587,Medical Incident,1/15/2018
7588,Medical Incident,1/15/2018
7589,Alarms,1/15/2018
7590,Medical Incident,1/15/2018
7591,Alarms,1/15/2018
7592,Medical Incident,1/15/2018
7593,Medical Incident,1/15/2018
7594,Medical Incident,1/15/2018
7595,Medical Incident,1/15/2018
7596,Medical Incident,1/15/2018
7597,Medical Incident,1/15/2018
7598,Medical Incident,1/15/2018
7599,Medical Incident,1/15/2018
7600,Medical Incident,1/15/2018
7601,Medical Incident,1/15/2018
7602,Medical Incident,1/15/2018
7603,Medical Incident,1/15/2018
7604,Medical Incident,1/15/2018
7605,Medical Incident,1/15/2018
7606,Medical Incident,1/15/2018
7607,Medical Incident,1/15/2018
7608,Medical Incident,1/15/2018
7609,Medical Incident,1/15/2018
7610,Alarms,1/15/2018
7611,Medical Incident,1/15/2018
7612,Traffic Collision,1/15/2018
7613,Outside Fire,1/15/2018
7614,Structure Fire,1/15/2018
7615,Medical Incident,1/15/2018
7616,Other,1/15/2018
7617,Medical Incident,1/15/2018
7618,Citizen Assist / Service Call,1/15/2018
7619,Structure Fire,1/15/2018
7620,Structure Fire,1/15/2018
7621,Medical Incident,1/15/2018
7622,Medical Incident,1/15/2018
7623,Medical Incident,1/15/2018
7624,Medical Incident,1/15/2018
7625,Medical Incident,1/15/2018
7626,Structure Fire,1/15/2018
7627,Alarms,1/15/2018
7628,Medical Incident,1/15/2018
7629,Alarms,1/15/2018
7630,Medical Incident,1/15/2018
7631,Medical Incident,1/15/2018
7632,Medical Incident,1/15/2018
7633,Medical Incident,1/15/2018
7634,Medical Incident,1/15/2018
7635,Structure Fire,1/15/2018
7636,Structure Fire,1/15/2018
7637,Medical Incident,1/15/2018
7638,Medical Incident,1/15/2018
7639,Medical Incident,1/15/2018
7640,Medical Incident,1/15/2018
7641,Medical Incident,1/15/2018
7642,Medical Incident,1/15/2018
7643,Gas Leak (Natural and LP Gases),1/15/2018
7644,Medical Incident,1/15/2018
7645,Medical Incident,1/15/2018
7646,Alarms,1/15/2018
7647,Medical Incident,1/15/2018
7648,Medical Incident,1/15/2018
7649,Medical Incident,1/15/2018
7650,Medical Incident,1/15/2018
7651,Medical Incident,1/15/2018
7652,Alarms,1/15/2018
7653,Alarms,1/15/2018
7654,Medical Incident,1/15/2018
7655,Alarms,1/15/2018
7656,Medical Incident,1/15/2018
7657,Medical Incident,1/15/2018
7658,Medical Incident,1/15/2018
7659,Medical Incident,1/15/2018
7660,Citizen Assist / Service Call,1/15/2018
7661,Medical Incident,1/15/2018
7662,Alarms,1/15/2018
7663,Medical Incident,1/15/2018
7664,Medical Incident,1/15/2018
7665,Medical Incident,1/15/2018
7666,Medical Incident,1/15/2018
7667,Medical Incident,1/15/2018
7668,Medical Incident,1/15/2018
7669,Medical Incident,1/15/2018
7670,Other,1/15/2018
7671,Medical Incident,1/15/2018
7672,Medical Incident,1/15/2018
7673,Water Rescue,1/15/2018
7674,Medical Incident,1/15/2018
7675,Water Rescue,1/15/2018
7676,Alarms,1/15/2018
7677,Medical Incident,1/15/2018
7678,Medical Incident,1/15/2018
7679,Medical Incident,1/15/2018
7680,Medical Incident,1/15/2018
7681,Medical Incident,1/15/2018
7682,Structure Fire,1/15/2018
7683,Medical Incident,1/15/2018
7684,Medical Incident,1/15/2018
7685,Alarms,1/15/2018
7686,Medical Incident,1/15/2018
7687,Medical Incident,1/15/2018
7688,Medical Incident,1/15/2018
7689,Medical Incident,1/15/2018
7690,Structure Fire,1/15/2018
7691,Medical Incident,1/15/2018
7692,Alarms,1/15/2018
7693,Structure Fire,1/15/2018
7694,Structure Fire,1/15/2018
7695,Alarms,1/15/2018
7696,Medical Incident,1/15/2018
7697,Medical Incident,1/15/2018
7698,Medical Incident,1/15/2018
7699,Structure Fire,1/15/2018
7700,Medical Incident,1/15/2018
7701,Medical Incident,1/15/2018
7702,Medical Incident,1/15/2018
7703,Outside Fire,1/15/2018
7704,Medical Incident,1/15/2018
7705,Other,1/15/2018
7706,Medical Incident,1/15/2018
7707,Medical Incident,1/15/2018
7708,Alarms,1/15/2018
7709,Medical Incident,1/15/2018
7710,Medical Incident,1/15/2018
7711,Medical Incident,1/15/2018
7712,Medical Incident,1/15/2018
7713,Medical Incident,1/15/2018
7714,Medical Incident,1/15/2018
7715,Medical Incident,1/15/2018
7716,Medical Incident,1/15/2018
7717,Medical Incident,1/15/2018
7718,Medical Incident,1/15/2018
7719,Medical Incident,1/15/2018
7720,Electrical Hazard,1/15/2018
7721,Medical Incident,1/15/2018
7722,Medical Incident,1/15/2018
7723,Medical Incident,1/15/2018
7724,Medical Incident,1/15/2018
7725,Water Rescue,1/15/2018
7726,Medical Incident,1/15/2018
7727,Traffic Collision,1/15/2018
7728,Medical Incident,1/15/2018
7729,Other,1/15/2018
7730,Alarms,1/15/2018
7731,Structure Fire,1/15/2018
7732,Alarms,1/15/2018
7733,Structure Fire,1/15/2018
7734,Traffic Collision,1/15/2018
7735,Medical Incident,1/15/2018
7736,Medical Incident,1/15/2018
7737,Medical Incident,1/15/2018
7738,Alarms,1/15/2018
7739,Structure Fire,1/15/2018
7740,Medical Incident,1/15/2018
7741,Medical Incident,1/15/2018
7742,Vehicle Fire,1/15/2018
7743,Citizen Assist / Service Call,1/15/2018
7744,Structure Fire,1/15/2018
7745,Structure Fire,1/15/2018
7746,Medical Incident,1/15/2018
7747,Medical Incident,1/15/2018
7748,Medical Incident,1/15/2018
7749,Medical Incident,1/15/2018
7750,Other,1/15/2018
7751,Medical Incident,1/15/2018
7752,Structure Fire,1/15/2018
7753,Structure Fire,1/15/2018
7754,Structure Fire,1/15/2018
7755,Alarms,1/15/2018
7756,Outside Fire,1/15/2018
7757,Medical Incident,1/15/2018
7758,Medical Incident,1/15/2018
7759,Medical Incident,1/15/2018
7760,Medical Incident,1/15/2018
7761,Medical Incident,1/15/2018
7762,Medical Incident,1/15/2018
7763,Medical Incident,1/15/2018
7764,Medical Incident,1/15/2018
7765,Medical Incident,1/15/2018
7766,Medical Incident,1/15/2018
7767,Structure Fire,1/15/2018
7768,Alarms,1/15/2018
7769,Medical Incident,1/15/2018
7770,Medical Incident,1/15/2018
7771,Medical Incident,1/15/2018
7772,Structure Fire,1/15/2018
7773,Alarms,1/15/2018
7774,Medical Incident,1/15/2018
7775,Medical Incident,1/15/2018
7776,Medical Incident,1/15/2018
7777,Medical Incident,1/15/2018
7778,Vehicle Fire,1/15/2018
7779,Medical Incident,1/15/2018
7780,Structure Fire,1/15/2018
7781,Medical Incident,1/15/2018
7782,Alarms,1/15/2018
7783,Medical Incident,1/15/2018
7784,Structure Fire,1/15/2018
7785,Medical Incident,1/15/2018
7786,Medical Incident,1/15/2018
7787,Outside Fire,1/15/2018
7788,Medical Incident,1/15/2018
7789,Medical Incident,1/15/2018
7790,Structure Fire,1/15/2018
7791,Alarms,1/15/2018
7792,Citizen Assist / Service Call,1/15/2018
7793,Alarms,1/15/2018
7794,Alarms,1/15/2018
7795,Medical Incident,1/15/2018
7796,Medical Incident,1/15/2018
7797,Medical Incident,1/15/2018
7798,Medical Incident,1/15/2018
7799,Medical Incident,1/15/2018
7800,Traffic Collision,1/15/2018
7801,Medical Incident,1/15/2018
7802,Medical Incident,1/15/2018
7803,Medical Incident,1/15/2018
7804,Medical Incident,1/15/2018
7805,Traffic Collision,1/15/2018
7806,Medical Incident,1/15/2018
7807,Alarms,1/15/2018
7808,Medical Incident,1/15/2018
7809,Water Rescue,1/15/2018
7810,Medical Incident,1/15/2018
7811,Medical Incident,1/15/2018
7812,Structure Fire,1/15/2018
7813,Traffic Collision,1/15/2018
7814,Medical Incident,1/15/2018
7815,Medical Incident,1/15/2018
7816,Medical Incident,1/15/2018
7817,Medical Incident,1/15/2018
7818,Medical Incident,1/15/2018
7819,Medical Incident,1/15/2018
7820,Structure Fire,1/15/2018
7821,Medical Incident,1/15/2018
7822,Structure Fire,1/15/2018
7823,Alarms,1/15/2018
7824,Medical Incident,1/15/2018
7825,Medical Incident,1/15/2018
7826,Medical Incident,1/15/2018
7827,Medical Incident,1/15/2018
7828,Structure Fire,1/15/2018
7829,Medical Incident,1/15/2018
7830,Medical Incident,1/15/2018
7831,Medical Incident,1/15/2018
7832,Medical Incident,1/15/2018
7833,Medical Incident,1/15/2018
7834,Medical Incident,1/15/2018
7835,Alarms,1/15/2018
7836,Medical Incident,1/15/2018
7837,Traffic Collision,1/15/2018
7838,Citizen Assist / Service Call,1/15/2018
7839,Alarms,1/15/2018
7840,Traffic Collision,1/15/2018
7841,Medical Incident,1/15/2018
7842,Structure Fire,1/15/2018
7843,Medical Incident,1/15/2018
7844,Medical Incident,1/15/2018
7845,Medical Incident,1/15/2018
7846,Alarms,1/15/2018
7847,Outside Fire,1/15/2018
7848,Traffic Collision,1/15/2018
7849,Medical Incident,1/15/2018
7850,Medical Incident,1/15/2018
7851,Medical Incident,1/15/2018
7852,Structure Fire,1/15/2018
7853,Medical Incident,1/15/2018
7854,Medical Incident,1/15/2018
7855,Medical Incident,1/15/2018
7856,Medical Incident,1/15/2018
7857,Medical Incident,1/15/2018
7858,Medical Incident,1/15/2018
7859,Medical Incident,1/15/2018
7860,Medical Incident,1/15/2018
7861,Medical Incident,1/15/2018
7862,Other,1/15/2018
7863,Alarms,1/15/2018
7864,Medical Incident,1/15/2018
7865,Medical Incident,1/15/2018
7866,Medical Incident,1/15/2018
7867,Medical Incident,1/15/2018
7868,Traffic Collision,1/15/2018
7869,Medical Incident,1/15/2018
7870,Medical Incident,1/15/2018
7871,Medical Incident,1/15/2018
7872,Medical Incident,1/15/2018
7873,Structure Fire,1/15/2018
7874,Medical Incident,1/15/2018
7875,Medical Incident,1/15/2018
7876,Medical Incident,1/15/2018
7877,Medical Incident,1/15/2018
7878,Medical Incident,1/15/2018
7879,Outside Fire,1/15/2018
7880,Medical Incident,1/15/2018
7881,Medical Incident,1/15/2018
7882,Traffic Collision,1/15/2018
7883,Water Rescue,1/15/2018
7884,Medical Incident,1/15/2018
7885,Gas Leak (Natural and LP Gases),1/15/2018
7886,Medical Incident,1/15/2018
7887,Alarms,1/15/2018
7888,Medical Incident,1/15/2018
7889,Medical Incident,1/15/2018
7890,Medical Incident,1/15/2018
7891,Structure Fire,1/15/2018
7892,Medical Incident,1/15/2018
7893,Structure Fire,1/15/2018
7894,Medical Incident,1/15/2018
7895,Medical Incident,1/15/2018
7896,Medical Incident,1/15/2018
7897,Medical Incident,1/15/2018
7898,Medical Incident,1/15/2018
7899,Medical Incident,1/15/2018
7900,Structure Fire,1/15/2018
7901,Medical Incident,1/15/2018
7902,Medical Incident,1/15/2018
7903,Medical Incident,1/15/2018
7904,Medical Incident,1/15/2018
7905,Medical Incident,1/15/2018
7906,Medical Incident,1/15/2018
7907,Medical Incident,1/15/2018
7908,Medical Incident,1/15/2018
7909,Medical Incident,1/15/2018
7910,Medical Incident,1/15/2018
7911,Medical Incident,1/15/2018
7912,Medical Incident,1/15/2018
7913,Alarms,1/15/2018
7914,Medical Incident,1/15/2018
7915,Medical Incident,1/15/2018
7916,Structure Fire,1/15/2018
7917,Medical Incident,1/15/2018
7918,Medical Incident,1/15/2018
7919,Medical Incident,1/15/2018
7920,Medical Incident,1/15/2018
7921,Medical Incident,1/15/2018
7922,Medical Incident,1/15/2018
7923,Medical Incident,1/15/2018
7924,Medical Incident,1/15/2018
7925,Medical Incident,1/15/2018
7926,Traffic Collision,1/15/2018
7927,Medical Incident,1/15/2018
7928,Medical Incident,1/15/2018
7929,Medical Incident,1/15/2018
7930,Medical Incident,1/15/2018
7931,Medical Incident,1/15/2018
7932,Medical Incident,1/15/2018
7933,Traffic Collision,1/15/2018
7934,Medical Incident,1/15/2018
7935,Outside Fire,1/15/2018
7936,Medical Incident,1/15/2018
7937,Medical Incident,1/15/2018
7938,Medical Incident,1/15/2018
7939,Structure Fire,1/15/2018
7940,Medical Incident,1/15/2018
7941,Medical Incident,1/15/2018
7942,Medical Incident,1/15/2018
7943,Medical Incident,1/15/2018
7944,Medical Incident,1/15/2018
7945,Medical Incident,1/15/2018
7946,Traffic Collision,1/15/2018
7947,Medical Incident,1/15/2018
7948,Medical Incident,1/15/2018
7949,Medical Incident,1/15/2018
7950,Medical Incident,1/15/2018
7951,Gas Leak (Natural and LP Gases),1/15/2018
7952,Medical Incident,1/15/2018
7953,Medical Incident,1/15/2018
7954,Other,1/15/2018
7955,Medical Incident,1/15/2018
7956,Medical Incident,1/15/2018
7957,Medical Incident,1/15/2018
7958,Medical Incident,1/15/2018
7959,Medical Incident,1/15/2018
7960,Medical Incident,1/15/2018
7961,Medical Incident,1/15/2018
7962,Medical Incident,1/15/2018
7963,Citizen Assist / Service Call,1/15/2018
7964,Medical Incident,1/15/2018
7965,Medical Incident,1/15/2018
7966,Medical Incident,1/15/2018
7967,Medical Incident,1/15/2018
7968,Water Rescue,1/15/2018
7969,Alarms,1/15/2018
7970,Medical Incident,1/15/2018
7971,Medical Incident,1/15/2018
7972,Alarms,1/15/2018
7973,Medical Incident,1/15/2018
7974,Traffic Collision,1/15/2018
7975,Alarms,1/15/2018
7976,Medical Incident,1/15/2018
7977,Medical Incident,1/15/2018
7978,Medical Incident,1/15/2018
7979,Structure Fire,1/15/2018
7980,Medical Incident,1/15/2018
7981,Medical Incident,1/15/2018
7982,Medical Incident,1/15/2018
7983,Medical Incident,1/15/2018
7984,Medical Incident,1/15/2018
7985,Structure Fire,1/15/2018
7986,Medical Incident,1/15/2018
7987,Medical Incident,1/15/2018
7988,Alarms,1/15/2018
7989,Structure Fire,1/15/2018
7990,Structure Fire,1/15/2018
7991,Medical Incident,1/15/2018
7992,Medical Incident,1/15/2018
7993,Structure Fire,1/15/2018
7994,Medical Incident,1/15/2018
7995,Medical Incident,1/15/2018
7996,Medical Incident,1/15/2018
7997,Medical Incident,1/15/2018
7998,Medical Incident,1/15/2018
7999,Medical Incident,1/15/2018
8000,Medical Incident,1/15/2018
