call_type,latitude,longitude,zipcode_of_incident,,row_id
Medical Incident,37.7839758,-122.4622784,94118,,180142144-81
Medical Incident,37.77592749,-122.5115574,94121,,180141903-SR34
Alarms,37.73696234,-122.4125534,94110,,180142327-B10
Structure Fire,37.78079208,-122.4083857,94103,,180150003-T08
Medical Incident,37.78691269,-122.4097562,94102,,180140488-B03
Medical Incident,37.73049345,-122.4334674,94112,,180142963-67
Medical Incident,37.78708179,-122.4258678,94109,,180141194-AM102
Medical Incident,37.8077535,-122.415641,94133,,180141907-E28
Medical Incident,37.75629756,-122.4178044,94110,,180140636-E07
Medical Incident,37.77723714,-122.4844589,94121,,180141223-RC2
Medical Incident,37.75858655,-122.4718336,94122,,180142825-E20
Medical Incident,37.7386512,-122.4134063,94110,,180142931-76
Medical Incident,37.71452798,-122.4017504,94134,,180143768-79
Medical Incident,37.75995363,-122.4371836,94114,,180140601-E06
Medical Incident,37.78186545,-122.4142853,94102,,180140484-AM124
Medical Incident,37.70862411,-122.4403406,94112,,180142936-E36
Medical Incident,37.76483627,-122.469657,94122,,180141571-KM04
Medical Incident,37.78605122,-122.4189243,94109,,180143431-E03
Alarms,37.78937035,-122.4145392,94109,,180140105-E41
Structure Fire,37.78079208,-122.4083857,94103,,180150003-B03
Medical Incident,37.72801451,-122.4422949,94112,,180143374-RC4
Vehicle Fire,37.76070861,-122.4994966,94122,,180140310-RS1
Medical Incident,37.78332633,-122.4403249,94115,,180142552-KM06
Medical Incident,37.71518512,-122.4679372,94132,,180143557-71
Medical Incident,37.71947119,-122.4512644,94112,,180143663-E15
Medical Incident,37.78434927,-122.4093092,94102,,180142593-57
Alarms,37.73665459,-122.4223152,94110,,180141845-B03
Medical Incident,37.76351584,-122.4261187,94110,,180142309-55
Medical Incident,37.78234047,-122.4037719,94103,,180141601-E01
Alarms,37.72585162,-122.4027857,94134,,180142546-E42
Medical Incident,37.7122554,-122.4171044,94134,,180143170-E44
Medical Incident,37.78086621,-122.4288032,94115,,180140883-E36
Alarms,37.80066672,-122.4412045,94123,,180143012-B04
Medical Incident,37.78575696,-122.4248411,94109,,180140469-KM03
Medical Incident,37.78188029,-122.4324905,94115,,180141888-57
Vehicle Fire,37.76070861,-122.4994966,94122,,180140310-94
Medical Incident,37.7736353,-122.4409218,94117,,180142181-61
Medical Incident,37.78480741,-122.4094717,94102,,180141587-54
Medical Incident,37.78084898,-122.4107726,94103,,180143016-85
Alarms,37.74955701,-122.4295304,94114,,180142402-T11
Medical Incident,37.77564547,-122.4124325,94103,,180143005-E01
Medical Incident,37.72848585,-122.3845563,94124,,180142243-E17
Alarms,37.76362723,-122.3897234,94107,,180142919-B03
Medical Incident,37.76317384,-122.5072654,94122,,180141847-KM08
Medical Incident,37.8080501,-122.4098773,94133,,180143019-55
Medical Incident,37.75629756,-122.4178044,94110,,180140636-RC3
Traffic Collision,37.77173646,-122.4236734,94102,,180143577-AM120
Medical Incident,37.78004039,-122.4831181,94121,,180142990-82
Medical Incident,37.75946872,-122.4639158,94122,,180142312-E22
Medical Incident,37.77948978,-122.4073764,94103,,180143082-66
Medical Incident,37.78284503,-122.4132218,94102,,180142311-T03
Alarms,37.76362723,-122.3897234,94107,,180142919-E04
Medical Incident,37.78491618,-122.41195,94102,,180141084-E03
Medical Incident,37.79226564,-122.4153324,94109,,180143288-94
Medical Incident,37.72664748,-122.393867,94124,,180142872-E17
Medical Incident,37.79238325,-122.4210529,94109,,180143152-E41
Other,37.80229752,-122.4433868,94123,,180143098-72
Medical Incident,37.77775881,-122.4081124,94103,,180140481-E36
Medical Incident,37.77762424,-122.3999811,94107,,180140540-57
Medical Incident,37.75629756,-122.4178044,94110,,180140636-T07
Medical Incident,37.78086621,-122.4288032,94115,,180140883-KM14
Medical Incident,37.77311248,-122.3966401,94158,,180143410-AM124
Medical Incident,37.80558464,-122.4119727,94133,,180143014-94
Medical Incident,37.72342964,-122.4535824,94112,,180140660-E15
Traffic Collision,37.78019303,-122.4270168,94102,,180140268-T05
Medical Incident,37.78628053,-122.4549231,94118,,180141258-65
Medical Incident,37.78512515,-122.404966,94103,,180141076-61
Alarms,37.76362723,-122.3897234,94107,,180142919-T04
Train / Rail Incident,37.79282365,-122.3970342,94111,,180140506-RC1
Medical Incident,37.78211912,-122.3968414,94107,,180140096-B03
Medical Incident,37.78558247,-122.4146172,94109,,180140395-84
Traffic Collision,37.75529478,-122.4209641,94110,,180141201-AM110
Medical Incident,37.76571899,-122.4095207,94103,,180141044-AM108
Medical Incident,37.77502775,-122.4563099,94118,,180141826-E31
Medical Incident,37.77386178,-122.413046,94103,,180140184-72
Medical Incident,37.80547381,-122.4075701,94133,,180140404-57
Medical Incident,37.78383444,-122.4129305,94102,,180141035-KM08
Medical Incident,37.77916742,-122.4063464,94103,,180143263-73
Medical Incident,37.76287767,-122.419529,94110,,180140564-AM124
Medical Incident,37.7824485,-122.4163274,94102,,180140739-AM102
Medical Incident,37.77004532,-122.4503805,94117,,180142465-AM116
Medical Incident,37.7257686,-122.413836,94134,,180131405-E42
Water Rescue,37.80516257,-122.4329574,94123,,180132432-FB1
Traffic Collision,37.76274334,-122.4043843,94107,,180130357-84
Medical Incident,37.78325366,-122.3997012,94103,,180133711-91
Outside Fire,37.7984297,-122.4022286,94111,,180132340-E13
Medical Incident,37.78097118,-122.4087087,94103,,180131773-55
Outside Fire,37.78053538,-122.4081608,94103,,180132201-E01
Medical Incident,37.71622823,-122.4326004,94112,,180131893-RC4
Medical Incident,37.79093501,-122.4182235,94109,,180132899-67
Alarms,37.78274397,-122.4148848,94102,,180132286-B02
Medical Incident,37.78047851,-122.4125123,94103,,180132333-E01
Medical Incident,37.7330297,-122.4342263,94131,,180130138-RC4
Outside Fire,37.78399149,-122.4080665,94103,,180130272-E03
Medical Incident,37.77678088,-122.3968079,94107,,180132853-86
Medical Incident,37.76141313,-122.4272205,94114,,180132700-RC1
Medical Incident,37.74201996,-122.4778388,94116,,180130474-70
Medical Incident,37.78213725,-122.3978145,94107,,180130335-E01
Vehicle Fire,37.76062672,-122.4393368,94114,,180130069-T06
Medical Incident,37.77655012,-122.4330285,94117,,180133648-65
Alarms,37.79348808,-122.398206,94111,,180130577-T13
Water Rescue,37.80516257,-122.4329574,94123,,180132432-T16
Medical Incident,37.77733615,-122.5028066,94121,,180131996-E34
Medical Incident,37.79443401,-122.3977963,94111,,180133724-E13
Medical Incident,37.77709218,-122.4105058,94103,,180133037-66
Medical Incident,37.78611721,-122.4198542,94109,,180132542-73
Medical Incident,37.78528292,-122.4094975,94102,,180130287-AM120
Medical Incident,37.71818958,-122.4278414,94112,,180133617-E43
Medical Incident,37.78009258,-122.4847323,94121,,180131921-79
Medical Incident,37.78246842,-122.4485906,94118,,180130761-57
Structure Fire,37.73311755,-122.457641,94127,,180130930-E39
Outside Fire,37.7483897,-122.3951018,94124,,180130809-E09
Medical Incident,37.77995613,-122.4664266,94118,,180130712-87
Water Rescue,37.80516257,-122.4329574,94123,,180132432-T05
Medical Incident,37.78366898,-122.4109266,94102,,180133268-68
Structure Fire,37.78605985,-122.4146436,94102,,180130513-T01
Medical Incident,37.7731448,-122.3914729,94158,,180131364-E04
Medical Incident,37.75382705,-122.4388109,94114,,180132961-E24
Medical Incident,37.76974505,-122.4451837,94117,,180130418-E21
Medical Incident,37.78338624,-122.4098537,94102,,180133039-58
Medical Incident,37.78212058,-122.4612042,94118,,180133090-81
Medical Incident,37.78047851,-122.4125123,94103,,180132333-68
Medical Incident,37.77848912,-122.4182266,94102,,180133716-E36
Traffic Collision,37.73181989,-122.4054121,94134,,180131955-E42
Medical Incident,37.79093501,-122.4182235,94109,,180132899-E41
Traffic Collision,37.76274334,-122.4043843,94107,,180130357-E29
Medical Incident,37.78366898,-122.4109266,94102,,180133984-KM14
Medical Incident,37.72566405,-122.4353138,94112,,180131382-70
Medical Incident,37.78904469,-122.4245911,94109,,180130453-RC1
Medical Incident,37.76410441,-122.421878,94110,,180133149-KM01
Medical Incident,37.77638422,-122.4212604,94102,,180133262-55
Medical Incident,37.77269482,-122.4221883,94103,,180132934-56
Medical Incident,37.78409104,-122.4117844,94102,,180130355-AM120
Medical Incident,37.71226467,-122.4729324,94132,,180130652-AM122
Medical Incident,37.79655825,-122.396189,94111,,180134057-KM03
Medical Incident,37.76972086,-122.4179492,94103,,180130359-72
Medical Incident,37.78420567,-122.4076127,94103,,180131985-RS1
Alarms,37.78086621,-122.4288032,94115,,180131555-E38
Medical Incident,37.79443401,-122.3977963,94111,,180133724-57
Medical Incident,37.73040266,-122.4203067,94112,,180131083-E42
Traffic Collision,37.76484591,-122.500857,94122,,180131882-E23
Medical Incident,37.78331041,-122.3883799,94107,,180131939-E35
Medical Incident,37.77533039,-122.3949996,94158,,180133899-62
Medical Incident,37.73422793,-122.4473831,94127,,180131840-57
Medical Incident,37.78002149,-122.4321144,94115,,180133256-74
Water Rescue,37.79152537,-122.4834802,94129,,180132726-88
Traffic Collision,37.76484591,-122.500857,94122,,180131882-91
Medical Incident,37.78756802,-122.4065899,94108,,180130255-KM03
Medical Incident,37.78213725,-122.3978145,94107,,180130335-RS1
Medical Incident,37.78491247,-122.4086486,94102,,180133833-72
Medical Incident,37.74546769,-122.4845284,94116,,180133182-AM108
Medical Incident,37.78738198,-122.396478,94105,,180131137-63
Water Rescue,37.80516257,-122.4329574,94123,,180132432-E35
Traffic Collision,37.81052072,-122.3651383,94130,,180130372-RA48
Medical Incident,37.7731448,-122.3914729,94158,,180131364-58
Medical Incident,37.78399149,-122.4080665,94103,,180132638-74
Medical Incident,37.74140046,-122.4379918,94131,,180130473-52
Medical Incident,37.79729803,-122.4338467,94123,,180131982-E38
Medical Incident,37.73181989,-122.4054121,94134,,180133283-E42
Alarms,37.7588569,-122.4029057,94107,,180133897-B10
Medical Incident,37.72045775,-122.437031,94112,,180130990-E43
Medical Incident,37.77931171,-122.3978496,94107,,180130241-65
Medical Incident,37.77772634,-122.409606,94103,,180133814-55
Medical Incident,37.78511799,-122.4187355,94109,,180130620-55
Medical Incident,37.70893522,-122.4270135,94134,,180130581-83
Other,37.78943368,-122.406957,94108,,180131828-64
Medical Incident,37.78326781,-122.4140793,94102,,180130049-B02
Medical Incident,37.75563411,-122.4154733,94110,,180133637-53
Structure Fire,37.78626844,-122.4129972,94102,,180132858-B01
Medical Incident,37.783052,-122.4200103,94109,,180130586-E03
Medical Incident,37.76405723,-122.4233835,94110,,180130472-KM03
Medical Incident,37.77210826,-122.4304339,94117,,180132034-KM11
Medical Incident,37.783052,-122.4200103,94109,,180133358-86
Medical Incident,37.72246522,-122.4364682,94112,,180133276-E43
Medical Incident,37.7605828,-122.5010996,94122,,180131158-78
Medical Incident,37.78331041,-122.3883799,94107,,180131939-KM15
Medical Incident,37.77433758,-122.5069584,94121,,180132903-AM108
Medical Incident,37.80566745,-122.4127664,94133,,180132031-KM09
Medical Incident,37.76654458,-122.3950605,94158,,180131742-E29
Medical Incident,37.76441225,-122.4792634,94122,,180132311-E40
Structure Fire,37.73311755,-122.457641,94127,,180130930-B09
Alarms,37.77626951,-122.4172576,94103,,180133220-E36
Structure Fire,37.78605985,-122.4146436,94102,,180130513-T03
Medical Incident,37.76972086,-122.4179492,94103,,180134097-73
Medical Incident,37.78491618,-122.41195,94102,,180132141-E41
Outside Fire,37.77969101,-122.3915888,94107,,180133487-E08
Medical Incident,37.7605828,-122.5010996,94122,,180131158-70
Medical Incident,37.79426942,-122.4138404,94108,,180131141-AM108
Medical Incident,37.78294352,-122.4199884,94102,,180132255-79
Alarms,37.75729278,-122.3957719,94107,,180130181-E25
Medical Incident,37.71945734,-122.3982428,94124,,180132978-AM116
Medical Incident,37.7777436,-122.4181615,94102,,180132592-E36
Medical Incident,37.77781015,-122.4302702,94117,,180132697-E21
Medical Incident,37.78003611,-122.4167895,94102,,180131902-E36
Structure Fire,37.77966604,-122.4137112,94102,,180130058-T01
Medical Incident,37.76824173,-122.419598,94103,,180130228-E05
Medical Incident,37.78213725,-122.3978145,94107,,180130335-E08
Medical Incident,37.77953108,-122.4135425,94103,,180133106-AM120
Medical Incident,37.7330297,-122.4342263,94131,,180130138-72
Medical Incident,37.7777436,-122.4181615,94102,,180132592-59
Medical Incident,37.79677684,-122.4006813,94111,,180133189-E13
Medical Incident,37.78600483,-122.3950773,94105,,180130170-E35
Medical Incident,37.77772634,-122.409606,94103,,180133814-E01
Medical Incident,37.79267991,-122.4329176,94115,,180131185-E38
Medical Incident,37.76441225,-122.4792634,94122,,180132311-63
Medical Incident,37.76813267,-122.4374544,94117,,180131762-61
Medical Incident,37.79804495,-122.3963671,94111,,180130033-91
Structure Fire,37.78605985,-122.4146436,94102,,180130513-E41
Citizen Assist / Service Call,37.71228275,-122.4065286,94134,,180131457-E44
Medical Incident,37.78611721,-122.4198542,94109,,180130420-91
Alarms,37.76558715,-122.4242976,94103,,180130495-B02
Medical Incident,37.74075749,-122.5067435,94116,,180133339-E23
Structure Fire,37.77825102,-122.4198832,94102,,180131253-E36
Medical Incident,37.7933591,-122.3987816,94111,,180132499-E13
Medical Incident,37.78543304,-122.419639,94109,,180131822-85
Medical Incident,37.71225109,-122.3945464,94134,,180131373-E44
Water Rescue,37.80516257,-122.4329574,94123,,180132432-KM09
Alarms,37.78741965,-122.392776,94105,,180131068-E35
Medical Incident,37.78611721,-122.4198542,94109,,180132604-KM02
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-T15
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-B03
Medical Incident,37.78332633,-122.4403249,94115,,180132647-68
Other,37.76719155,-122.4312218,94114,,180130697-55
Medical Incident,37.73181989,-122.4054121,94134,,180133283-52
Medical Incident,37.80210989,-122.4298295,94123,,180132065-61
Medical Incident,37.7306061,-122.3882923,94124,,180133261-62
Medical Incident,37.77781015,-122.4302702,94117,,180132697-64
Medical Incident,37.71340778,-122.4635585,94132,,180131912-E33
Medical Incident,37.77588509,-122.4303653,94117,,180130354-E36
Medical Incident,37.78543304,-122.419639,94109,,180131822-T03
Medical Incident,37.78552674,-122.411301,94102,,180130499-91
Medical Incident,37.76441225,-122.4792634,94122,,180132303-88
Structure Fire,37.78626844,-122.4129972,94102,,180132858-T03
Medical Incident,37.78351007,-122.4053955,94103,,180133570-E01
Medical Incident,37.71813379,-122.3854834,94124,,180133330-57
Medical Incident,37.76606306,-122.4299261,94114,,180133130-E05
Medical Incident,37.77737697,-122.4813828,94121,,180133323-81
Traffic Collision,37.73181989,-122.4054121,94134,,180131955-E32
Medical Incident,37.77680419,-122.4390216,94117,,180133939-E21
Medical Incident,37.74876648,-122.4067578,94110,,180131009-AM102
Medical Incident,37.74914844,-122.3859642,94124,,180130313-75
Medical Incident,37.76123422,-122.4081943,94110,,180131138-E07
Medical Incident,37.73267812,-122.4058214,94134,,180130517-AM124
Medical Incident,37.80780312,-122.4190861,94109,,180133747-E28
Medical Incident,37.78191397,-122.4130322,94102,,180131326-E03
Vehicle Fire,37.79949773,-122.4426786,94123,,180132234-T16
Medical Incident,37.78191397,-122.4130322,94102,,180131472-85
Medical Incident,37.78383444,-122.4129305,94102,,180131477-AM106
Medical Incident,37.74984462,-122.4181426,94110,,180130092-KM03
Medical Incident,37.7933591,-122.3987816,94111,,180132499-67
Medical Incident,37.77126742,-122.4370456,94117,,180132779-E21
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-70
Medical Incident,37.77585486,-122.4456144,94117,,180131263-KM09
Medical Incident,37.76974505,-122.4451837,94117,,180130418-65
Medical Incident,37.79346693,-122.4195791,94109,,180132335-KM08
Medical Incident,37.71645955,-122.4410196,94112,,180130153-84
Structure Fire,37.78506174,-122.4264301,94109,,180132579-E38
Medical Incident,37.75219765,-122.3974777,94107,,180133600-62
Structure Fire,37.77966604,-122.4137112,94102,,180130058-E36
Outside Fire,37.7900296,-122.3925839,94105,,180133326-AR1
Medical Incident,37.80447272,-122.4155626,94133,,180131542-E28
Medical Incident,37.78640961,-122.4080362,94102,,180133466-66
Medical Incident,37.77609673,-122.4085643,94103,,180133500-E36
Medical Incident,37.77668841,-122.4263795,94102,,180130788-E36
Traffic Collision,37.76464569,-122.4263817,94103,,180131358-91
Structure Fire,37.71219584,-122.4208389,94134,,180131688-E44
Medical Incident,37.7125873,-122.4135429,94134,,180131526-E44
Medical Incident,37.77745742,-122.4131577,94103,,180130886-AM104
Medical Incident,37.73422793,-122.4473831,94127,,180131840-E15
Medical Incident,37.78892246,-122.4016327,94105,,180132012-52
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-T48
Medical Incident,37.78229062,-122.4401195,94115,,180132114-AM108
Medical Incident,37.7314335,-122.4522805,94112,,180133494-E15
Medical Incident,37.78898903,-122.3922417,94105,,180130487-E35
Medical Incident,37.75562145,-122.3957626,94107,,180130164-AM124
Citizen Assist / Service Call,37.76303087,-122.4262285,94110,,180133026-T06
Water Rescue,37.79152537,-122.4834802,94129,,180132726-E14
Medical Incident,37.77325947,-122.510037,94121,,180131199-87
Medical Incident,37.74831451,-122.4835818,94116,,180130246-E18
Medical Incident,37.78751788,-122.4074193,94108,,180133188-E03
Medical Incident,37.7333276,-122.4307162,94112,,180133915-E32
Medical Incident,37.78153743,-122.4095183,94103,,180133943-57
Medical Incident,37.7696026,-122.4263094,94114,,180133070-E06
Medical Incident,37.7579696,-122.4167271,94110,,180130129-AM124
Medical Incident,37.78611721,-122.4198542,94109,,180132468-65
Structure Fire,37.78605985,-122.4146436,94102,,180130513-77
Medical Incident,37.76177683,-122.4351517,94114,,180133569-68
Medical Incident,37.78290069,-122.4860861,94121,,180130658-82
Medical Incident,37.7998741,-122.4132847,94133,,180131296-57
Medical Incident,37.76930364,-122.4426108,94117,,180130644-52
Medical Incident,37.78429938,-122.4101413,94102,,180132871-E02
Medical Incident,37.76063768,-122.4258437,94110,,180132009-RS2
Medical Incident,37.715431,-122.4429509,94112,,180132497-78
Medical Incident,37.78480741,-122.4094717,94102,,180133317-65
Structure Fire,37.71219584,-122.4208389,94134,,180131688-T15
Medical Incident,37.72045775,-122.437031,94112,,180130990-60
Medical Incident,37.75011834,-122.390433,94124,,180133012-E32
Traffic Collision,37.77967359,-122.4235413,94102,,180132308-91
Medical Incident,37.71901187,-122.4804507,94132,,180131765-E19
Structure Fire,37.73311755,-122.457641,94127,,180130930-D3
Medical Incident,37.75562145,-122.3957626,94107,,180130164-B10
Medical Incident,37.7563633,-122.4167121,94110,,180130611-AM124
Medical Incident,37.79299995,-122.4237055,94109,,180131918-64
Smoke Investigation (Outside),37.76571899,-122.4095207,94103,,180133620-E29
Medical Incident,37.77667245,-122.3945574,94107,,180131706-AM114
Medical Incident,37.79006977,-122.4001732,94105,,180133137-94
Medical Incident,37.74617572,-122.4460132,94131,,180133898-E26
Medical Incident,37.7145672,-122.4426615,94112,,180133030-71
Medical Incident,37.78499964,-122.4210923,94109,,180133771-84
Traffic Collision,37.81052072,-122.3651383,94130,,180130372-E48
Structure Fire,37.71219584,-122.4208389,94134,,180131688-E43
Alarms,37.78274397,-122.4148848,94102,,180132286-T03
Medical Incident,37.78820802,-122.4184438,94109,,180131142-E03
Medical Incident,37.77745742,-122.4131577,94103,,180130619-E01
Alarms,37.77626951,-122.4172576,94103,,180133220-B02
Medical Incident,37.77133274,-122.4294484,94117,,180131176-95
Medical Incident,37.78113616,-122.4120241,94102,,180132379-E01
Medical Incident,37.78176159,-122.4110582,94102,,180133971-E36
Medical Incident,37.7866625,-122.4291682,94115,,180130773-E38
Medical Incident,37.78594273,-122.4189026,94109,,180131008-E03
Medical Incident,37.78196065,-122.4022241,94103,,180133417-E01
Medical Incident,37.7866625,-122.4291682,94115,,180130773-KM08
Structure Fire,37.78626844,-122.4129972,94102,,180132858-E01
Medical Incident,37.78382412,-122.4210084,94109,,180132267-KM01
Medical Incident,37.78431101,-122.3951606,94105,,180133802-AM122
Structure Fire,37.73311755,-122.457641,94127,,180130930-RS2
Medical Incident,37.75406528,-122.4215663,94110,,180131039-65
Medical Incident,37.77771244,-122.4127367,94103,,180132207-64
Structure Fire,37.78506174,-122.4264301,94109,,180132579-T05
Medical Incident,37.78065583,-122.4723123,94118,,180131860-E14
Structure Fire,37.76613439,-122.4219351,94103,,180130642-T06
Medical Incident,37.78751788,-122.4074193,94108,,180133188-72
Medical Incident,37.79233319,-122.4218845,94109,,180131125-E41
Medical Incident,37.73459101,-122.386906,94124,,180130617-65
Medical Incident,37.78065583,-122.4723123,94118,,180131860-RC2
Alarms,37.78741965,-122.392776,94105,,180131068-T01
Alarms,37.78741965,-122.392776,94105,,180131068-B03
Water Rescue,37.80516257,-122.4329574,94123,,180132432-B04
Medical Incident,37.78325366,-122.3997012,94103,,180133711-E01
Medical Incident,37.73490503,-122.3863042,94124,,180130265-67
Medical Incident,37.78820802,-122.4184438,94109,,180131142-KM11
Alarms,37.78409104,-122.4117844,94102,,180132014-B02
Medical Incident,37.72964281,-122.3923586,94124,,180132416-60
Structure Fire,37.77646431,-122.4262633,94102,,180132870-E36
Medical Incident,37.7605828,-122.5010996,94122,,180131158-E23
Medical Incident,37.71340778,-122.4635585,94132,,180131912-65
Medical Incident,37.78196065,-122.4022241,94103,,180133417-KM14
Medical Incident,37.74831451,-122.4835818,94116,,180130246-RC2
Medical Incident,37.79489494,-122.4299893,94109,,180132228-95
Medical Incident,37.7407107,-122.4862795,94116,,180131007-E18
Medical Incident,37.78904469,-122.4245911,94109,,180130453-E38
Medical Incident,37.78575147,-122.409522,94102,,180133014-68
Medical Incident,37.74984462,-122.4181426,94110,,180130092-KM14
Medical Incident,37.77680494,-122.4124363,94103,,180130470-E01
Medical Incident,37.78399149,-122.4080665,94103,,180132638-E01
Medical Incident,37.71986848,-122.3909048,94124,,180131435-64
Medical Incident,37.78332633,-122.4403249,94115,,180132647-E10
Medical Incident,37.76177683,-122.4351517,94114,,180130526-E06
Medical Incident,37.77655012,-122.4330285,94117,,180133648-E21
Medical Incident,37.7379554,-122.3895874,94124,,180132991-87
Medical Incident,37.78338624,-122.4098537,94102,,180131365-KM02
Medical Incident,37.72381994,-122.4284197,94112,,180130198-E43
Structure Fire,37.76613439,-122.4219351,94103,,180130642-B02
Medical Incident,37.78409104,-122.4117844,94102,,180132528-KM15
Alarms,37.75729278,-122.3957719,94107,,180130181-T07
Medical Incident,37.71751457,-122.4493591,94112,,180133954-74
Medical Incident,37.76972086,-122.4179492,94103,,180130359-E06
Medical Incident,37.77585486,-122.4456144,94117,,180131263-E21
Medical Incident,37.78351007,-122.4053955,94103,,180133570-KM14
Medical Incident,37.76367372,-122.4102349,94110,,180133284-E29
Medical Incident,37.78191397,-122.4130322,94102,,180131326-KM01
Medical Incident,37.78092669,-122.4108704,94103,,180130259-77
Alarms,37.78832457,-122.3939113,94105,,180133184-E35
Alarms,37.79342018,-122.4093887,94108,,180131989-T03
Citizen Assist / Service Call,37.78316343,-122.4115993,94102,,180130862-T03
Medical Incident,37.78003611,-122.4167895,94102,,180132150-E36
Medical Incident,37.77762424,-122.3999811,94107,,180132806-94
Medical Incident,37.77325947,-122.510037,94121,,180131199-E34
Medical Incident,37.77771244,-122.4127367,94103,,180130695-AM104
Medical Incident,37.78491618,-122.41195,94102,,180132141-E03
Medical Incident,37.76606306,-122.4299261,94114,,180133130-KM01
Medical Incident,37.79677684,-122.4006813,94111,,180133189-67
Medical Incident,37.73408651,-122.4340661,94131,,180134009-E32
Medical Incident,37.77210826,-122.4304339,94117,,180132034-E05
Medical Incident,37.72246522,-122.4364682,94112,,180133276-71
Medical Incident,37.77762424,-122.3999811,94107,,180134081-62
Medical Incident,37.73267812,-122.4058214,94134,,180130517-57
Medical Incident,37.74075749,-122.5067435,94116,,180133339-54
Medical Incident,37.76123422,-122.4081943,94110,,180131138-58
Structure Fire,37.76613439,-122.4219351,94103,,180130642-T07
Medical Incident,37.71667312,-122.4741737,94132,,180133594-AM116
Medical Incident,37.77450938,-122.4486867,94117,,180133467-94
Medical Incident,37.78114586,-122.409026,94103,,180133490-KM03
Medical Incident,37.71905983,-122.3846557,94124,,180131062-61
Alarms,37.76632253,-122.4247239,94103,,180130554-T07
Medical Incident,37.78244404,-122.4205745,94102,,180133046-E03
Alarms,37.78086621,-122.4288032,94115,,180131555-T05
Medical Incident,37.78127215,-122.4255493,94102,,180130600-KM07
Water Rescue,37.79152537,-122.4834802,94129,,180132726-E34
Medical Incident,37.80210989,-122.4298295,94123,,180132065-T05
Medical Incident,37.7696026,-122.4263094,94114,,180133070-57
Medical Incident,37.77931171,-122.3978496,94107,,180130241-E08
Medical Incident,37.75300403,-122.4063362,94110,,180132320-AM116
Medical Incident,37.80087469,-122.4269791,94123,,180130421-E38
Medical Incident,37.79006977,-122.4001732,94105,,180130596-E01
Alarms,37.79342018,-122.4093887,94108,,180131989-T02
Medical Incident,37.78326781,-122.4140793,94102,,180130049-RC1
Traffic Collision,37.81052072,-122.3651383,94130,,180130876-E48
Medical Incident,37.74719549,-122.4877321,94116,,180130154-52
Gas Leak (Natural and LP Gases),37.7696026,-122.4263094,94114,,180132413-E06
Medical Incident,37.77210826,-122.4304339,94117,,180132034-EMS6
Medical Incident,37.7890669,-122.3923394,94105,,180132409-85
Medical Incident,37.78447874,-122.4042669,94103,,180133478-67
Alarms,37.79342018,-122.4093887,94108,,180131989-E02
Medical Incident,37.7939198,-122.4415483,94115,,180133096-KM15
Traffic Collision,37.78677895,-122.398257,94105,,180131515-E35
Medical Incident,37.78366898,-122.4109266,94102,,180133984-RS1
Citizen Assist / Service Call,37.78965295,-122.4047925,94108,,180132152-E03
Medical Incident,37.73737221,-122.4699399,94127,,180133989-AM124
Medical Incident,37.78034755,-122.406488,94103,,180130911-AM108
Smoke Investigation (Outside),37.74404593,-122.3903279,94124,,180133260-E25
Medical Incident,37.77709218,-122.4105058,94103,,180133037-E01
Medical Incident,37.79774954,-122.4153841,94133,,180133242-56
Medical Incident,37.79984295,-122.4360462,94123,,180132370-E38
Medical Incident,37.79267991,-122.4329176,94115,,180131185-KM01
Outside Fire,37.76080169,-122.4355523,94114,,180130400-E06
Medical Incident,37.79984295,-122.4360462,94123,,180132370-KM02
Medical Incident,37.77762424,-122.3999811,94107,,180133730-E08
Vehicle Fire,37.76062672,-122.4393368,94114,,180130069-E06
Medical Incident,37.71945734,-122.3982428,94124,,180132978-E44
Medical Incident,37.77533039,-122.3949996,94158,,180133899-E08
Medical Incident,37.79464788,-122.4049044,94108,,180133048-73
Medical Incident,37.7683148,-122.4276823,94114,,180133424-E05
Medical Incident,37.79346693,-122.4195791,94109,,180132335-E41
Traffic Collision,37.71165504,-122.4150805,94134,,180130519-AM124
Medical Incident,37.78114586,-122.409026,94103,,180130428-AM118
Medical Incident,37.78153743,-122.4095183,94103,,180133943-E01
Medical Incident,37.78543304,-122.419639,94109,,180131822-E03
Alarms,37.78409104,-122.4117844,94102,,180132014-E41
Medical Incident,37.77779901,-122.4002978,94107,,180131525-E08
Structure Fire,37.76613439,-122.4219351,94103,,180130642-RS2
Medical Incident,37.78876833,-122.40843,94108,,180130224-AM122
Medical Incident,37.72198241,-122.4313601,94112,,180131121-E43
Medical Incident,37.76418195,-122.4205757,94110,,180132516-RS2
Medical Incident,37.78368634,-122.4107899,94102,,180130060-68
Structure Fire,37.71219584,-122.4208389,94134,,180131688-D3
Medical Incident,37.7275268,-122.3896501,94124,,180130536-82
Medical Incident,37.76271073,-122.4182794,94110,,180132451-E07
Medical Incident,37.75011834,-122.390433,94124,,180133012-RC4
Medical Incident,37.78246842,-122.4485906,94118,,180130761-E10
Structure Fire,37.72692568,-122.4309652,94112,,180131511-T15
Alarms,37.76632253,-122.4247239,94103,,180130554-E05
Medical Incident,37.76972086,-122.4179492,94103,,180134097-72
