call_type,zipcode_of_incident,dispatch_time
Medical Incident,94110,1:56
Medical Incident,94109,1:44
Medical Incident,94103,3:11
Medical Incident,94115,2:53
Medical Incident,94121,0:11
Structure Fire,94117,2:17
Water Rescue,94132,2:59
Medical Incident,94124,1:55
Medical Incident,94122,2:39
Medical Incident,94122,1:49:43
Medical Incident,94108,0:29
Medical Incident,94122,0:36
Medical Incident,94110,2:27
Medical Incident,94105,1:53
Medical Incident,94105,0:33
Medical Incident,94110,0:53
Medical Incident,94102,1:59
Medical Incident,94115,1:53
Medical Incident,94103,2:04
Medical Incident,94102,3:47
Medical Incident,94109,1:27
Medical Incident,94102,7:59
Alarms,94102,3:12
Medical Incident,94103,2:45
Medical Incident,94104,2:07
Alarms,94103,0:09
Structure Fire,94117,1:23
Medical Incident,94124,1:44
Medical Incident,94103,2:22
Medical Incident,94133,1:52
Medical Incident,94102,7:41
Medical Incident,94112,2:15
Alarms,94108,1:04
Medical Incident,94122,1:11
Medical Incident,94133,1:00
Medical Incident,94112,0:12
Structure Fire,94117,4:56
Medical Incident,94110,2:54
Structure Fire,94121,3:00
Alarms,94110,0:16
Medical Incident,94133,0:57
Structure Fire,94102,0:48
Medical Incident,94114,2:10
Structure Fire,94110,1:07
Medical Incident,94117,2:21
Alarms,94108,2:49
Alarms,94109,1:28
Structure Fire,94112,1:27
Medical Incident,94110,0:29
Medical Incident,94108,0:36
Other,94109,2:25
Medical Incident,94103,2:16
Gas Leak (Natural and LP Gases),94114,1:14
Medical Incident,94110,2:03
Medical Incident,94132,0:12
Medical Incident,94102,5:01
Medical Incident,94103,0:58
Medical Incident,94102,3:34
Medical Incident,94118,1:16
Medical Incident,94103,2:44
Medical Incident,94124,1:45
Medical Incident,94103,0:42
Medical Incident,94124,2:30
Medical Incident,94110,36:13:00
Medical Incident,94123,1:25
Medical Incident,94102,1:52
Alarms,94108,2:10
Structure Fire,94110,0:28
Structure Fire,94104,2:24
Medical Incident,94102,0:00
Traffic Collision,94107,1:09
Medical Incident,94115,1:14
Medical Incident,94114,2:08
Medical Incident,94107,0:59
Medical Incident,94109,4:06
Medical Incident,94109,2:55
Medical Incident,94110,3:48
Medical Incident,94102,29:49:00
Medical Incident,94102,2:55
Medical Incident,94118,2:00
Medical Incident,94102,2:15
Alarms,94108,0:31
Structure Fire,94103,0:55
Medical Incident,94109,2:49
Medical Incident,94109,3:40
Medical Incident,94107,0:57
Structure Fire,94102,0:54
Medical Incident,94109,3:15
Alarms,94105,4:29
Medical Incident,94117,2:28
Medical Incident,94109,0:59
Medical Incident,94117,0:26
Medical Incident,94124,1:00
Medical Incident,94115,1:37
Medical Incident,94124,1:37
Medical Incident,94124,2:54
Structure Fire,94121,1:30
Alarms,94108,2:31
Medical Incident,94102,1:39
Medical Incident,94102,8:38
Medical Incident,94112,0:42
Medical Incident,94124,3:39
Outside Fire,94110,1:15
Medical Incident,94133,2:49
Medical Incident,94102,4:59
Medical Incident,94122,1:21
Medical Incident,94102,3:56
Medical Incident,94109,0:11
Other,94110,0:52
Medical Incident,94103,4:00
Medical Incident,94118,4:37
Medical Incident,94115,1:39
Medical Incident,94115,3:07
Citizen Assist / Service Call,94134,1:11
Structure Fire,94112,1:20
Medical Incident,94114,0:03:39
Structure Fire,94103,1:49
Medical Incident,94122,1:01
Medical Incident,94110,1:41
Medical Incident,94102,5:33
Medical Incident,94109,2:48
Medical Incident,94102,3:44
Structure Fire,94122,2:16
Medical Incident,94121,1:11
Medical Incident,94102,0:50
Structure Fire,94117,1:49
Alarms,94117,0:08
Structure Fire,94121,1:45
Medical Incident,94109,1:19
Medical Incident,94102,43:30:00
Medical Incident,94107,3:24
Outside Fire,94110,1:45
Alarms,94107,1:24
Medical Incident,94102,0:40
Medical Incident,94124,1:09
Structure Fire,94102,1:01
Outside Fire,94123,0:29
Outside Fire,94121,0:58
Alarms,94105,3:32
Structure Fire,94107,3:25
Medical Incident,94124,1:41
Elevator / Escalator Rescue,94115,1:16
Medical Incident,94107,1:46
Medical Incident,94110,1:21
Medical Incident,94124,3:44
Structure Fire,94122,1:29
Medical Incident,94124,1:11
Structure Fire,94112,1:47
Medical Incident,94103,2:52
Medical Incident,94105,5:22
Medical Incident,94117,1:56
Medical Incident,94115,2:19
Medical Incident,94109,0:18
Medical Incident,94110,1:28
Alarms,94110,1:41
Medical Incident,94115,1:50
Medical Incident,94102,1:24
Medical Incident,94107,2:21
Medical Incident,94114,0:58
Medical Incident,94102,2:11
Medical Incident,94107,4:33
Medical Incident,94110,2:16
Alarms,94107,2:06
Medical Incident,94103,3:08
Medical Incident,94102,4:09
Medical Incident,94103,1:31
Medical Incident,94115,2:06
Medical Incident,94103,0:31
Structure Fire,94103,3:48
Medical Incident,94118,1:20
Structure Fire,94107,0:49
Medical Incident,94122,3:06
Alarms,94124,3:50
Medical Incident,94112,7:01
Medical Incident,94105,0:03:39
Structure Fire,94103,1:36
Medical Incident,94109,4:28
Medical Incident,94102,1:56
Medical Incident,94133,2:22
Alarms,94110,1:20
Structure Fire,94107,2:42
Structure Fire,94107,2:02
Medical Incident,94133,1:36
Medical Incident,94109,2:19
Medical Incident,94103,3:10
Medical Incident,94111,1:56
Medical Incident,94115,2:21
Alarms,94102,2:15
Medical Incident,94103,5:01
Medical Incident,94102,2:46
Medical Incident,94110,1:48
Medical Incident,94112,1:36
Structure Fire,94115,0:30
Medical Incident,94134,2:08
Alarms,94110,1:43
Medical Incident,94133,2:27
Alarms,94102,1:01
Medical Incident,94115,2:00
Outside Fire,94132,0:15
Medical Incident,94110,1:29
Medical Incident,94115,35:33:00
Medical Incident,94110,2:20
Medical Incident,94112,3:24
Outside Fire,94110,0:41
Traffic Collision,94131,1:36
Structure Fire,94115,0:49
Medical Incident,94133,3:25
Medical Incident,94124,1:02
Medical Incident,94133,1:34
Alarms,94102,1:17
Elevator / Escalator Rescue,94117,0:11
Structure Fire,94107,3:06
Alarms,94124,11:15
Medical Incident,94110,3:37
Medical Incident,94102,1:52
Medical Incident,94134,3:23
Medical Incident,94117,0:28
Medical Incident,94112,3:44
Structure Fire,94122,22:26
Train / Rail Incident,94111,1:08
Medical Incident,94114,1:37
Elevator / Escalator Rescue,94103,0:45
Structure Fire,94110,6:51
Medical Incident,94109,1:24
Vehicle Fire,94122,6:39
Medical Incident,94110,4:26
Medical Incident,94103,1:43
Elevator / Escalator Rescue,94115,3:07
Other,94110,3:47
Medical Incident,94132,2:36
Medical Incident,94109,0:37
Medical Incident,94109,2:21
Medical Incident,94112,0:53
Medical Incident,94111,3:20
Gas Leak (Natural and LP Gases),94124,2:00
Medical Incident,94103,0:28
Medical Incident,94112,4:43
Medical Incident,94132,1:49
Medical Incident,94122,1:14
Medical Incident,94121,3:32
Structure Fire,94107,0:30
Structure Fire,94109,2:17
Alarms,94107,2:20
Medical Incident,94118,4:18
Medical Incident,94116,5:19
Medical Incident,94103,1:01
Medical Incident,94115,1:16
Alarms,94133,2:08
Alarms,94110,22:26
Train / Rail Incident,94111,0:37
Medical Incident,94109,2:02
Medical Incident,94134,1:09
Medical Incident,94116,3:20
Medical Incident,94122,0:08
Structure Fire,94121,2:44
Medical Incident,94102,0:53
Medical Incident,94122,3:43
Medical Incident,94110,0:41
Medical Incident,94133,7:47
Medical Incident,94102,1:09
Medical Incident,94116,47:07:00
Medical Incident,94107,1:20
Structure Fire,94107,1:08
Medical Incident,94114,2:16
Medical Incident,94122,3:01
Medical Incident,94103,2:19
Medical Incident,94103,3:39
Medical Incident,94132,1:11
Medical Incident,94124,2:41
Medical Incident,94132,1:50
Medical Incident,94102,1:36
Medical Incident,94133,3:41
Medical Incident,94132,1:16
Medical Incident,94124,2:47
Medical Incident,94115,1:32
Medical Incident,94122,1:42
Medical Incident,94102,1:18
Medical Incident,94122,2:09
Medical Incident,94110,4:19
Medical Incident,94110,0:03:39
Structure Fire,94103,1:51
Medical Incident,94102,2:46
Medical Incident,94112,0:18
Structure Fire,94117,1:36
Structure Fire,94115,1:43
Medical Incident,94112,0:20
Other,94102,8:30
Medical Incident,94117,1:21
Alarms,94121,1:28
Alarms,94110,2:06
Alarms,94117,3:16
Medical Incident,94112,0:15
Medical Incident,94109,2:27
Medical Incident,94102,0:00
Other,94116,3:44
Medical Incident,94122,1:14
Medical Incident,94104,1:51
Medical Incident,94122,0:39
Medical Incident,94116,2:25
Medical Incident,94109,0:41
Medical Incident,94133,3:05
Medical Incident,94102,5:01
Medical Incident,94102,0:29
Medical Incident,94102,5:44
Medical Incident,94102,4:22
Medical Incident,94107,16:34
Medical Incident,94103,2:07
Medical Incident,94102,3:44
Structure Fire,94122,0:58
Alarms,94105,1:24
Medical Incident,94107,2:58
Medical Incident,94103,4:00
Medical Incident,94110,0:23
Traffic Collision,94102,3:10
Medical Incident,94103,22:26
Train / Rail Incident,94111,1:16
Medical Incident,94132,2:25
Medical Incident,94109,0:14
Structure Fire,94109,2:23
Medical Incident,94103,2:20
Medical Incident,94109,0:52
Medical Incident,94103,3:07
Medical Incident,94103,1:45
Medical Incident,94107,3:19
Medical Incident,94108,1:45
Medical Incident,94109,1:45
Medical Incident,94115,2:12
Medical Incident,94117,1:41
Medical Incident,94115,6:51
Medical Incident,94109,2:19
Medical Incident,94103,1:56
Medical Incident,94133,11:15
Medical Incident,94110,2:22
Alarms,94110,7:06
Medical Incident,94102,3:19
Medical Incident,94103,3:31
Medical Incident,94102,7:01
Medical Incident,94105,0:43
Outside Fire,94116,0:15
Structure Fire,94104,4:09
Medical Incident,94103,1:20
Structure Fire,94107,1:25
Alarms,94109,0:14
Medical Incident,94115,1:11
Medical Incident,94109,1:24
Vehicle Fire,94122,2:52
Elevator / Escalator Rescue,94107,3:06
Alarms,94124,2:49
Citizen Assist / Service Call,94121,0:14
Structure Fire,94109,3:55
Medical Incident,94115,1:04
Medical Incident,94109,0:24
Medical Incident,94102,0:51
Other,94105,3:29
Medical Incident,94109,3:17
Medical Incident,94107,1:39
Medical Incident,94115,1:18
Medical Incident,94122,2:41
Medical Incident,94132,3:47
Medical Incident,94116,1:33
Medical Incident,94102,2:15
Medical Incident,94122,0:18
Medical Incident,94122,7:32
Medical Incident,94103,1:47
Medical Incident,94158,1:01
Medical Incident,94123,3:24
Medical Incident,94131,1:20
Structure Fire,94107,2:18
Medical Incident,94121,0:15
Other,94124,1:21
Medical Incident,94124,2:19
Medical Incident,94109,2:11
Medical Incident,94105,0:37
Medical Incident,94109,1:36
Structure Fire,94115,1:25
Medical Incident,94134,1:16
Medical Incident,94107,2:22
Medical Incident,94133,2:20
Medical Incident,94118,2:12
Medical Incident,94117,3:01
Medical Incident,94103,1:21
Alarms,94121,3:59
Medical Incident,94118,1:24
Vehicle Fire,94122,1:18
Medical Incident,94122,2:16
Medical Incident,94109,0:53
Medical Incident,94122,4:45
Medical Incident,94133,3:32
Medical Incident,94129,2:50
Medical Incident,94114,1:24
Medical Incident,94102,0:15
Traffic Collision,94114,2:44
Alarms,94109,2:59
Medical Incident,94108,22:26
Train / Rail Incident,94111,0:31
Structure Fire,94103,5:28
Medical Incident,94109,1:45
Medical Incident,94115,1:46
Medical Incident,94110,2:08
Medical Incident,94132,0:44
Medical Incident,94105,2:32
Medical Incident,94124,0:15
Traffic Collision,94114,1:21
Medical Incident,94122,3:10
Medical Incident,94111,1:16
Medical Incident,94107,1:11
Structure Fire,94112,2:35
Traffic Collision,94117,2:14
Medical Incident,94112,1:21
Medical Incident,94102,3:45
Medical Incident,94118,0:21
Outside Fire,94103,22:26
Train / Rail Incident,94111,2:27
Alarms,94102,3:50
Medical Incident,94102,2:21
Medical Incident,94112,0:03:39
Structure Fire,94103,0:15
Structure Fire,94104,1:45
Alarms,94107,1:35
Elevator / Escalator Rescue,94102,2:21
Alarms,94102,2:44
Alarms,94109,3:05
Medical Incident,94102,1:53
Alarms,94103,0:30
Traffic Collision,94110,2:32
Vehicle Fire,94122,1:14
Medical Incident,94121,1:50
Medical Incident,94102,1:42
Medical Incident,94102,2:52
Medical Incident,94105,2:16
Alarms,94107,3:23
Medical Incident,94132,0:52
Medical Incident,94123,2:16
Medical Incident,94109,3:44
Structure Fire,94122,3:44
Structure Fire,94122,3:59
Medical Incident,94118,3:07
Medical Incident,94109,4:22
Medical Incident,94110,3:47
Medical Incident,94132,0:03:39
Structure Fire,94103,4:26
Medical Incident,94103,7:56
Medical Incident,94110,2:29
Medical Incident,94110,0:18
Medical Incident,94122,3:53
Medical Incident,94133,1:26
Medical Incident,94103,1:21
Medical Incident,94132,3:30
Medical Incident,94114,2:02
Medical Incident,94107,18:14
Medical Incident,94103,0:41
Traffic Collision,94131,2:07
Medical Incident,94129,1:26
Medical Incident,94129,1:52
Medical Incident,94116,22:26
Train / Rail Incident,94111,1:12
Medical Incident,94111,1:43
Medical Incident,94112,1:36
Medical Incident,94109,0:18
Medical Incident,94132,3:50
Medical Incident,94102,0:24
Medical Incident,94103,1:16
Medical Incident,94124,6:05
Medical Incident,94124,1:19
Alarms,94110,2:06
Alarms,94117,1:36
Structure Fire,94115,1:45
Medical Incident,94102,0:23
Traffic Collision,94102,2:22
Medical Incident,94111,3:30
Medical Incident,94129,0:41
Medical Incident,94133,22:26
Train / Rail Incident,94111,1:43
Medical Incident,94112,1:43
Alarms,94114,0:50
Structure Fire,94117,1:14
Medical Incident,94121,1:11
Structure Fire,94112,22:26
Train / Rail Incident,94111,1:36
Structure Fire,94115,0:33
Medical Incident,94121,3:53
Medical Incident,94116,2:01
Medical Incident,94122,1:31
Medical Incident,94115,1:44
Alarms,94107,2:11
Medical Incident,94107,0:46
Medical Incident,94110,3:59
Medical Incident,94102,2:10
Citizen Assist / Service Call,94102,5:35
Medical Incident,94133,28:54:00
Medical Incident,94122,2:23
Medical Incident,94103,1:34
Medical Incident,94102,2:12
Alarms,94117,1:23
Medical Incident,94109,5:03
Medical Incident,94134,0:49
Medical Incident,94122,3:05
Medical Incident,94102,1:42
Medical Incident,94102,6:01
Medical Incident,94109,3:47
Medical Incident,94116,1:24
Vehicle Fire,94122,2:10
Medical Incident,94124,2:54
Medical Incident,94122,1:18
Medical Incident,94122,7:01
Medical Incident,94105,1:29
Medical Incident,94124,1:20
Structure Fire,94107,0:51
Medical Incident,94115,1:11
Structure Fire,94112,1:10
Outside Fire,94110,0:51
Other,94114,2:27
Medical Incident,94129,1:43
Medical Incident,94112,0:24
Medical Incident,94102,1:41
Medical Incident,94112,1:11
Structure Fire,94112,2:59
Medical Incident,94108,1:45
Alarms,94107,2:50
Medical Incident,94117,1:26
Medical Incident,94110,0:40
Medical Incident,94124,1:45
Medical Incident,94103,1:31
Medical Incident,94115,1:30
Medical Incident,94108,1:16
Medical Incident,94107,2:10
Medical Incident,94124,2:11
Medical Incident,94109,2:44
Alarms,94109,5:45
Medical Incident,94121,2:37
Medical Incident,94110,0:37
Medical Incident,94115,3:20
Medical Incident,94122,3:59
Medical Incident,94102,1:11
Medical Incident,94124,1:16
Alarms,94133,1:11
Structure Fire,94112,2:44
Elevator / Escalator Rescue,94102,2:11
Medical Incident,94105,1:25
Alarms,94109,3:44
Medical Incident,94122,2:48
Vehicle Fire,94105,2:20
Medical Incident,94112,1:21
Medical Incident,94122,22:26
Train / Rail Incident,94111,0:35
Medical Incident,94105,1:24
Medical Incident,94103,6:51
Medical Incident,94109,2:08
Alarms,94110,0:04:59
Structure Fire,94103,3:26
Medical Incident,94103,1:32
Medical Incident,94122,1:55
Medical Incident,94102,1:53
Medical Incident,94118,1:52
Medical Incident,94116,1:13
Traffic Collision,94110,1:11
Structure Fire,94112,2:03
Medical Incident,94108,3:44
Medical Incident,94122,2:00
Medical Incident,94123,2:32
Medical Incident,94112,2:35
Traffic Collision,94117,0:13
Medical Incident,94110,2:30
Medical Incident,94103,18:43
Medical Incident,94132,1:19
Medical Incident,94102,1:34
Alarms,94102,3:59
Medical Incident,94103,2:27
Alarms,94102,4:03
Medical Incident,94122,1:13
Traffic Collision,94110,1:51
Elevator / Escalator Rescue,94109,8:30
Medical Incident,94117,3:29
Medical Incident,94109,3:44
Structure Fire,94122,1:49
Alarms,94117,4:57
Medical Incident,94107,0:57
Medical Incident,94110,0:34
Medical Incident,94117,1:29
Alarms,94134,4:47
Medical Incident,94112,1:49
Alarms,94117,1:45
Elevator / Escalator Rescue,94109,2:08
Medical Incident,94114,3:20
Medical Incident,94103,0:46
Medical Incident,94109,2:22
Medical Incident,94111,1:16
Alarms,94133,2:06
Alarms,94117,1:20
Structure Fire,94107,1:43
Medical Incident,94103,1:45
Medical Incident,94103,2:22
Medical Incident,94133,4:30
Medical Incident,94110,2:35
Traffic Collision,94133,1:14
Medical Incident,94115,2:10
Medical Incident,94117,3:10
Medical Incident,94111,3:16
Medical Incident,94114,2:15
Medical Incident,94122,3:24
Outside Fire,94110,2:14
Medical Incident,94112,2:23
Medical Incident,94103,0:08
Structure Fire,94121,2:10
Medical Incident,94117,2:12
Alarms,94117,2:17
Alarms,94107,3:12
Medical Incident,94108,22:26
Train / Rail Incident,94111,6:19
Medical Incident,94103,1:34
Medical Incident,94102,2:46
Medical Incident,94103,0:49
Medical Incident,94133,3:57
Medical Incident,94133,0:21
Other,94102,5:22
Medical Incident,94117,1:14
Medical Incident,94115,1:19
Alarms,94110,2:03
Medical Incident,94110,4:20
Medical Incident,94110,1:11
Medical Incident,94102,2:45
Medical Incident,94103,0:22
Medical Incident,94110,1:18
Medical Incident,94122,1:20
Medical Incident,94123,3:56
Medical Incident,94109,1:53
Alarms,94103,2:32
Vehicle Fire,94122,0:40
Medical Incident,94124,2:48
Medical Incident,94133,2:35
Traffic Collision,94133,2:02
Medical Incident,94133,4:45
Medical Incident,94133,1:43
Medical Incident,94102,12:44
Citizen Assist / Service Call,94102,1:36
Structure Fire,94115,0:46
Medical Incident,94117,0:23
Traffic Collision,94102,2:20
Alarms,94109,0:41
Traffic Collision,94131,17:33
Other,94130,2:27
Medical Incident,94129,1:29
Alarms,94134,1:48
Medical Incident,94112,0:31
Medical Incident,94124,3:19
Medical Incident,94103,4:18
Medical Incident,94116,1:23
Medical Incident,94102,1:08
Medical Incident,94109,2:23
Medical Incident,94109,3:07
Medical Incident,94109,1:45
Medical Incident,94107,0:00
Medical Incident,94109,1:43
Medical Incident,94112,2:10
Medical Incident,94117,1:08
Medical Incident,94112,3:31
Medical Incident,94102,1:04
Medical Incident,94109,0:03:39
Structure Fire,94103,0:59
Medical Incident,94117,0:50
Medical Incident,94103,2:16
Citizen Assist / Service Call,94133,2:16
Medical Incident,94122,2:20
Alarms,94109,2:17
Alarms,94107,0:37
Medical Incident,94115,0:52
Medical Incident,94118,1:44
Alarms,94107,0:56
Medical Incident,94133,1:23
Medical Incident,94102,0:31
Medical Incident,94109,1:32
Medical Incident,94122,8:27
Medical Incident,94110,2:47
Medical Incident,94115,12:58
Alarms,94117,1:36
Structure Fire,94115,0:17
Medical Incident,94105,2:48
Vehicle Fire,94105,1:11
Medical Incident,94102,3:27
Alarms,94117,0:31
Medical Incident,94109,1:12
Medical Incident,94111,5:33
Medical Incident,94109,3:20
Gas Leak (Natural and LP Gases),94124,1:09
Structure Fire,94102,0:14
Medical Incident,94123,3:02
Citizen Assist / Service Call,94114,0:54
Medical Incident,94103,0:16
Medical Incident,94109,0:23
Traffic Collision,94102,0:23
Traffic Collision,94102,1:42
Medical Incident,94102,3:44
Structure Fire,94122,0:57
Medical Incident,94110,2:33
Medical Incident,94110,0:24
Medical Incident,94102,1:53
Alarms,94103,1:43
Medical Incident,94121,22:26
Train / Rail Incident,94111,1:45
Medical Incident,94109,6:51
Medical Incident,94109,12:44
Citizen Assist / Service Call,94102,3:56
Medical Incident,94110,2:44
Medical Incident,94124,23:43
Vehicle Fire,94122,3:09
Medical Incident,94103,3:59
Medical Incident,94103,1:20
Medical Incident,94123,3:58
Alarms,94109,3:27
Alarms,94117,2:48
Medical Incident,94134,3:44
Structure Fire,94122,0:11
Structure Fire,94107,2:45
Medical Incident,94103,5:33
Medical Incident,94115,0:50
Medical Incident,94103,3:19
Medical Incident,94103,2:07
Medical Incident,94103,4:48
Medical Incident,94107,0:45
Structure Fire,94110,3:45
Medical Incident,94118,2:22
Alarms,94110,2:47
Medical Incident,94115,1:21
Alarms,94121,4:14
Medical Incident,94103,1:11
Structure Fire,94112,2:16
Medical Incident,94108,0:30
Structure Fire,94109,1:18
Medical Incident,94122,0:52
Medical Incident,94123,1:20
Structure Fire,94107,1:45
Medical Incident,94102,1:58
Medical Incident,94109,2:11
Medical Incident,94115,1:20
Structure Fire,94107,1:24
Citizen Assist / Service Call,94121,2:44
Medical Incident,94102,2:16
Alarms,94109,2:47
Medical Incident,94115,2:50
Medical Incident,94114,2:12
Alarms,94117,0:36
Medical Incident,94131,2:23
Medical Incident,94103,0:49
Alarms,94110,1:34
Alarms,94102,0:17
Medical Incident,94103,2:49
Medical Incident,94117,2:11
Medical Incident,94109,3:24
Medical Incident,94131,4:03
Medical Incident,94122,1:11
Medical Incident,94109,1:33
Medical Incident,94102,1:44
Medical Incident,94103,2:23
Medical Incident,94109,1:59
Medical Incident,94107,1:08
Medical Incident,94109,0:00
Other,94130,2:16
Medical Incident,94122,1:44
Medical Incident,94103,1:36
Structure Fire,94115,1:36
Medical Incident,94109,1:51
Medical Incident,94132,0:58
Medical Incident,94102,2:28
Citizen Assist / Service Call,94132,1:42
Outside Fire,94109,1:42
Medical Incident,94102,3:53
Medical Incident,94116,1:25
Medical Incident,94134,1:44
Medical Incident,94110,1:24
Vehicle Fire,94122,3:11
Medical Incident,94102,3:35
Medical Incident,94114,1:36
Structure Fire,94115,1:26
Medical Incident,94103,1:43
Alarms,94114,22:26
Train / Rail Incident,94111,5:04
Medical Incident,94102,2:01
Medical Incident,94122,4:38
Medical Incident,94112,2:17
Medical Incident,94124,1:24
Vehicle Fire,94122,0:53
Medical Incident,94111,2:13
Medical Incident,94103,2:16
Alarms,94109,1:29
Medical Incident,94115,2:16
Alarms,94107,1:28
Alarms,94110,0:34
Medical Incident,94117,2:21
Medical Incident,94114,5:45
Medical Incident,94121,8:21
Medical Incident,94110,0:50
Medical Incident,94103,1:26
Medical Incident,94129,1:25
Alarms,94109,0:58
Alarms,94105,3:44
Structure Fire,94117,1:44
Alarms,94107,1:31
Medical Incident,94115,3:08
Medical Incident,94102,1:01
Medical Incident,94110,2:07
Medical Incident,94129,4:33
Medical Incident,94110,1:24
Vehicle Fire,94122,4:56
Medical Incident,94116,5:54
Alarms,94123,0:40
Medical Incident,94124,2:17
Medical Incident,94124,0:56
Medical Incident,94133,0:33
Medical Incident,94121,2:46
Medical Incident,94112,2:48
Medical Incident,94133,1:32
Medical Incident,94158,2:03
Medical Incident,94108,2:08
Medical Incident,94132,1:24
Medical Incident,94103,1:53
Medical Incident,94118,18:55
Medical Incident,94112,0:49
Alarms,94110,3:27
Alarms,94117,3:05
Medical Incident,94102,7:16
Citizen Assist / Service Call,94109,2:15
Medical Incident,94122,3:44
Structure Fire,94122,2:20
Alarms,94109,3:20
Medical Incident,94103,4:43
Medical Incident,94132,0:29
Medical Incident,94134,5:34
Medical Incident,94103,0:46
Medical Incident,94109,2:11
Medical Incident,94115,1:11
Structure Fire,94112,3:35
Medical Incident,94110,0:03:39
Structure Fire,94103,1:24
Vehicle Fire,94122,0:39
Traffic Collision,94102,0:40
Medical Incident,94102,1:20
Structure Fire,94107,22:26
Train / Rail Incident,94111,0:18
Structure Fire,94117,2:19
Medical Incident,94103,2:48
Medical Incident,94134,2:15
Medical Incident,94103,0:48
Citizen Assist / Service Call,94116,2:21
Alarms,94102,1:35
Other,94110,0:51
Medical Incident,94115,1:43
Medical Incident,94121,5:54
Alarms,94123,2:08
Medical Incident,94114,0:39
Medical Incident,94116,0:03:39
Structure Fire,94103,1:21
Medical Incident,94132,4:13
Medical Incident,94109,2:16
Medical Incident,94108,18:55
Medical Incident,94112,0:52
Medical Incident,94118,2:15
Medical Incident,94121,0:49
Alarms,94110,0:03:39
Structure Fire,94103,1:42
Medical Incident,94102,3:10
Medical Incident,94112,1:33
Medical Incident,94109,1:02
Medical Incident,94133,0:18
Medical Incident,94110,2:17
Medical Incident,94121,1:32
Medical Incident,94122,4:19
Medical Incident,94110,5:03
Medical Incident,94134,3:35
Medical Incident,94114,3:11
Medical Incident,94102,2:21
Medical Incident,94112,3:22
Medical Incident,94122,1:23
Medical Incident,94109,2:16
Alarms,94109,0:03:39
Structure Fire,94103,1:48
Medical Incident,94112,1:24
Vehicle Fire,94122,4:22
Medical Incident,94115,1:16
Medical Incident,94132,1:41
Medical Incident,94112,1:44
Medical Incident,94102,1:19
Alarms,94110,8:21
Medical Incident,94110,3:07
Medical Incident,94103,1:29
Alarms,94134,1:52
Medical Incident,94134,1:49
Medical Incident,94115,5:54
Alarms,94123,2:17
Medical Incident,94109,1:29
Medical Incident,94115,1:24
Vehicle Fire,94122,0:59
Medical Incident,94117,4:06
Medical Incident,94102,0:54
Medical Incident,94103,1:43
Alarms,94114,1:47
Medical Incident,94103,0:40
Medical Incident,94124,2:15
Alarms,94107,1:51
Medical Incident,94122,1:43
Medical Incident,94133,1:44
Medical Incident,94110,0:39
Traffic Collision,94102,0:26
Medical Incident,94121,2:01
Medical Incident,94122,3:10
Medical Incident,94103,1:51
Medical Incident,94102,2:15
Alarms,94107,3:45
Medical Incident,94102,0:41
Medical Incident,94109,2:44
Medical Incident,94124,0:37
Medical Incident,94109,2:46
Other,94123,2:19
Medical Incident,94103,1:59
Medical Incident,94107,1:44
Medical Incident,94110,1:49
Medical Incident,94115,0:15
Medical Incident,94158,4:13
Medical Incident,94133,0:00
Medical Incident,94112,0:23
Traffic Collision,94102,2:57
Medical Incident,94118,6:19
Medical Incident,94103,2:15
Alarms,94107,22:26
Train / Rail Incident,94111,1:16
Medical Incident,94107,0:50
Medical Incident,94109,0:30
Traffic Collision,94110,0:17
Medical Incident,94103,3:48
Medical Incident,94118,3:21
Medical Incident,94103,3:53
Medical Incident,94133,0:20
Medical Incident,94102,5:34
Medical Incident,94103,1:29
Medical Incident,94110,1:59
Medical Incident,94102,2:47
Medical Incident,94117,1:20
Medical Incident,94134,2:52
Water Rescue,94123,4:03
Traffic Collision,94107,2:41
Medical Incident,94103,1:05
Outside Fire,94111,2:39
Medical Incident,94103,1:57
Outside Fire,94103,3:14
Medical Incident,94112,2:01
Medical Incident,94109,2:12
Alarms,94102,1:21
Medical Incident,94103,15:36
Medical Incident,94131,1:23
Outside Fire,94103,0:19
Medical Incident,94107,1:28
Medical Incident,94114,0:28
Medical Incident,94116,3:20
Medical Incident,94107,2:19
Vehicle Fire,94114,0:56
Medical Incident,94117,1:49
Alarms,94111,2:52
Water Rescue,94123,1:41
Medical Incident,94121,2:32
Medical Incident,94111,1:34
Medical Incident,94103,2:43
Medical Incident,94109,5:11
Medical Incident,94102,13:25
Medical Incident,94112,2:16
Medical Incident,94121,1:09
Medical Incident,94118,2:06
Structure Fire,94127,2:41
Outside Fire,94124,1:12
Medical Incident,94118,2:52
Water Rescue,94123,2:26
Medical Incident,94102,1:04
Structure Fire,94102,0:47
Medical Incident,94158,2:06
Medical Incident,94114,3:04
Medical Incident,94117,7:29
Medical Incident,94102,0:29
Medical Incident,94118,0:21
Medical Incident,94103,0:46
Medical Incident,94102,14:02
Traffic Collision,94134,2:01
Medical Incident,94109,4:03
Traffic Collision,94107,1:30
Medical Incident,94102,2:11
Medical Incident,94112,5:51
Medical Incident,94109,2:45
Medical Incident,94110,3:25
Medical Incident,94102,0:28
Medical Incident,94103,5:17
Medical Incident,94102,1:55
Medical Incident,94132,4:06
Medical Incident,94111,3:42
Medical Incident,94103,1:30
Medical Incident,94103,1:58
Alarms,94115,2:32
Medical Incident,94111,1:14
Medical Incident,94112,0:23
