,call_type,received_timestamp,row_id,zipcode_of_incident
6883,Medical Incident,2018-01-16 00:27:50.000000 UTC,180160059-E01,94102
6884,Structure Fire,2018-01-16 09:34:57.000000 UTC,180161151-E38,94115
6885,Medical Incident,2018-01-16 20:55:17.000000 UTC,180163983-E42,94124
6886,Medical Incident,2018-01-16 04:35:00.000000 UTC,180160385-E42,94124
6887,Structure Fire,2018-01-16 13:00:16.000000 UTC,180162024-T07,94110
6888,Medical Incident,2018-01-16 12:00:30.000000 UTC,180161741-50,94110
6889,Medical Incident,2018-01-16 06:48:30.000000 UTC,180160581-95,94133
6890,Medical Incident,2018-01-16 18:51:20.000000 UTC,180163575-74,94105
6891,Medical Incident,2018-01-16 17:14:37.000000 UTC,180163158-RC3,94107
6892,Medical Incident,2018-01-16 13:39:52.000000 UTC,180162234-95,94109
6893,Alarms,2018-01-16 20:30:54.000000 UTC,180163926-E07,94110
6894,Medical Incident,2018-01-16 12:40:56.000000 UTC,180161951-79,94108
6895,Medical Incident,2018-01-16 10:17:32.000000 UTC,180161321-83,94118
6896,Alarms,2018-01-16 13:35:45.000000 UTC,180162230-B05,94109
6897,Alarms,2018-01-16 19:41:09.000000 UTC,180163753-B05,94115
6898,Medical Incident,2018-01-16 19:15:02.000000 UTC,180163668-72,94133
6899,Medical Incident,2018-01-16 00:28:43.000000 UTC,180160062-E48,94130
6900,Medical Incident,2018-01-16 22:30:29.000000 UTC,180164262-E32,94110
6901,Medical Incident,2018-01-16 05:05:37.000000 UTC,180160433-95,94103
6902,Medical Incident,2018-01-16 10:17:32.000000 UTC,180161321-T16,94118
6903,Medical Incident,2018-01-16 02:12:20.000000 UTC,180160231-91,94102
6904,Medical Incident,2018-01-16 22:38:29.000000 UTC,180164276-91,94114
6905,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-MA1,94133
6906,Medical Incident,2018-01-16 17:14:37.000000 UTC,180163158-RC2,94107
6907,Medical Incident,2018-01-16 12:29:31.000000 UTC,180161882-74,94116
6908,Smoke Investigation (Outside),2018-01-16 20:13:19.000000 UTC,180163864-E34,94121
6909,Medical Incident,2018-01-16 16:59:24.000000 UTC,180163084-70,94108
6910,Medical Incident,2018-01-16 10:32:16.000000 UTC,180161390-79,94102
6911,Medical Incident,2018-01-16 13:18:18.000000 UTC,180162116-88,94112
6912,Medical Incident,2018-01-16 07:47:31.000000 UTC,180160744-62,94131
6913,Medical Incident,2018-01-16 10:37:00.000000 UTC,180161405-T10,94118
6914,Medical Incident,2018-01-16 03:03:48.000000 UTC,180160281-79,94112
6915,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-B04,94108
6916,Structure Fire,2018-01-16 02:29:06.000000 UTC,180160244-T09,94124
6917,Medical Incident,2018-01-16 12:22:50.000000 UTC,180161841-64,94134
6918,Medical Incident,2018-01-16 08:53:55.000000 UTC,180161002-60,94112
6919,Medical Incident,2018-01-16 19:59:58.000000 UTC,180163823-T03,94102
6920,Medical Incident,2018-01-16 14:11:27.000000 UTC,180162365-E36,94103
6921,Alarms,2018-01-16 01:02:31.000000 UTC,180160128-E16,94129
6922,Structure Fire,2018-01-16 05:57:58.000000 UTC,180160496-D3,94110
6923,Medical Incident,2018-01-16 14:21:19.000000 UTC,180162410-E16,94108
6924,Medical Incident,2018-01-16 06:25:59.000000 UTC,180160542-RC4,94134
6925,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-T03,94115
6926,Medical Incident,2018-01-16 00:12:41.000000 UTC,180160024-65,94124
6927,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-T10,94123
6928,Medical Incident,2018-01-16 10:23:18.000000 UTC,180161355-88,94102
6929,Medical Incident,2018-01-16 09:34:49.000000 UTC,180161162-E22,94122
6930,Medical Incident,2018-01-16 10:40:28.000000 UTC,180161424-RA48,94130
6931,Other,2018-01-16 17:37:57.000000 UTC,180163270-E29,94103
6932,Traffic Collision,2018-01-16 18:00:05.000000 UTC,180163368-E26,94112
6933,Medical Incident,2018-01-16 17:20:31.000000 UTC,180163196-54,94115
6934,Medical Incident,2018-01-16 22:23:34.000000 UTC,180164241-AM124,94124
6935,Medical Incident,2018-01-16 16:57:06.000000 UTC,180163079-88,94102
6936,Structure Fire,2018-01-16 18:53:07.000000 UTC,180163583-B01,94102
6937,Medical Incident,2018-01-16 22:38:29.000000 UTC,180164276-E24,94114
6938,Medical Incident,2018-01-16 09:31:24.000000 UTC,180161134-E13,94111
6939,Medical Incident,2018-01-16 19:59:58.000000 UTC,180163823-E03,94102
6940,Medical Incident,2018-01-16 13:55:39.000000 UTC,180162307-57,94124
6941,Medical Incident,2018-01-16 07:32:25.000000 UTC,180160702-E01,94103
6942,Medical Incident,2018-01-16 06:21:48.000000 UTC,180160539-65,94115
6943,Alarms,2018-01-16 16:58:19.000000 UTC,180163077-B05,94115
6944,Medical Incident,2018-01-16 20:22:35.000000 UTC,180163891-RS1,94103
6945,Medical Incident,2018-01-16 01:18:52.000000 UTC,180160160-91,94103
6946,Medical Incident,2018-01-16 14:36:26.000000 UTC,180162472-E19,94132
6947,Alarms,2018-01-16 11:17:20.000000 UTC,180161576-B04,94118
6948,Medical Incident,2018-01-16 10:40:28.000000 UTC,180161424-81,94130
6949,Medical Incident,2018-01-16 14:39:52.000000 UTC,180162489-74,94134
6950,Medical Incident,2018-01-16 16:01:08.000000 UTC,180162846-83,94103
6951,Medical Incident,2018-01-16 15:15:29.000000 UTC,180162651-57,94110
6952,Medical Incident,2018-01-16 20:19:01.000000 UTC,180163885-E36,94103
6953,Alarms,2018-01-16 19:47:47.000000 UTC,180163778-T16,94115
6954,Medical Incident,2018-01-16 08:04:27.000000 UTC,180160799-E01,94103
6955,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-B01,94123
6956,Structure Fire,2018-01-16 02:29:06.000000 UTC,180160244-B10,94124
6957,Other,2018-01-16 06:48:56.000000 UTC,180160583-E36,94103
6958,Traffic Collision,2018-01-16 07:21:50.000000 UTC,180160682-61,94110
6959,Medical Incident,2018-01-16 12:54:25.000000 UTC,180162006-63,94131
6960,Medical Incident,2018-01-16 05:31:37.000000 UTC,180160462-AM102,94110
6961,Medical Incident,2018-01-16 00:41:08.000000 UTC,180160081-62,94110
6962,Medical Incident,2018-01-16 04:57:36.000000 UTC,180160419-57,94131
6963,Medical Incident,2018-01-16 02:15:31.000000 UTC,180160235-RA48,94130
6964,Medical Incident,2018-01-16 16:59:50.000000 UTC,180163086-E15,94134
6965,Medical Incident,2018-01-16 18:41:33.000000 UTC,180163554-94,94103
6966,Gas Leak (Natural and LP Gases),2018-01-16 14:53:26.000000 UTC,180162547-62,94123
6967,Medical Incident,2018-01-16 16:58:41.000000 UTC,180163068-66,94103
6968,Medical Incident,2018-01-16 17:07:21.000000 UTC,180163120-87,94134
6969,Alarms,2018-01-16 23:34:15.000000 UTC,180164386-E41,94108
6970,Medical Incident,2018-01-16 13:00:35.000000 UTC,180162025-81,94110
6971,Medical Incident,2018-01-16 15:04:23.000000 UTC,180162588-75,94103
6972,Traffic Collision,2018-01-16 01:37:09.000000 UTC,180160182-85,94124
6973,Alarms,2018-01-16 17:17:40.000000 UTC,180163178-E05,94108
6974,Alarms,2018-01-16 10:54:33.000000 UTC,180161485-T03,94109
6975,Traffic Collision,2018-01-16 10:32:23.000000 UTC,180161386-61,94102
6976,Medical Incident,2018-01-16 20:28:47.000000 UTC,180163921-62,94107
6977,Medical Incident,2018-01-16 15:13:22.000000 UTC,180162640-KM02,94103
6978,Medical Incident,2018-01-16 02:37:02.000000 UTC,180160249-E01,94103
6979,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-E36,94115
6980,Alarms,2018-01-16 00:12:04.000000 UTC,180160025-B04,94115
6981,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-E03,94108
6982,Medical Incident,2018-01-16 19:54:42.000000 UTC,180163812-93,94112
6983,Medical Incident,2018-01-16 15:45:52.000000 UTC,180162755-86,94102
6984,Other,2018-01-16 19:42:28.000000 UTC,180163754-E39,94127
6985,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-T02,94108
6986,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-E38,94115
6987,Medical Incident,2018-01-16 12:41:27.000000 UTC,180161943-E21,94115
6988,Structure Fire,2018-01-16 20:01:54.000000 UTC,180163826-E13,94105
6989,Medical Incident,2018-01-16 10:37:00.000000 UTC,180161405-E10,94118
6990,Medical Incident,2018-01-16 22:47:19.000000 UTC,180164296-RC4,94124
6991,Medical Incident,2018-01-16 00:27:50.000000 UTC,180160059-78,94102
6992,Citizen Assist / Service Call,2018-01-16 03:47:38.000000 UTC,180160328-T19,94116
6993,Medical Incident,2018-01-16 13:09:23.000000 UTC,180162061-59,94103
6994,Alarms,2018-01-16 16:58:19.000000 UTC,180163077-T10,94115
6995,Structure Fire,2018-01-16 18:53:07.000000 UTC,180163583-B02,94102
6996,Medical Incident,2018-01-16 17:42:10.000000 UTC,180163294-63,94131
6997,Alarms,2018-01-16 17:30:52.000000 UTC,180163233-B06,94110
6998,Medical Incident,2018-01-16 02:57:24.000000 UTC,180160272-E18,94116
6999,Medical Incident,2018-01-16 20:10:21.000000 UTC,180163856-66,94103
7000,Medical Incident,2018-01-16 00:39:52.000000 UTC,180160095-KM14,94109
7001,Structure Fire,2018-01-16 05:57:58.000000 UTC,180160496-RS2,94110
7002,Alarms,2018-01-16 07:35:40.000000 UTC,180160714-E15,94112
7003,Medical Incident,2018-01-16 15:02:25.000000 UTC,180162585-E08,94103
7004,Medical Incident,2018-01-16 16:59:24.000000 UTC,180163084-E04,94108
7005,Structure Fire,2018-01-16 05:57:58.000000 UTC,180160496-B06,94110
7006,Gas Leak (Natural and LP Gases),2018-01-16 14:22:07.000000 UTC,180162409-E07,94110
7007,Medical Incident,2018-01-16 07:19:14.000000 UTC,180160675-75,94118
7008,Medical Incident,2018-01-16 18:50:08.000000 UTC,180163574-64,94122
7009,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-E28,94108
7010,Medical Incident,2018-01-16 00:39:23.000000 UTC,180160082-72,94105
7011,Alarms,2018-01-16 18:58:49.000000 UTC,180163603-T16,94129
7012,Medical Incident,2018-01-16 02:04:01.000000 UTC,180160223-E21,94117
7013,Alarms,2018-01-16 04:33:23.000000 UTC,180160383-E17,94124
7014,Citizen Assist / Service Call,2018-01-16 22:17:31.000000 UTC,180164223-E21,94115
7015,Medical Incident,2018-01-16 10:13:07.000000 UTC,180161309-KM09,94118
7016,Medical Incident,2018-01-16 15:29:25.000000 UTC,180162691-66,94103
7017,Medical Incident,2018-01-16 10:19:29.000000 UTC,180161330-E17,94124
7018,Medical Incident,2018-01-16 02:15:31.000000 UTC,180160235-62,94130
7019,Alarms,2018-01-16 10:55:53.000000 UTC,180161494-T06,94102
7020,Traffic Collision,2018-01-16 18:00:05.000000 UTC,180163368-65,94112
7021,Alarms,2018-01-16 23:34:15.000000 UTC,180164386-B01,94108
7022,Medical Incident,2018-01-16 00:50:19.000000 UTC,180160106-66,94102
7023,Structure Fire,2018-01-16 13:33:31.000000 UTC,180162180-T01,94102
7024,Medical Incident,2018-01-16 17:15:25.000000 UTC,180163163-64,94122
7025,Medical Incident,2018-01-16 18:54:34.000000 UTC,180163588-KM09,94123
7026,Gas Leak (Natural and LP Gases),2018-01-16 14:22:07.000000 UTC,180162409-T07,94110
7027,Medical Incident,2018-01-16 11:11:03.000000 UTC,180161551-54,94122
7028,Medical Incident,2018-01-16 07:32:25.000000 UTC,180160702-RC3,94103
7029,Medical Incident,2018-01-16 20:10:21.000000 UTC,180163856-E01,94103
7030,Medical Incident,2018-01-16 22:12:49.000000 UTC,180164207-AM120,94132
7031,Alarms,2018-01-16 09:07:47.000000 UTC,180161039-T16,94118
7032,Medical Incident,2018-01-16 22:25:05.000000 UTC,180164245-68,94115
7033,Medical Incident,2018-01-16 14:06:17.000000 UTC,180162347-77,94115
7034,Medical Incident,2018-01-16 13:38:38.000000 UTC,180162213-62,94115
7035,Structure Fire,2018-01-16 18:53:07.000000 UTC,180163583-T01,94102
7036,Medical Incident,2018-01-16 14:21:19.000000 UTC,180162410-79,94108
7037,Medical Incident,2018-01-16 01:35:14.000000 UTC,180160183-71,94107
7038,Medical Incident,2018-01-16 04:05:42.000000 UTC,180160350-89,94102
7039,Medical Incident,2018-01-16 12:51:02.000000 UTC,180161986-E07,94110
7040,Medical Incident,2018-01-16 01:21:33.000000 UTC,180160166-AM120,94114
7041,Medical Incident,2018-01-16 18:42:42.000000 UTC,180163561-57,94107
7042,Gas Leak (Natural and LP Gases),2018-01-16 14:56:45.000000 UTC,180162557-B05,94117
7043,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-62,94115
7044,Medical Incident,2018-01-16 19:15:27.000000 UTC,180163663-AM116,94110
7045,Medical Incident,2018-01-16 18:42:42.000000 UTC,180163561-E08,94107
7046,Medical Incident,2018-01-16 10:30:19.000000 UTC,180161385-AM126,94110
7047,Medical Incident,2018-01-16 10:13:07.000000 UTC,180161309-T10,94118
7048,Alarms,2018-01-16 07:35:40.000000 UTC,180160714-T15,94112
7049,Alarms,2018-01-16 20:53:02.000000 UTC,180163974-E33,94132
7050,Medical Incident,2018-01-16 09:12:33.000000 UTC,180161061-KM02,94102
7051,Structure Fire,2018-01-16 16:53:32.000000 UTC,180163049-E04,94104
7052,Medical Incident,2018-01-16 12:42:23.000000 UTC,180161947-RC1,94104
7053,Medical Incident,2018-01-16 16:02:37.000000 UTC,180162815-E10,94115
7054,Medical Incident,2018-01-16 00:13:33.000000 UTC,180160023-E05,94114
7055,Medical Incident,2018-01-16 11:12:26.000000 UTC,180161554-AM102,94124
7056,Medical Incident,2018-01-16 20:39:38.000000 UTC,180163947-E03,94102
7057,Structure Fire,2018-01-16 13:00:16.000000 UTC,180162024-E05,94110
7058,Alarms,2018-01-16 08:45:23.000000 UTC,180160974-T01,94103
7059,Medical Incident,2018-01-16 04:45:14.000000 UTC,180160402-52,94112
7060,Alarms,2018-01-16 10:55:53.000000 UTC,180161494-B05,94102
7061,Medical Incident,2018-01-16 00:25:56.000000 UTC,180160058-RC1,94103
7062,Medical Incident,2018-01-16 10:19:29.000000 UTC,180161330-74,94124
7063,Structure Fire,2018-01-16 21:46:18.000000 UTC,180164121-T03,94102
7064,Structure Fire,2018-01-16 16:53:32.000000 UTC,180163049-T01,94104
7065,Medical Incident,2018-01-16 09:31:10.000000 UTC,180161142-65,94122
7066,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-T03,94108
7067,Medical Incident,2018-01-16 04:56:19.000000 UTC,180160418-82,94132
7068,Alarms,2018-01-16 08:45:23.000000 UTC,180160974-E01,94103
7069,Medical Incident,2018-01-16 17:04:08.000000 UTC,180163111-74,94102
7070,Alarms,2018-01-16 17:30:52.000000 UTC,180163233-T07,94110
7071,Medical Incident,2018-01-16 12:42:48.000000 UTC,180161948-KM11,94116
7072,Medical Incident,2018-01-16 16:00:08.000000 UTC,180162805-AM116,94110
7073,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-D3,94115
7074,Gas Leak (Natural and LP Gases),2018-01-16 10:48:31.000000 UTC,180161464-B02,94110
7075,Medical Incident,2018-01-16 09:31:24.000000 UTC,180161134-RC1,94111
7076,Citizen Assist / Service Call,2018-01-16 13:38:09.000000 UTC,180162217-E37,94110
7077,Medical Incident,2018-01-16 11:00:31.000000 UTC,180161509-KM06,94109
7078,Medical Incident,2018-01-16 17:42:10.000000 UTC,180163294-E39,94131
7079,Medical Incident,2018-01-16 17:09:09.000000 UTC,180163140-RC4,94112
7080,Medical Incident,2018-01-16 23:13:27.000000 UTC,180164341-E14,94121
7081,Medical Incident,2018-01-16 19:19:19.000000 UTC,180163690-58,94102
7082,Medical Incident,2018-01-16 08:49:32.000000 UTC,180160992-E37,94110
7083,Medical Incident,2018-01-16 14:15:07.000000 UTC,180162390-E03,94109
7084,Medical Incident,2018-01-16 15:04:23.000000 UTC,180162588-T01,94103
7085,Medical Incident,2018-01-16 16:57:06.000000 UTC,180163079-85,94102
7086,Medical Incident,2018-01-16 00:03:45.000000 UTC,180160003-E05,94114
7087,Medical Incident,2018-01-16 22:24:37.000000 UTC,180164238-E36,94103
7088,Medical Incident,2018-01-16 22:24:37.000000 UTC,180164238-67,94103
7089,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-T13,94133
7090,Structure Fire,2018-01-16 05:57:58.000000 UTC,180160496-E37,94110
7091,Medical Incident,2018-01-16 11:47:40.000000 UTC,180161687-T13,94105
7092,Medical Incident,2018-01-16 00:41:08.000000 UTC,180160081-E06,94110
7093,Medical Incident,2018-01-16 16:04:58.000000 UTC,180162830-RC3,94103
7094,Medical Incident,2018-01-16 16:59:18.000000 UTC,180163085-KM11,94114
7095,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-B04,94133
7096,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-B01,94108
7097,Medical Incident,2018-01-16 13:09:23.000000 UTC,180162061-E03,94103
7098,Medical Incident,2018-01-16 14:36:26.000000 UTC,180162472-KM04,94132
7099,Citizen Assist / Service Call,2018-01-16 01:00:39.000000 UTC,180160127-E21,94115
7100,Traffic Collision,2018-01-16 12:14:14.000000 UTC,180161798-E07,94110
7101,Medical Incident,2018-01-16 21:18:08.000000 UTC,180164047-79,94127
7102,Medical Incident,2018-01-16 09:59:10.000000 UTC,180161239-AM110,94133
7103,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-RS2,94123
7104,Gas Leak (Natural and LP Gases),2018-01-16 14:22:07.000000 UTC,180162409-B06,94110
7105,Outside Fire,2018-01-16 12:37:11.000000 UTC,180161926-E06,94110
7106,Alarms,2018-01-16 19:33:30.000000 UTC,180163729-B01,94108
7107,Elevator / Escalator Rescue,2018-01-16 11:57:23.000000 UTC,180161723-T05,94115
7108,Medical Incident,2018-01-16 13:33:12.000000 UTC,180162178-83,94103
7109,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-SO2,94133
7110,Medical Incident,2018-01-16 12:42:23.000000 UTC,180161947-E13,94104
7111,Medical Incident,2018-01-16 01:57:22.000000 UTC,180160209-AM124,94121
7112,Medical Incident,2018-01-16 02:04:01.000000 UTC,180160223-E12,94117
7113,Medical Incident,2018-01-16 16:47:55.000000 UTC,180163028-60,94117
7114,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-T01,94108
7115,Alarms,2018-01-16 17:32:43.000000 UTC,180163250-T01,94109
7116,Medical Incident,2018-01-16 01:14:38.000000 UTC,180160155-E03,94109
7117,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-B02,94115
7118,Alarms,2018-01-16 17:17:40.000000 UTC,180163178-T01,94108
7119,Medical Incident,2018-01-16 13:38:38.000000 UTC,180162213-E21,94115
7120,Medical Incident,2018-01-16 14:24:45.000000 UTC,180162418-61,94110
7121,Medical Incident,2018-01-16 10:22:09.000000 UTC,180161346-E13,94108
7122,Medical Incident,2018-01-16 14:51:02.000000 UTC,180162538-E02,94133
7123,Alarms,2018-01-16 20:30:54.000000 UTC,180163926-T07,94110
7124,Medical Incident,2018-01-16 18:07:19.000000 UTC,180163405-E10,94115
7125,Alarms,2018-01-16 19:03:53.000000 UTC,180163614-T03,94102
7126,Medical Incident,2018-01-16 09:11:14.000000 UTC,180161054-91,94118
7127,Medical Incident,2018-01-16 01:36:00.000000 UTC,180160184-E15,94112
7128,Alarms,2018-01-16 06:05:46.000000 UTC,180160511-E41,94102
7129,Outside Fire,2018-01-16 22:32:01.000000 UTC,180164260-E01,94103
7130,Structure Fire,2018-01-16 12:19:38.000000 UTC,180161820-E31,94118
7131,Traffic Collision,2018-01-16 13:17:32.000000 UTC,180162103-E08,94103
7132,Alarms,2018-01-16 01:02:31.000000 UTC,180160128-T14,94129
7133,Alarms,2018-01-16 09:07:47.000000 UTC,180161039-B05,94118
7134,Medical Incident,2018-01-16 19:19:19.000000 UTC,180163690-E01,94102
7135,Alarms,2018-01-16 08:44:29.000000 UTC,180160967-B06,94110
7136,Electrical Hazard,2018-01-16 11:04:22.000000 UTC,180161533-E38,94115
7137,Medical Incident,2018-01-16 19:51:49.000000 UTC,180163797-E17,94124
7138,Medical Incident,2018-01-16 14:53:48.000000 UTC,180162546-RS1,94103
7139,Medical Incident,2018-01-16 03:46:39.000000 UTC,180160324-E31,94118
7140,Medical Incident,2018-01-16 17:09:09.000000 UTC,180163140-RC3,94112
7141,Traffic Collision,2018-01-16 16:10:32.000000 UTC,180162852-61,94118
7142,Medical Incident,2018-01-16 02:44:46.000000 UTC,180160258-65,94122
7143,Medical Incident,2018-01-16 07:32:25.000000 UTC,180160702-KM13,94103
7144,Medical Incident,2018-01-16 20:37:45.000000 UTC,180163938-E36,94102
7145,Medical Incident,2018-01-16 18:42:09.000000 UTC,180163552-67,94109
7146,Medical Incident,2018-01-16 22:47:19.000000 UTC,180164296-62,94124
7147,Structure Fire,2018-01-16 18:53:07.000000 UTC,180163583-E05,94102
7148,Structure Fire,2018-01-16 13:01:22.000000 UTC,180162027-E51,94123
7149,Medical Incident,2018-01-16 15:48:48.000000 UTC,180162764-RC2,94115
7150,Structure Fire,2018-01-16 09:34:57.000000 UTC,180161151-T05,94115
7151,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-D2,94123
7152,Traffic Collision,2018-01-16 07:21:50.000000 UTC,180160682-RC1,94110
7153,Traffic Collision,2018-01-16 07:21:50.000000 UTC,180160682-B02,94110
7154,Medical Incident,2018-01-16 10:18:14.000000 UTC,180161325-KM04,94102
7155,Medical Incident,2018-01-16 06:39:31.000000 UTC,180160562-T11,94110
7156,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-RC1,94115
7157,Medical Incident,2018-01-16 15:02:04.000000 UTC,180162576-KM11,94115
7158,Medical Incident,2018-01-16 13:16:34.000000 UTC,180162102-E32,94110
7159,Medical Incident,2018-01-16 02:40:56.000000 UTC,180160252-E12,94117
7160,Medical Incident,2018-01-16 04:35:00.000000 UTC,180160385-AM120,94124
7161,Traffic Collision,2018-01-16 05:02:54.000000 UTC,180160428-62,94103
7162,Medical Incident,2018-01-16 11:47:54.000000 UTC,180161689-57,94116
7163,Citizen Assist / Service Call,2018-01-16 16:45:15.000000 UTC,180163019-T05,94109
7164,Medical Incident,2018-01-16 19:59:58.000000 UTC,180163823-84,94102
7165,Medical Incident,2018-01-16 02:40:56.000000 UTC,180160252-AM120,94117
7166,Medical Incident,2018-01-16 08:43:23.000000 UTC,180160954-AM102,94133
7167,Medical Incident,2018-01-16 11:02:02.000000 UTC,180161514-75,94115
7168,Medical Incident,2018-01-16 10:37:00.000000 UTC,180161405-70,94118
7169,Structure Fire,2018-01-16 05:57:58.000000 UTC,180160496-T11,94110
7170,Medical Incident,2018-01-16 20:39:38.000000 UTC,180163947-85,94102
7171,Gas Leak (Natural and LP Gases),2018-01-16 10:48:31.000000 UTC,180161464-T07,94110
7172,Other,2018-01-16 22:53:39.000000 UTC,180164308-E25,94124
7173,Medical Incident,2018-01-16 10:40:28.000000 UTC,180161424-E48,94130
7174,Medical Incident,2018-01-16 10:58:21.000000 UTC,180161499-95,94105
7175,Medical Incident,2018-01-16 12:31:38.000000 UTC,180161885-E01,94103
7176,Medical Incident,2018-01-16 16:06:37.000000 UTC,180162835-KM06,94132
7177,Medical Incident,2018-01-16 18:07:19.000000 UTC,180163405-59,94115
7178,Medical Incident,2018-01-16 04:06:06.000000 UTC,180160348-KM03,94123
7179,Medical Incident,2018-01-16 06:05:08.000000 UTC,180160509-AM128,94107
7180,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-E21,94115
7181,Medical Incident,2018-01-16 05:50:44.000000 UTC,180160481-E01,94103
7182,Alarms,2018-01-16 14:16:36.000000 UTC,180162395-T05,94123
7183,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-B04,94115
7184,Medical Incident,2018-01-16 20:07:36.000000 UTC,180163853-72,94133
7185,Medical Incident,2018-01-16 00:13:33.000000 UTC,180160023-T06,94114
7186,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-T05,94115
7187,Medical Incident,2018-01-16 16:28:55.000000 UTC,180162940-59,94123
7188,Alarms,2018-01-16 08:45:23.000000 UTC,180160974-B02,94103
7189,Structure Fire,2018-01-16 13:01:22.000000 UTC,180162027-T10,94123
7190,Medical Incident,2018-01-16 18:15:36.000000 UTC,180163443-57,94105
7191,Other,2018-01-16 13:41:19.000000 UTC,180162224-RC2,94131
7192,Medical Incident,2018-01-16 05:50:08.000000 UTC,180160480-AM128,94104
7193,Structure Fire,2018-01-16 12:09:42.000000 UTC,180161789-E03,94115
7194,Medical Incident,2018-01-16 11:30:45.000000 UTC,180161646-KM02,94103
7195,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-RS1,94123
7196,Medical Incident,2018-01-16 10:32:16.000000 UTC,180161390-58,94102
7197,Medical Incident,2018-01-16 12:24:17.000000 UTC,180161860-RC4,94134
7198,Traffic Collision,2018-01-16 18:53:10.000000 UTC,180163581-E04,94107
7199,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-T02,94133
7200,Medical Incident,2018-01-16 09:34:49.000000 UTC,180161162-62,94122
7201,Alarms,2018-01-16 19:41:09.000000 UTC,180163753-T10,94115
7202,Medical Incident,2018-01-16 17:04:22.000000 UTC,180163099-73,94102
7203,Medical Incident,2018-01-16 23:22:48.000000 UTC,180164361-E36,94102
7204,Medical Incident,2018-01-16 15:48:48.000000 UTC,180162764-67,94115
7205,Medical Incident,2018-01-16 20:06:07.000000 UTC,180163848-E07,94110
7206,Medical Incident,2018-01-16 16:59:18.000000 UTC,180163085-RC3,94114
7207,Structure Fire,2018-01-16 20:26:55.000000 UTC,180163903-T05,94123
7208,Medical Incident,2018-01-16 01:38:35.000000 UTC,180160188-78,94104
7209,Alarms,2018-01-16 00:14:00.000000 UTC,180160032-E10,94115
7210,Medical Incident,2018-01-16 12:31:38.000000 UTC,180161885-KM09,94103
7211,Medical Incident,2018-01-16 14:52:03.000000 UTC,180162542-88,94103
7212,Medical Incident,2018-01-16 19:51:49.000000 UTC,180163797-86,94124
7213,Traffic Collision,2018-01-16 01:37:09.000000 UTC,180160182-E17,94124
7214,Medical Incident,2018-01-16 01:36:00.000000 UTC,180160184-KM03,94112
7215,Medical Incident,2018-01-16 12:07:41.000000 UTC,180161772-58,94123
7216,Medical Incident,2018-01-16 15:02:25.000000 UTC,180162585-52,94103
7217,Medical Incident,2018-01-16 08:49:32.000000 UTC,180160992-AM126,94110
7218,Medical Incident,2018-01-16 00:49:42.000000 UTC,180160102-87,94108
7219,Medical Incident,2018-01-16 12:52:26.000000 UTC,180161989-E01,94103
7220,Traffic Collision,2018-01-16 13:17:32.000000 UTC,180162103-73,94103
7221,Medical Incident,2018-01-16 14:24:45.000000 UTC,180162418-T11,94110
7222,Medical Incident,2018-01-16 09:28:17.000000 UTC,180161125-T17,94124
7223,Structure Fire,2018-01-16 15:27:37.000000 UTC,180162686-RS1,94133
7224,Alarms,2018-01-16 04:33:23.000000 UTC,180160383-B10,94124
7225,Medical Incident,2018-01-16 13:15:50.000000 UTC,180162097-AM112,94115
7226,Structure Fire,2018-01-16 19:40:40.000000 UTC,180163748-RS1,94108
7227,Medical Incident,2018-01-16 08:16:43.000000 UTC,180160862-E07,94110
7228,Medical Incident,2018-01-16 04:04:32.000000 UTC,180160342-72,94107
7229,Alarms,2018-01-16 16:29:51.000000 UTC,180162941-T09,94110
7230,Medical Incident,2018-01-16 06:22:05.000000 UTC,180160541-E35,94105
7231,Alarms,2018-01-16 19:47:47.000000 UTC,180163778-B04,94115
